cluster_probe_id,mode_name,relationship_type,sample_pool,clean_morphology_inclusion,scene,object_hypothesis_id,state_condition,optical_frame,sar_frame,support_area_px,area_ratio_vs_broad,radius_band_width_px,top1_background_ratio,top1_top2_ratio,topk_peak_count,local_peak_count_above_bg_p95,cluster_centroid_x,cluster_centroid_y,cluster_compactness_px,cluster_peak_spread_px,cluster_range_spread_px,cluster_azimuth_spread_deg,scatter_cov_xx,scatter_cov_xy,scatter_cov_yy,profile_sharpness_proxy,vehicle_footprint_fit_posthoc,scatter_cluster_type,temporal_cluster_label,optical_state_gate,range_uncertainty_gate,gated_association_status,provenance_labels,notes
C00001,broad_fan_baseline,gated_association_scatter_cluster_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,343,451287,1,1332.7,1.8146,1,4,18,960.562,683.37,657.266,667.664,1324.421,7.1483,38604.648,117091.595,393473.991,0.2502,posthoc_not_compatible_with_gt_footprint,diffuse_clutter,diffuse_or_unstable_cluster_tube,optical_state_strong_gate,range_too_broad_for_strong_association,rejected_for_temporal_instability,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,"Cluster classification is an observation diagnostic, not a selector or final annotation."
C00002,complete_shape_quantile_range_band,gated_association_scatter_cluster_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,343,17442,0.0386,84.77,1.588,1.051,5,1938,990.264,967.212,37.517,72.683,42.211,16.4835,1839.896,-166.438,27.514,0.2162,posthoc_compatible_with_vehicle_footprint,azimuth_spread_cluster,stable_cluster_tube,optical_state_strong_gate,range_band_compact_posthoc,associated_posthoc_weak,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,"Cluster classification is an observation diagnostic, not a selector or final annotation."
C00003,state_conditioned_range_band,gated_association_scatter_cluster_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,343,26154,0.058,130,1.5858,1.051,5,2906,990.264,967.212,37.517,72.683,42.211,16.4835,1839.896,-166.438,27.514,0.2162,posthoc_compatible_with_vehicle_footprint,azimuth_spread_cluster,stable_cluster_tube,optical_state_strong_gate,range_band_compact_posthoc,associated_posthoc_weak,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,"Cluster classification is an observation diagnostic, not a selector or final annotation."
C00004,object_smoothed_range_band,gated_association_scatter_cluster_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,343,29160,0.0646,130,1.5853,1.051,5,3240,990.264,967.212,37.517,72.683,42.211,16.4835,1839.896,-166.438,27.514,0.2162,posthoc_compatible_with_vehicle_footprint,azimuth_spread_cluster,stable_cluster_tube,optical_state_strong_gate,range_band_compact_posthoc,associated_posthoc_weak,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,"Cluster classification is an observation diagnostic, not a selector or final annotation."
C00005,scene_residual_range_band,gated_association_scatter_cluster_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,343,30942,0.0686,152.564,1.5846,1.0352,5,3438,1011.302,977.066,46.062,93.325,103.144,19.2599,2710.342,489.335,436.242,0.2117,posthoc_compatible_with_vehicle_footprint,azimuth_spread_cluster,stable_cluster_tube,optical_state_strong_gate,range_band_compact_posthoc,associated_posthoc_weak,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,"Cluster classification is an observation diagnostic, not a selector or final annotation."
C00006,broad_fan_baseline,gated_association_scatter_cluster_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,344,451287,1,1332.7,1.8529,1.004,3,17,939.272,928.488,583.761,876.779,1327.602,14.2507,88146.246,161405.393,295593.655,0.3342,posthoc_not_compatible_with_gt_footprint,diffuse_clutter,diffuse_or_unstable_cluster_tube,optical_state_strong_gate,range_too_broad_for_strong_association,rejected_for_temporal_instability,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,"Cluster classification is an observation diagnostic, not a selector or final annotation."
C00007,complete_shape_quantile_range_band,gated_association_scatter_cluster_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,344,17442,0.0386,84.77,1.6827,1.1036,5,1938,1002.77,968.623,39.444,64.088,33.834,17.216,1967.347,-212.307,24.501,0.2249,posthoc_compatible_with_vehicle_footprint,azimuth_spread_cluster,stable_cluster_tube,optical_state_strong_gate,range_band_compact_posthoc,associated_posthoc_weak,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,"Cluster classification is an observation diagnostic, not a selector or final annotation."
C00008,state_conditioned_range_band,gated_association_scatter_cluster_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,344,26154,0.058,130,1.6803,1.1036,5,2906,1002.77,968.623,39.444,64.088,33.834,17.216,1967.347,-212.307,24.501,0.2249,posthoc_compatible_with_vehicle_footprint,azimuth_spread_cluster,stable_cluster_tube,optical_state_strong_gate,range_band_compact_posthoc,associated_posthoc_weak,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,"Cluster classification is an observation diagnostic, not a selector or final annotation."
C00009,object_smoothed_range_band,gated_association_scatter_cluster_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,344,29034,0.0643,130,1.6796,1.1036,5,3226,1002.77,968.623,39.444,64.088,33.834,17.216,1967.347,-212.307,24.501,0.2249,posthoc_compatible_with_vehicle_footprint,azimuth_spread_cluster,stable_cluster_tube,optical_state_strong_gate,range_band_compact_posthoc,associated_posthoc_weak,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,"Cluster classification is an observation diagnostic, not a selector or final annotation."
C00010,scene_residual_range_band,gated_association_scatter_cluster_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,344,30942,0.0686,152.564,1.6789,1.1036,5,3438,1002.77,968.623,39.444,64.088,33.834,17.216,1967.347,-212.307,24.501,0.2249,posthoc_compatible_with_vehicle_footprint,azimuth_spread_cluster,stable_cluster_tube,optical_state_strong_gate,range_band_compact_posthoc,associated_posthoc_weak,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,"Cluster classification is an observation diagnostic, not a selector or final annotation."
C00011,broad_fan_baseline,gated_association_scatter_cluster_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,166,345,453609,1,1332.7,1.8162,1.004,2,17,1148.994,1312.473,13.829,13.857,27.581,9.2918,9,40.5,182.249,0.501,posthoc_not_compatible_with_gt_footprint,azimuth_spread_cluster,diffuse_or_unstable_cluster_tube,optical_state_strong_gate,range_too_broad_for_strong_association,rejected_for_temporal_instability,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,"Cluster classification is an observation diagnostic, not a selector or final annotation."
C00012,complete_shape_quantile_range_band,gated_association_scatter_cluster_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,166,345,17532,0.0387,84.77,1.6436,1.0493,5,1948,1004.795,963.764,42.261,75.247,40.783,17.0082,2130.722,-349.614,120.553,0.2205,posthoc_compatible_with_vehicle_footprint,azimuth_spread_cluster,stable_cluster_tube,optical_state_strong_gate,range_band_compact_posthoc,associated_posthoc_weak,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,"Cluster classification is an observation diagnostic, not a selector or final annotation."
C00013,state_conditioned_range_band,gated_association_scatter_cluster_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,166,345,26289,0.058,130,1.6413,1.0493,5,2921,1004.795,963.764,42.261,75.247,40.783,17.0082,2130.722,-349.614,120.553,0.2205,posthoc_compatible_with_vehicle_footprint,azimuth_spread_cluster,stable_cluster_tube,optical_state_strong_gate,range_band_compact_posthoc,associated_posthoc_weak,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,"Cluster classification is an observation diagnostic, not a selector or final annotation."
C00014,object_smoothed_range_band,gated_association_scatter_cluster_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,166,345,29007,0.0639,130,1.6408,1.0493,5,3223,1004.795,963.764,42.261,75.247,40.783,17.0082,2130.722,-349.614,120.553,0.2205,posthoc_compatible_with_vehicle_footprint,azimuth_spread_cluster,stable_cluster_tube,optical_state_strong_gate,range_band_compact_posthoc,associated_posthoc_weak,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,"Cluster classification is an observation diagnostic, not a selector or final annotation."
C00015,scene_residual_range_band,gated_association_scatter_cluster_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,166,345,31113,0.0686,152.564,1.6401,1.0493,5,3457,1004.795,963.764,42.261,75.247,40.783,17.0082,2130.722,-349.614,120.553,0.2205,posthoc_compatible_with_vehicle_footprint,azimuth_spread_cluster,stable_cluster_tube,optical_state_strong_gate,range_band_compact_posthoc,associated_posthoc_weak,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,"Cluster classification is an observation diagnostic, not a selector or final annotation."
C00016,broad_fan_baseline,gated_association_scatter_cluster_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,166,346,453609,1,1332.7,1.8224,1.004,2,17,1148.994,1312.473,13.829,13.857,27.581,9.2918,9,40.5,182.249,0.501,posthoc_not_compatible_with_gt_footprint,azimuth_spread_cluster,diffuse_or_unstable_cluster_tube,optical_state_strong_gate,range_too_broad_for_strong_association,rejected_for_temporal_instability,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,"Cluster classification is an observation diagnostic, not a selector or final annotation."
C00017,complete_shape_quantile_range_band,gated_association_scatter_cluster_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,166,346,17973,0.0396,86.635,1.6503,1.0493,5,1998,1010.268,963.488,38.27,74.754,42.565,17.0365,1889.047,-247.268,98.178,0.2194,posthoc_compatible_with_vehicle_footprint,azimuth_spread_cluster,stable_cluster_tube,optical_state_strong_gate,range_band_compact_posthoc,associated_posthoc_weak,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,"Cluster classification is an observation diagnostic, not a selector or final annotation."
