case_id,scene,object_hypothesis_id,optical_state,why_high_confidence,expected_support_behavior,gt_area_coverage_ratio,gt_energy_coverage_ratio,morphology_coverage_proxy,whether_80_85_hypothesis_supported,failure_reason,notes
PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,state_condition=complete from support audit; identity ambiguity remains audit-only uncertainty,"optical-derived fan/range support should cover most GT area, GT energy, and morphology proxy if the 80-85% hypothesis is plausible",0.8269,0.8516,0.9914,yes,,Audit pool only; not selector/ranking and not final association.
PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,state_condition=complete from support audit; identity ambiguity remains audit-only uncertainty,"optical-derived fan/range support should cover most GT area, GT energy, and morphology proxy if the 80-85% hypothesis is plausible",0.876,0.8982,0.9976,yes,,Audit pool only; not selector/ranking and not final association.
PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,state_condition=complete from support audit; identity ambiguity remains audit-only uncertainty,"optical-derived fan/range support should cover most GT area, GT energy, and morphology proxy if the 80-85% hypothesis is plausible",0.8572,0.8796,0.998,yes,,Audit pool only; not selector/ranking and not final association.
PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,state_condition=complete from support audit; identity ambiguity remains audit-only uncertainty,"optical-derived fan/range support should cover most GT area, GT energy, and morphology proxy if the 80-85% hypothesis is plausible",0.8973,0.9149,0.998,yes,,Audit pool only; not selector/ranking and not final association.
PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,state_condition=complete from support audit; identity ambiguity remains audit-only uncertainty,"optical-derived fan/range support should cover most GT area, GT energy, and morphology proxy if the 80-85% hypothesis is plausible",0.9167,0.9312,1,yes,,Audit pool only; not selector/ranking and not final association.
PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,state_condition=complete from support audit; identity ambiguity remains audit-only uncertainty,"optical-derived fan/range support should cover most GT area, GT energy, and morphology proxy if the 80-85% hypothesis is plausible",0.943,0.9539,1,yes,,Audit pool only; not selector/ranking and not final association.
PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,state_condition=complete from support audit; identity ambiguity remains audit-only uncertainty,"optical-derived fan/range support should cover most GT area, GT energy, and morphology proxy if the 80-85% hypothesis is plausible",0.9572,0.9663,1,yes,,Audit pool only; not selector/ranking and not final association.
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,state_condition=complete from support audit; identity ambiguity remains audit-only uncertainty,"optical-derived fan/range support should cover most GT area, GT energy, and morphology proxy if the 80-85% hypothesis is plausible",0.9743,0.9801,1,yes,,Audit pool only; not selector/ranking and not final association.
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,state_condition=complete from support audit; identity ambiguity remains audit-only uncertainty,"optical-derived fan/range support should cover most GT area, GT energy, and morphology proxy if the 80-85% hypothesis is plausible",0.9665,0.9744,1,yes,,Audit pool only; not selector/ranking and not final association.
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,state_condition=complete from support audit; identity ambiguity remains audit-only uncertainty,"optical-derived fan/range support should cover most GT area, GT energy, and morphology proxy if the 80-85% hypothesis is plausible",0.9935,0.9951,1,yes,,Audit pool only; not selector/ranking and not final association.
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,state_condition=complete from support audit; identity ambiguity remains audit-only uncertainty,"optical-derived fan/range support should cover most GT area, GT energy, and morphology proxy if the 80-85% hypothesis is plausible",0.9953,0.9965,1,yes,,Audit pool only; not selector/ranking and not final association.
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,state_condition=complete from support audit; identity ambiguity remains audit-only uncertainty,"optical-derived fan/range support should cover most GT area, GT energy, and morphology proxy if the 80-85% hypothesis is plausible",0.9992,0.9994,1,yes,,Audit pool only; not selector/ranking and not final association.
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,state_condition=complete from support audit; identity ambiguity remains audit-only uncertainty,"optical-derived fan/range support should cover most GT area, GT energy, and morphology proxy if the 80-85% hypothesis is plausible",1,1,1,yes,,Audit pool only; not selector/ranking and not final association.
PAIR_GM_RM017_o172_s358_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,state_condition=complete from support audit; identity ambiguity remains audit-only uncertainty,"optical-derived fan/range support should cover most GT area, GT energy, and morphology proxy if the 80-85% hypothesis is plausible",1,1,1,yes,,Audit pool only; not selector/ranking and not final association.
PAIR_GM_RM017_o172_s359_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,state_condition=complete from support audit; identity ambiguity remains audit-only uncertainty,"optical-derived fan/range support should cover most GT area, GT energy, and morphology proxy if the 80-85% hypothesis is plausible",1,1,1,yes,,Audit pool only; not selector/ranking and not final association.
PAIR_GM_RM017_o173_s360_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,state_condition=complete from support audit; identity ambiguity remains audit-only uncertainty,"optical-derived fan/range support should cover most GT area, GT energy, and morphology proxy if the 80-85% hypothesis is plausible",1,1,1,yes,,Audit pool only; not selector/ranking and not final association.
PAIR_GM_RM017_o173_s361_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,state_condition=complete from support audit; identity ambiguity remains audit-only uncertainty,"optical-derived fan/range support should cover most GT area, GT energy, and morphology proxy if the 80-85% hypothesis is plausible",0.9826,0.9853,0.998,yes,,Audit pool only; not selector/ranking and not final association.
