scene,sar_gt_id,sar_frame,target_identity,gt_center_radius_px,gt_azimuth_deg,gt_long_axis_px,gt_short_axis_px,gt_axis_aspect,sar_box_mean_intensity,sar_local_background_mean,sar_box_to_background_ratio,sar_peak_to_background_ratio,sar_center_to_peak_distance_px,scatter_support_status,sar_image_path,notes
GM_RM017,96,302,saronly_gm_rm017_000145_000302_01,601.837,-50.49,162.135,73.335,2.2109,0.159111,0.24131,0.659362,1.803881,48.736,weak_or_no_box_mean_support_but_kept_as_sar_only_reference,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000302.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM017,281,387,saronly_gm_rm017_000186_000387_01,420.583,39.786,168.387,77.406,2.1754,0.20252,0.193731,1.045367,3.623373,51.209,local_scatter_peak_supported,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000387.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM017,284,388,saronly_gm_rm017_000186_000388_02,420.149,39.356,151.903,81.716,1.8589,0.307372,0.289625,1.061276,2.708033,47.234,local_scatter_peak_supported,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000388.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM017,287,389,saronly_gm_rm017_000187_000389_01,423.811,40.645,158.758,72.842,2.1795,0.24261,0.232074,1.045397,3.075419,59.249,local_scatter_peak_supported,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000389.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM017,290,390,saronly_gm_rm017_000187_000390_02,432.949,41.874,163.981,84.232,1.9468,0.189385,0.197688,0.957997,2.955736,66.154,local_scatter_peak_supported,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000390.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM017,293,391,saronly_gm_rm017_000188_000391_01,438.112,42.541,172.439,75.819,2.2744,0.309309,0.309897,0.998102,2.492918,65.511,local_scatter_peak_supported,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000391.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM017,296,392,saronly_gm_rm017_000188_000392_02,455.869,42.5,187.19,81.761,2.2895,0.262523,0.270119,0.97188,2.714856,79.647,local_scatter_peak_supported,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000392.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM017,299,393,saronly_gm_rm017_000189_000393_01,440.443,42.981,150.5,68.939,2.1831,0.218421,0.22127,0.987122,3.314195,56.761,local_scatter_peak_supported,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000393.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM017,302,394,saronly_gm_rm017_000189_000394_01,438.556,42.977,141.677,75.484,1.8769,0.254218,0.255148,0.996356,2.981741,50.336,local_scatter_peak_supported,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000394.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM017,304,429,saronly_gm_rm017_000206_000429_01,540.05,42.848,170.368,79.323,2.1478,0.389151,0.363131,1.071655,2.213861,86.283,local_scatter_peak_supported,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000429.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM017,306,438,saronly_gm_rm017_000210_000438_01,589.529,47.198,191.981,82.226,2.3348,0.382334,0.393008,0.972841,2.005647,93.181,local_scatter_peak_supported,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000438.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM019,310,0,saronly_gm_rm019_000000_000000_01,230.116,-54.812,133.387,76.758,1.7378,0.379714,0.506007,0.750412,1.976257,61.335,weak_or_no_box_mean_support_but_kept_as_sar_only_reference,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000000.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM019,312,4,saronly_gm_rm019_000002_000004_01,224.609,-51.444,144.31,69.756,2.0688,0.299678,0.45858,0.65349,2.180644,69.439,local_scatter_peak_supported,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000004.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM019,318,31,saronly_gm_rm019_000015_000031_01,200.413,45.314,147.032,74.097,1.9843,0.186521,0.420552,0.443514,2.37783,76.208,local_scatter_peak_supported,D:\profile\research\data\GM_RM019\GM_RM019_SARframes\000031.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM011,saronly_gm_rm011_000269_01,269,saronly_gm_rm011_000269_01,194.609,-35.247,171.039,76.246,2.2433,0.414726,0.578919,0.716381,1.720584,85.27,weak_or_no_box_mean_support_but_kept_as_sar_only_reference,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000269.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM011,saronly_gm_rm011_000274_01,274,saronly_gm_rm011_000274_01,196.349,43.427,185.464,80.368,2.3077,0.466523,0.600975,0.776278,1.663963,58.841,weak_or_no_box_mean_support_but_kept_as_sar_only_reference,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000274.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM011,saronly_gm_rm011_000275_02,275,saronly_gm_rm011_000275_02,201.375,44.918,181.343,82.429,2.2,0.455777,0.594591,0.76654,1.68183,57.868,weak_or_no_box_mean_support_but_kept_as_sar_only_reference,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000275.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM011,saronly_gm_rm011_000276_01,276,saronly_gm_rm011_000276_01,207.342,42.906,179.282,68.004,2.6363,0.407184,0.57248,0.711263,1.746785,64.266,weak_or_no_box_mean_support_but_kept_as_sar_only_reference,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000276.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM011,saronly_gm_rm011_000277_01,277,saronly_gm_rm011_000277_01,201.19,46.541,179.282,76.246,2.3514,0.462482,0.589338,0.784748,1.69682,52.218,weak_or_no_box_mean_support_but_kept_as_sar_only_reference,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000277.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
GM_RM011,saronly_gm_rm011_000278_01,278,saronly_gm_rm011_000278_01,183.037,53.608,146.311,63.882,2.2903,0.534312,0.55768,0.958098,1.793144,30.352,weak_or_no_box_mean_support_but_kept_as_sar_only_reference,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000278.png,SAR-only morphology reference only; excluded from optical-SAR correspondence mechanism
