case_id,scene,sar_frame,object_hypothesis_id,failure_type,evidence_source,why_selected,mechanism_interpretation,human_review_needed,next_probe
PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,343,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,344,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,345,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,346,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,347,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,348,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,349,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,350,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,351,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,352,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,353,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,356,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,357,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o172_s358_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,358,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o172_s359_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,359,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o173_s360_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,360,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o173_s361_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,361,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o174_s362_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,362,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o174_s363_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,363,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o175_s364_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,364,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o175_s365_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,365,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o176_s366_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,366,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o176_s367_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,367,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o177_s368_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,368,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o177_s369_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,369,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o178_s370_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,370,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o178_s371_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,371,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o179_s372_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,372,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o179_s373_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,373,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o180_s374_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,374,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o180_s375_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,375,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o180_s376_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,376,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
PAIR_GM_RM017_o181_s377_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,377,oty1t_obj_GM_RM017_bytetrack_bt_0010,no_unique_structure_isolated,support_region_structure_observation;proxy_graph_probe,structure=azimuth_spread_cluster;association_state=associated_posthoc_weak;graph=high_fragmented_or_dense,case needs isolation/weak/review handling before association,yes,visual exemplar review and motion/graph disambiguation
