pair_id,scene,optical_frame,sar_frame,optical_thread_id,optical_fragment_id,optical_bbox_x1,optical_bbox_y1,optical_bbox_x2,optical_bbox_y2,sar_bbox_x1,sar_bbox_y1,sar_bbox_x2,sar_bbox_y2,depth_path,pair_source,pair_confidence,identity_confidence,usable_for_calibration,blocked_reason,sar_gt_id,correspondence_match_iou,vehicle_research_eligibility,visibility_state
WGV35A_PAIR_0001,GM_RM017,145,302,oty1t_obj_GM_RM017_bytetrack_bt_0008,,0.186,322.138,97.952,408.436,801.526,974.367,938.75,1042.585,D:\profile\research\data\GM_RM017\GM_RM017_depth\000145_depth.npy,reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv,posthoc_only_pair,moderate,false,review_only_vehicle_not_primary_calibration,95,0.7383,review_only_vehicle,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation
WGV35A_PAIR_0002,GM_RM017,149,310,oty1t_obj_GM_RM017_bytetrack_bt_0008,,2.727,302.727,171.818,403.636,836.977,977.135,1004.803,1043.835,D:\profile\research\data\GM_RM017\GM_RM017_depth\000149_depth.npy,reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv,posthoc_only_pair,moderate,false,review_only_vehicle_not_primary_calibration,98,0.7737,review_only_vehicle,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=mixed_partial_full_observations;boundary=boundary_truncation_present;multi=multiple_observations
WGV35A_PAIR_0003,GM_RM017,151,315,oty1t_obj_GM_RM017_bytetrack_bt_0010,,0.049,309.587,51.328,351.758,718.884,905.423,862.866,975.635,D:\profile\research\data\GM_RM017\GM_RM017_depth\000151_depth.npy,reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv,high_confidence_pair,moderate,true,,99,0.9429,weak_vehicle_layer,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation
WGV35A_PAIR_0004,GM_RM017,151,315,oty1t_obj_GM_RM017_bytetrack_bt_0008,,8.182,319.091,218.182,406.364,877.7,978,1035.2,1043.1,D:\profile\research\data\GM_RM017\GM_RM017_depth\000151_depth.npy,reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv,posthoc_only_pair,moderate,false,review_only_vehicle_not_primary_calibration,100,0.9146,review_only_vehicle,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation
WGV35A_PAIR_0005,GM_RM017,152,317,oty1t_obj_GM_RM017_bytetrack_bt_0008,,0.673,314.663,239.203,406.354,902.17,972.789,1051.982,1041.433,D:\profile\research\data\GM_RM017\GM_RM017_depth\000152_depth.npy,reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv,posthoc_only_pair,moderate,false,review_only_vehicle_not_primary_calibration,101,0.9918,review_only_vehicle,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=mixed_partial_full_observations;boundary=boundary_truncation_present;multi=multiple_observations
WGV35A_PAIR_0006,GM_RM017,152,317,oty1t_obj_GM_RM017_bytetrack_bt_0010,,2.727,300,70.909,360,714.559,906.892,878.406,975.536,D:\profile\research\data\GM_RM017\GM_RM017_depth\000152_depth.npy,reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv,high_confidence_pair,moderate,true,,102,0.7061,weak_vehicle_layer,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=mixed_partial_full_observations;boundary=boundary_truncation_present;multi=multiple_observations
WGV35A_PAIR_0007,GM_RM017,153,319,oty1t_obj_GM_RM017_bytetrack_bt_0010,,0.148,307.79,84.859,371.663,738.3,902.987,889.3,975.809,D:\profile\research\data\GM_RM017\GM_RM017_depth\000153_depth.npy,reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv,high_confidence_pair,moderate,true,,103,0.9394,weak_vehicle_layer,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation
WGV35A_PAIR_0008,GM_RM017,153,319,oty1t_obj_GM_RM017_bytetrack_bt_0008,,2.727,297.273,261.818,403.636,902.499,973.841,1061.654,1043.978,D:\profile\research\data\GM_RM017\GM_RM017_depth\000153_depth.npy,reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv,posthoc_only_pair,moderate,false,review_only_vehicle_not_primary_calibration,104,0.8106,review_only_vehicle,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation
WGV35A_PAIR_0009,GM_RM017,154,321,oty1t_obj_GM_RM017_bytetrack_bt_0008,,22.054,314.965,282.694,407.006,916.621,967.5,1071.044,1042,D:\profile\research\data\GM_RM017\GM_RM017_depth\000154_depth.npy,reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv,posthoc_only_pair,moderate,false,review_only_vehicle_not_primary_calibration,105,0.9785,review_only_vehicle,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation
WGV35A_PAIR_0010,GM_RM017,154,321,oty1t_obj_GM_RM017_bytetrack_bt_0010,,2.727,302.727,106.364,392.727,752.836,911.12,901.133,977.016,D:\profile\research\data\GM_RM017\GM_RM017_depth\000154_depth.npy,reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv,high_confidence_pair,moderate,true,,106,0.8452,weak_vehicle_layer,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation
WGV35A_PAIR_0011,GM_RM017,155,323,oty1t_obj_GM_RM017_bytetrack_bt_0008,,43.359,317.923,307.123,408.886,934.301,965.573,1086.333,1042.553,D:\profile\research\data\GM_RM017\GM_RM017_depth\000155_depth.npy,reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv,posthoc_only_pair,moderate,false,review_only_vehicle_not_primary_calibration,107,0.9594,review_only_vehicle,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation
WGV35A_PAIR_0012,GM_RM017,155,323,oty1t_obj_GM_RM017_bytetrack_bt_0010,,2.727,302.727,128.182,395.455,753.929,909.897,917.659,977.6,D:\profile\research\data\GM_RM017\GM_RM017_depth\000155_depth.npy,reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv,high_confidence_pair,moderate,true,,108,0.8174,weak_vehicle_layer,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation
WGV35A_PAIR_0013,GM_RM017,156,325,oty1t_obj_GM_RM017_bytetrack_bt_0008,,64.514,316.4,329.631,408.871,948.448,974.366,1094.921,1042.237,D:\profile\research\data\GM_RM017\GM_RM017_depth\000156_depth.npy,reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv,posthoc_only_pair,moderate,false,review_only_vehicle_not_primary_calibration,109,0.9522,review_only_vehicle,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation
WGV35A_PAIR_0014,GM_RM017,156,325,oty1t_obj_GM_RM017_bytetrack_bt_0010,,0.399,309.137,140.543,393.917,767.088,899.899,939.101,978.839,D:\profile\research\data\GM_RM017\GM_RM017_depth\000156_depth.npy,reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv,high_confidence_pair,moderate,true,,110,0.9496,weak_vehicle_layer,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation
WGV35A_PAIR_0015,GM_RM017,157,327,oty1t_obj_GM_RM017_bytetrack_bt_0008,,88.864,312.776,353.53,407.069,957.518,972.656,1106.28,1043.878,D:\profile\research\data\GM_RM017\GM_RM017_depth\000157_depth.npy,reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv,posthoc_only_pair,moderate,false,review_only_vehicle_not_primary_calibration,111,0.9619,review_only_vehicle,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation
WGV35A_PAIR_0016,GM_RM017,157,327,oty1t_obj_GM_RM017_bytetrack_bt_0010,,0.719,306.865,155.35,393.349,776.63,908.967,943.549,980.322,D:\profile\research\data\GM_RM017\GM_RM017_depth\000157_depth.npy,reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv,high_confidence_pair,moderate,true,,112,0.9821,weak_vehicle_layer,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation
WGV35A_PAIR_0017,GM_RM017,158,329,oty1t_obj_GM_RM017_bytetrack_bt_0008,,111.391,313.636,375.775,408.646,976.346,973.234,1118.484,1045.17,D:\profile\research\data\GM_RM017\GM_RM017_depth\000158_depth.npy,reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv,posthoc_only_pair,moderate,false,review_only_vehicle_not_primary_calibration,113,0.9846,review_only_vehicle,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation
