pair_id,sar_frame,optical_frame,sar_gt_id,bbox,center_x,center_y,gt_width_px,gt_height_px,gt_area_px2,gt_aspect_ratio,local_range_unit_x,local_range_unit_y,local_azimuth_unit_x,local_azimuth_unit_y,local_range_axis_angle_deg,gt_projected_range_extent_px,gt_projected_azimuth_extent_px,gt_body_length_m,gt_body_width_m,gt_body_area_m2,gt_body_length_p0_convention_m,gt_body_width_p0_convention_m,gt_body_area_p0_convention_m2,gt_orientation_deg,gt_orientation_source,visibility_state,usable_for_calibration,blocked_reason
WGV35A_PAIR_0003,315,151,99,"718.884,905.423,862.866,975.635",790.875,940.529,143.982,70.212,10109.264184,2.050675,-0.681374,-0.731936,0.731936,-0.681374,-132.951086,149.496222,153.226174,,,,4.31946,2.10636,9.098338,,UNRESOLVED_AXIS_ALIGNED_BBOX_ONLY,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation,true,
WGV35A_PAIR_0006,317,152,102,"714.559,906.892,878.406,975.536",796.4825,941.214,163.847,68.644,11247.113468,2.386909,-0.676321,-0.736607,0.736607,-0.676321,-132.556815,161.376815,167.116233,,,,4.91541,2.05932,10.122402,,UNRESOLVED_AXIS_ALIGNED_BBOX_ONLY,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=mixed_partial_full_observations;boundary=boundary_truncation_present;multi=multiple_observations,true,
WGV35A_PAIR_0007,319,153,103,"738.3,902.987,889.3,975.809",813.8,939.398,151,72.822,10996.122,2.073549,-0.656205,-0.754582,0.754582,-0.656205,-131.011117,154.037214,161.728116,,,,4.53,2.18466,9.89651,,UNRESOLVED_AXIS_ALIGNED_BBOX_ONLY,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation,true,
WGV35A_PAIR_0010,321,154,106,"752.836,911.12,901.133,977.016",826.9845,944.068,148.297,65.896,9772.179112,2.25047,-0.645885,-0.763435,0.763435,-0.645885,-130.232036,146.090069,155.776337,,,,4.44891,1.97688,8.794961,,UNRESOLVED_AXIS_ALIGNED_BBOX_ONLY,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation,true,
WGV35A_PAIR_0012,323,155,108,"753.929,909.897,917.659,977.6",835.794,943.7485,163.73,67.703,11085.01219,2.418357,-0.635258,-0.7723,0.7723,-0.635258,-129.43912,156.297815,169.457552,,,,4.9119,2.03109,9.976511,,UNRESOLVED_AXIS_ALIGNED_BBOX_ONLY,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation,true,
WGV35A_PAIR_0014,325,156,110,"767.088,899.899,939.101,978.839",853.0945,939.369,172.013,78.94,13578.70622,2.179035,-0.609658,-0.792665,0.792665,-0.609658,-127.564781,167.442046,184.475012,,,,5.16039,2.3682,12.220836,,UNRESOLVED_AXIS_ALIGNED_BBOX_ONLY,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,true,
WGV35A_PAIR_0016,327,157,112,"776.63,908.967,943.549,980.322",860.0895,944.6445,166.919,71.355,11910.505245,2.339275,-0.605846,-0.795582,0.795582,-0.605846,-127.289778,157.896011,176.027857,,,,5.00757,2.14065,10.719455,,UNRESOLVED_AXIS_ALIGNED_BBOX_ONLY,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,true,
WGV35A_PAIR_0021,331,159,117,"808.546,903.106,971.5,979.258",890.023,941.182,162.954,76.152,12409.273008,2.139852,-0.561107,-0.827743,0.827743,-0.561107,-124.132391,154.46894,177.613497,,,,4.88862,2.28456,11.168346,,UNRESOLVED_AXIS_ALIGNED_BBOX_ONLY,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,true,
WGV35A_PAIR_0023,332,159,119,"820.8,910.651,977.052,978.064",898.926,944.3575,156.252,67.413,10533.416076,2.317832,-0.551074,-0.834456,0.834456,-0.551074,-123.440716,142.359608,167.535034,,,,4.68756,2.02239,9.480074,,UNRESOLVED_AXIS_ALIGNED_BBOX_ONLY,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,true,
WGV35A_PAIR_0025,333,160,121,"816.812,901,989.81,978.878",903.311,939.939,172.998,77.878,13472.738244,2.221398,-0.540071,-0.841619,0.841619,-0.540071,-122.68848,158.974857,187.658129,,,,5.18994,2.33634,12.125464,,UNRESOLVED_AXIS_ALIGNED_BBOX_ONLY,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,true,
WGV35A_PAIR_0027,334,160,123,"826.338,910.387,989.241,974.871",907.7895,942.629,162.903,64.484,10504.637052,2.526255,-0.535822,-0.844331,0.844331,-0.535822,-122.399644,141.732794,172.096011,,,,4.88709,1.93452,9.454173,,UNRESOLVED_AXIS_ALIGNED_BBOX_ONLY,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,true,
WGV35A_PAIR_0030,335,161,126,"838.635,900.267,1006.045,977.567",922.34,938.917,167.41,77.3,12940.793,2.165718,-0.509073,-0.860723,0.860723,-0.509073,-120.602094,151.75781,183.445041,,,,5.0223,2.319,11.646714,,UNRESOLVED_AXIS_ALIGNED_BBOX_ONLY,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=mixed_partial_full_observations;boundary=boundary_truncation_present;multi=multiple_observations,true,
WGV35A_PAIR_0033,336,161,129,"837.371,903.259,1006.129,977.904",921.75,940.5815,168.758,74.645,12596.94091,2.260808,-0.51164,-0.8592,0.8592,-0.51164,-120.773146,150.478349,183.188223,,,,5.06274,2.23935,11.337247,,UNRESOLVED_AXIS_ALIGNED_BBOX_ONLY,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=mixed_partial_full_observations;boundary=boundary_truncation_present;multi=multiple_observations,true,
WGV35A_PAIR_0034,336,161,130,"690.064,839.875,844.29,907.288",767.177,873.5815,154.226,67.413,10396.837338,2.287778,-0.646054,-0.763292,0.763292,-0.646054,-130.244762,151.094128,161.271852,,,,4.62678,2.02239,9.357154,,UNRESOLVED_AXIS_ALIGNED_BBOX_ONLY,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=mixed_partial_full_observations;boundary=boundary_truncation_present;multi=multiple_observations,false,weak_review_correspondence
WGV35A_PAIR_0035,337,162,334,"850.528,902.229,1011.841,980.623",931.1845,941.426,161.313,78.394,12645.971322,2.057721,-0.496862,-0.867829,0.867829,-0.496862,-119.792621,148.182955,178.943187,,,,4.83939,2.35182,11.381374,,UNRESOLVED_AXIS_ALIGNED_BBOX_ONLY,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation,true,
WGV35A_PAIR_0038,338,162,131,"863.8,904.69,1016,977.53",939.9,941.11,152.2,72.84,11086.248,2.089511,-0.481712,-0.876329,0.876329,-0.481712,-118.797296,137.148449,168.465262,,,,4.566,2.1852,9.977623,,UNRESOLVED_AXIS_ALIGNED_BBOX_ONLY,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation,true,
