part_node_id,atom_id,sar_frame,candidate_role,persistent_part_track_id,track_len,lineage_state
R21PN00001,R21A00001,27,unresolved_atom,R21PT0001,4,persistent_part_track
R21PN00002,R21A00002,27,body_core_candidate,R21PT0002,7,persistent_part_track
R21PN00003,R21A00003,27,unresolved_atom,,0,single_frame_part
R21PN00004,R21A00004,27,isolated_small_atom,,0,single_frame_part
R21PN00005,R21A00005,27,isolated_small_atom,,0,single_frame_part
R21PN00006,R21A00006,28,unresolved_atom,R21PT0002,7,persistent_part_track
R21PN00007,R21A00007,28,body_core_candidate,R21PT0001,4,persistent_part_track
R21PN00008,R21A00008,28,unresolved_atom,,0,single_frame_part
R21PN00009,R21A00009,28,isolated_small_atom,,0,single_frame_part
R21PN00010,R21A00010,29,unresolved_atom,R21PT0001,4,persistent_part_track
R21PN00011,R21A00011,29,body_core_candidate,R21PT0002,7,persistent_part_track
R21PN00012,R21A00012,29,unresolved_atom,,0,single_frame_part
R21PN00013,R21A00013,30,unresolved_atom,R21PT0002,7,persistent_part_track
R21PN00014,R21A00014,30,body_core_candidate,R21PT0001,4,persistent_part_track
R21PN00015,R21A00015,30,unresolved_atom,,0,single_frame_part
R21PN00016,R21A00016,30,endpoint_hotspot_candidate,R21PT0003,6,persistent_part_track
R21PN00017,R21A00017,30,isolated_small_atom,,0,single_frame_part
R21PN00018,R21A00018,31,body_core_candidate,R21PT0002,7,persistent_part_track
R21PN00019,R21A00019,31,unresolved_atom,,0,single_frame_part
R21PN00020,R21A00020,31,endpoint_hotspot_candidate,R21PT0004,4,persistent_part_track
R21PN00021,R21A00021,31,endpoint_hotspot_candidate,R21PT0003,6,persistent_part_track
R21PN00022,R21A00022,32,body_core_candidate,R21PT0005,2,persistent_part_track
R21PN00023,R21A00023,32,unresolved_atom,R21PT0002,7,persistent_part_track
R21PN00024,R21A00024,32,unresolved_atom,,0,single_frame_part
R21PN00025,R21A00025,32,endpoint_hotspot_candidate,R21PT0004,4,persistent_part_track
R21PN00026,R21A00026,32,endpoint_hotspot_candidate,R21PT0003,6,persistent_part_track
R21PN00027,R21A00027,32,isolated_small_atom,,0,single_frame_part
R21PN00028,R21A00028,34,body_core_candidate,R21PT0002,7,persistent_part_track
R21PN00029,R21A00029,34,endpoint_hotspot_candidate,R21PT0004,4,persistent_part_track
R21PN00030,R21A00030,34,side_ridge_candidate,,0,single_frame_part
R21PN00031,R21A00031,34,unresolved_atom,,0,single_frame_part
R21PN00032,R21A00032,34,endpoint_hotspot_candidate,R21PT0003,6,persistent_part_track
R21PN00033,R21A00033,34,unresolved_atom,R21PT0005,2,persistent_part_track
R21PN00034,R21A00034,34,unresolved_atom,R21PT0006,3,persistent_part_track
R21PN00035,R21A00035,39,body_core_candidate,,0,single_frame_part
R21PN00036,R21A00036,39,background_arc_candidate,,0,single_frame_part
R21PN00037,R21A00037,39,background_arc_candidate,,0,single_frame_part
R21PN00038,R21A00038,39,side_ridge_candidate,R21PT0006,3,persistent_part_track
R21PN00039,R21A00039,39,endpoint_hotspot_candidate,R21PT0003,6,persistent_part_track
R21PN00040,R21A00040,39,endpoint_hotspot_candidate,R21PT0004,4,persistent_part_track
R21PN00041,R21A00041,39,isolated_small_atom,,0,single_frame_part
R21PN00042,R21A00042,40,body_core_candidate,,0,single_frame_part
R21PN00043,R21A00043,40,side_ridge_candidate,R21PT0006,3,persistent_part_track
R21PN00044,R21A00044,40,unresolved_atom,R21PT0007,3,persistent_part_track
R21PN00045,R21A00045,40,body_core_candidate,R21PT0003,6,persistent_part_track
R21PN00046,R21A00046,40,isolated_small_atom,,0,single_frame_part
R21PN00047,R21A00047,46,body_core_candidate,R21PT0007,3,persistent_part_track
R21PN00048,R21A00048,52,side_ridge_candidate,R21PT0007,3,persistent_part_track
R21PN00049,R21A00049,52,background_arc_candidate,,0,single_frame_part
R21PN00050,R21A00050,52,unresolved_atom,,0,single_frame_part
R21PN00051,R21A00051,52,isolated_small_atom,,0,single_frame_part
R21PN00052,R21A00052,60,background_arc_candidate,,0,single_frame_part
R21PN00053,R21A00053,60,body_core_candidate,,0,single_frame_part
R21PN00054,R21A00054,60,isolated_small_atom,,0,single_frame_part
R21PN00055,R21A00055,77,unresolved_atom,,0,single_frame_part
R21PN00056,R21A00056,77,body_core_candidate,,0,single_frame_part
R21PN00057,R21A00057,77,side_ridge_candidate,R21PT0008,5,persistent_part_track
R21PN00058,R21A00058,77,unresolved_atom,,0,single_frame_part
R21PN00059,R21A00059,77,unresolved_atom,,0,single_frame_part
R21PN00060,R21A00060,77,isolated_small_atom,,0,single_frame_part
R21PN00061,R21A00061,78,background_arc_candidate,,0,single_frame_part
R21PN00062,R21A00062,78,body_core_candidate,R21PT0009,4,persistent_part_track
R21PN00063,R21A00063,78,side_ridge_candidate,R21PT0008,5,persistent_part_track
R21PN00064,R21A00064,78,unresolved_atom,,0,single_frame_part
R21PN00065,R21A00065,78,isolated_small_atom,,0,single_frame_part
R21PN00066,R21A00066,78,isolated_small_atom,,0,single_frame_part
R21PN00067,R21A00067,78,isolated_small_atom,,0,single_frame_part
R21PN00068,R21A00068,79,background_arc_candidate,,0,single_frame_part
R21PN00069,R21A00069,79,body_core_candidate,,0,single_frame_part
R21PN00070,R21A00070,79,unresolved_atom,,0,single_frame_part
R21PN00071,R21A00071,79,side_ridge_candidate,R21PT0008,5,persistent_part_track
R21PN00072,R21A00072,79,unresolved_atom,R21PT0009,4,persistent_part_track
R21PN00073,R21A00073,79,isolated_small_atom,,0,single_frame_part
R21PN00074,R21A00074,79,isolated_small_atom,,0,single_frame_part
R21PN00075,R21A00075,80,side_ridge_candidate,,0,single_frame_part
R21PN00076,R21A00076,80,body_core_candidate,,0,single_frame_part
R21PN00077,R21A00077,80,side_ridge_candidate,R21PT0009,4,persistent_part_track
R21PN00078,R21A00078,80,unresolved_atom,,0,single_frame_part
R21PN00079,R21A00079,80,background_arc_candidate,,0,single_frame_part
R21PN00080,R21A00080,80,side_ridge_candidate,R21PT0008,5,persistent_part_track
R21PN00081,R21A00081,80,isolated_small_atom,,0,single_frame_part
R21PN00082,R21A00082,81,background_arc_candidate,,0,single_frame_part
R21PN00083,R21A00083,81,body_core_candidate,R21PT0008,5,persistent_part_track
R21PN00084,R21A00084,81,unresolved_atom,,0,single_frame_part
R21PN00085,R21A00085,81,unresolved_atom,R21PT0009,4,persistent_part_track
R21PN00086,R21A00086,81,isolated_small_atom,,0,single_frame_part
R21PN00087,R21A00087,212,unresolved_atom,,0,single_frame_part
R21PN00088,R21A00088,212,endpoint_hotspot_candidate,R21PT0010,3,persistent_part_track
R21PN00089,R21A00089,213,unresolved_atom,,0,single_frame_part
R21PN00090,R21A00090,213,unresolved_atom,,0,single_frame_part
R21PN00091,R21A00091,213,endpoint_hotspot_candidate,R21PT0010,3,persistent_part_track
R21PN00092,R21A00092,216,unresolved_atom,,0,single_frame_part
R21PN00093,R21A00093,216,endpoint_hotspot_candidate,R21PT0010,3,persistent_part_track
R21PN00094,R21A00094,220,unresolved_atom,R21PT0011,4,persistent_part_track
R21PN00095,R21A00095,220,unresolved_atom,,0,single_frame_part
R21PN00096,R21A00096,224,unresolved_atom,,0,single_frame_part
R21PN00097,R21A00097,224,endpoint_hotspot_candidate,R21PT0011,4,persistent_part_track
R21PN00098,R21A00098,224,endpoint_hotspot_candidate,,0,single_frame_part
R21PN00099,R21A00099,227,unresolved_atom,,0,single_frame_part
R21PN00100,R21A00100,227,endpoint_hotspot_candidate,R21PT0011,4,persistent_part_track
R21PN00101,R21A00101,227,isolated_small_atom,,0,single_frame_part
R21PN00102,R21A00102,228,unresolved_atom,R21PT0012,2,persistent_part_track
R21PN00103,R21A00103,228,body_core_candidate,R21PT0011,4,persistent_part_track
R21PN00104,R21A00104,228,isolated_small_atom,,0,single_frame_part
R21PN00105,R21A00105,238,body_core_candidate,R21PT0012,2,persistent_part_track
R21PN00106,R21A00106,238,isolated_small_atom,,0,single_frame_part
R21PN00107,R21A00107,239,body_core_candidate,,0,single_frame_part
R21PN00108,R21A00108,239,body_core_candidate,,0,single_frame_part
R21PN00109,R21A00109,239,isolated_small_atom,,0,single_frame_part
R21PN00110,R21A00110,243,body_core_candidate,,0,single_frame_part
R21PN00111,R21A00111,243,isolated_small_atom,,0,single_frame_part
R21PN00112,R21A00112,243,isolated_small_atom,,0,single_frame_part
R21PN00113,R21A00113,250,body_core_candidate,,0,single_frame_part
R21PN00114,R21A00114,250,isolated_small_atom,,0,single_frame_part
R21PN00115,R21A00115,250,isolated_small_atom,,0,single_frame_part
R21PN00116,R21A00116,259,body_core_candidate,R21PT0013,3,persistent_part_track
R21PN00117,R21A00117,259,body_core_candidate,R21PT0014,2,persistent_part_track
R21PN00118,R21A00118,259,side_ridge_candidate,,0,single_frame_part
R21PN00119,R21A00119,260,unresolved_atom,R21PT0013,3,persistent_part_track
R21PN00120,R21A00120,260,body_core_candidate,,0,single_frame_part
R21PN00121,R21A00121,260,endpoint_hotspot_candidate,R21PT0014,2,persistent_part_track
R21PN00122,R21A00122,262,body_core_candidate,R21PT0013,3,persistent_part_track
R21PN00123,R21A00123,263,body_core_candidate,R21PT0015,5,persistent_part_track
R21PN00124,R21A00124,269,unresolved_atom,R21PT0015,5,persistent_part_track
R21PN00125,R21A00125,269,body_core_candidate,R21PT0016,11,persistent_part_track
R21PN00126,R21A00126,269,endpoint_hotspot_candidate,R21PT0017,6,persistent_part_track
R21PN00127,R21A00127,269,isolated_small_atom,,0,single_frame_part
R21PN00128,R21A00128,269,isolated_small_atom,,0,single_frame_part
R21PN00129,R21A00129,269,isolated_small_atom,,0,single_frame_part
R21PN00130,R21A00130,270,unresolved_atom,R21PT0016,11,persistent_part_track
R21PN00131,R21A00131,270,body_core_candidate,R21PT0015,5,persistent_part_track
R21PN00132,R21A00132,270,endpoint_hotspot_candidate,R21PT0017,6,persistent_part_track
R21PN00133,R21A00133,270,unresolved_atom,,0,single_frame_part
R21PN00134,R21A00134,270,isolated_small_atom,,0,single_frame_part
R21PN00135,R21A00135,271,unresolved_atom,R21PT0015,5,persistent_part_track
R21PN00136,R21A00136,271,body_core_candidate,R21PT0016,11,persistent_part_track
R21PN00137,R21A00137,271,endpoint_hotspot_candidate,R21PT0017,6,persistent_part_track
R21PN00138,R21A00138,271,isolated_small_atom,,0,single_frame_part
R21PN00139,R21A00139,272,unresolved_atom,R21PT0016,11,persistent_part_track
R21PN00140,R21A00140,272,body_core_candidate,R21PT0015,5,persistent_part_track
R21PN00141,R21A00141,272,endpoint_hotspot_candidate,R21PT0017,6,persistent_part_track
R21PN00142,R21A00142,272,isolated_small_atom,,0,single_frame_part
R21PN00143,R21A00143,272,isolated_small_atom,,0,single_frame_part
R21PN00144,R21A00144,272,isolated_small_atom,,0,single_frame_part
