scene,object_hypothesis_id,optical_frame_num,main_tracker_track_id,primary_det_id,secondary_det_ids,state_visibility_status,state_uncertainty_status,recommended_oty2_weight,oty2_gate,alignment_mode,alignment_confidence,optical_time_proxy,sar_frame_center_candidate,sar_frame_window_start,sar_frame_window_end,uncertainty_frames,window_reason,runtime_source_policy
GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,149,bt_0098,GM_RM019_000149_001,,visible_main_observation,moderate_uncertainty,primary_track_with_uncertainty,use_with_uncertainty_expansion,frame_ratio_hypothesis,low,frame_index:149;optical_frame_count:368;timestamp_exact:false,311,299,323,12,uncertainty_policy=expanded_window;state_uncertainty=moderate_uncertainty;state_visibility=visible_main_observation;frame_count_ratio_audit_only_not_truth;no_exact_timestamp_metadata,oty2_p0_runtime_safe_object_temporal_alignment_no_sar_image_no_gt_no_selector
GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,162,bt_0098,GM_RM019_000162_001,GM_RM019_000162_002,visible_main_observation,high_uncertainty,primary_track_with_uncertainty,use_with_uncertainty_expansion,frame_ratio_hypothesis,low,frame_index:162;optical_frame_count:368;timestamp_exact:false,338,324,352,14,uncertainty_policy=expanded_window;state_uncertainty=high_uncertainty;state_visibility=visible_main_observation;frame_count_ratio_audit_only_not_truth;no_exact_timestamp_metadata,oty2_p0_runtime_safe_object_temporal_alignment_no_sar_image_no_gt_no_selector
GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,163,bt_0098,,GM_RM019_000163_002,partial_secondary_observation,high_uncertainty,secondary_hint_only,use_with_uncertainty_expansion,frame_ratio_hypothesis,low,frame_index:163;optical_frame_count:368;timestamp_exact:false,340,321,359,19,uncertainty_policy=expanded_window;state_uncertainty=high_uncertainty;state_visibility=partial_secondary_observation;frame_count_ratio_audit_only_not_truth;no_exact_timestamp_metadata,oty2_p0_runtime_safe_object_temporal_alignment_no_sar_image_no_gt_no_selector
GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,164,bt_0098,,GM_RM019_000164_002,edge_truncated_observation,moderate_uncertainty,secondary_hint_only,use_with_uncertainty_expansion,frame_ratio_hypothesis,low,frame_index:164;optical_frame_count:368;timestamp_exact:false,342,328,356,14,uncertainty_policy=expanded_window;state_uncertainty=moderate_uncertainty;state_visibility=edge_truncated_observation;frame_count_ratio_audit_only_not_truth;no_exact_timestamp_metadata,oty2_p0_runtime_safe_object_temporal_alignment_no_sar_image_no_gt_no_selector
GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,165,bt_0098,,GM_RM019_000165_002,edge_truncated_observation,moderate_uncertainty,secondary_hint_only,use_with_uncertainty_expansion,frame_ratio_hypothesis,low,frame_index:165;optical_frame_count:368;timestamp_exact:false,344,330,358,14,uncertainty_policy=expanded_window;state_uncertainty=moderate_uncertainty;state_visibility=edge_truncated_observation;frame_count_ratio_audit_only_not_truth;no_exact_timestamp_metadata,oty2_p0_runtime_safe_object_temporal_alignment_no_sar_image_no_gt_no_selector
GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,166,bt_0098,,GM_RM019_000166_002,edge_truncated_observation,moderate_uncertainty,secondary_hint_only,use_with_uncertainty_expansion,frame_ratio_hypothesis,low,frame_index:166;optical_frame_count:368;timestamp_exact:false,346,332,360,14,uncertainty_policy=expanded_window;state_uncertainty=moderate_uncertainty;state_visibility=edge_truncated_observation;frame_count_ratio_audit_only_not_truth;no_exact_timestamp_metadata,oty2_p0_runtime_safe_object_temporal_alignment_no_sar_image_no_gt_no_selector
GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,167,bt_0098,,GM_RM019_000167_001,edge_truncated_observation,moderate_uncertainty,secondary_hint_only,use_with_uncertainty_expansion,frame_ratio_hypothesis,low,frame_index:167;optical_frame_count:368;timestamp_exact:false,348,334,362,14,uncertainty_policy=expanded_window;state_uncertainty=moderate_uncertainty;state_visibility=edge_truncated_observation;frame_count_ratio_audit_only_not_truth;no_exact_timestamp_metadata,oty2_p0_runtime_safe_object_temporal_alignment_no_sar_image_no_gt_no_selector
GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,168,bt_0098,,GM_RM019_000168_002,edge_truncated_observation,moderate_uncertainty,secondary_hint_only,use_with_uncertainty_expansion,frame_ratio_hypothesis,low,frame_index:168;optical_frame_count:368;timestamp_exact:false,350,336,364,14,uncertainty_policy=expanded_window;state_uncertainty=moderate_uncertainty;state_visibility=edge_truncated_observation;frame_count_ratio_audit_only_not_truth;no_exact_timestamp_metadata,oty2_p0_runtime_safe_object_temporal_alignment_no_sar_image_no_gt_no_selector
GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,171,bt_0098,,,missing_observation,high_uncertainty,do_not_use,use_with_uncertainty_expansion,frame_ratio_hypothesis,low,frame_index:171;optical_frame_count:368;timestamp_exact:false,356,335,377,21,uncertainty_policy=expanded_window;state_uncertainty=high_uncertainty;state_visibility=missing_observation;frame_count_ratio_audit_only_not_truth;no_exact_timestamp_metadata,oty2_p0_runtime_safe_object_temporal_alignment_no_sar_image_no_gt_no_selector
GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,172,bt_0098,GM_RM019_000172_001,GM_RM019_000172_002,visible_main_observation,moderate_uncertainty,primary_track_with_uncertainty,use_with_uncertainty_expansion,frame_ratio_hypothesis,low,frame_index:172;optical_frame_count:368;timestamp_exact:false,359,347,371,12,uncertainty_policy=expanded_window;state_uncertainty=moderate_uncertainty;state_visibility=visible_main_observation;frame_count_ratio_audit_only_not_truth;no_exact_timestamp_metadata,oty2_p0_runtime_safe_object_temporal_alignment_no_sar_image_no_gt_no_selector
GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,173,bt_0098,GM_RM019_000173_001,,visible_main_observation,moderate_uncertainty,primary_track_with_uncertainty,use_with_uncertainty_expansion,frame_ratio_hypothesis,low,frame_index:173;optical_frame_count:368;timestamp_exact:false,361,349,373,12,uncertainty_policy=expanded_window;state_uncertainty=moderate_uncertainty;state_visibility=visible_main_observation;frame_count_ratio_audit_only_not_truth;no_exact_timestamp_metadata,oty2_p0_runtime_safe_object_temporal_alignment_no_sar_image_no_gt_no_selector
GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,174,bt_0098,GM_RM019_000174_001,,visible_main_observation,moderate_uncertainty,primary_track_with_uncertainty,use_with_uncertainty_expansion,frame_ratio_hypothesis,low,frame_index:174;optical_frame_count:368;timestamp_exact:false,363,351,375,12,uncertainty_policy=expanded_window;state_uncertainty=moderate_uncertainty;state_visibility=visible_main_observation;frame_count_ratio_audit_only_not_truth;no_exact_timestamp_metadata,oty2_p0_runtime_safe_object_temporal_alignment_no_sar_image_no_gt_no_selector
GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,181,bt_0098,GM_RM019_000181_001,,visible_main_observation,moderate_uncertainty,primary_track_with_uncertainty,use_with_uncertainty_expansion,frame_ratio_hypothesis,low,frame_index:181;optical_frame_count:368;timestamp_exact:false,377,365,389,12,uncertainty_policy=expanded_window;state_uncertainty=moderate_uncertainty;state_visibility=visible_main_observation;frame_count_ratio_audit_only_not_truth;no_exact_timestamp_metadata,oty2_p0_runtime_safe_object_temporal_alignment_no_sar_image_no_gt_no_selector
GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,182,bt_0098,GM_RM019_000182_001,,visible_main_observation,moderate_uncertainty,primary_track_with_uncertainty,use_with_uncertainty_expansion,frame_ratio_hypothesis,low,frame_index:182;optical_frame_count:368;timestamp_exact:false,379,367,391,12,uncertainty_policy=expanded_window;state_uncertainty=moderate_uncertainty;state_visibility=visible_main_observation;frame_count_ratio_audit_only_not_truth;no_exact_timestamp_metadata,oty2_p0_runtime_safe_object_temporal_alignment_no_sar_image_no_gt_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,118,bt_0001,GM_RM017_000118_001,,visible_main_observation,low_uncertainty,primary_track_high,use_as_primary_alignment_track,frame_ratio_hypothesis,medium,frame_index:118;optical_frame_count:368;timestamp_exact:false,246,242,250,4,uncertainty_policy=narrow_window;state_uncertainty=low_uncertainty;state_visibility=visible_main_observation;frame_count_ratio_audit_only_not_truth;no_exact_timestamp_metadata,oty2_p0_runtime_safe_object_temporal_alignment_no_sar_image_no_gt_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,119,bt_0001,GM_RM017_000119_001,,visible_main_observation,low_uncertainty,primary_track_high,use_as_primary_alignment_track,frame_ratio_hypothesis,medium,frame_index:119;optical_frame_count:368;timestamp_exact:false,248,244,252,4,uncertainty_policy=narrow_window;state_uncertainty=low_uncertainty;state_visibility=visible_main_observation;frame_count_ratio_audit_only_not_truth;no_exact_timestamp_metadata,oty2_p0_runtime_safe_object_temporal_alignment_no_sar_image_no_gt_no_selector
