core_subgraph_id,sar_frame,atom_id,candidate_role,membership_decision,membership_evidence_type,best_relation_to_core,all_valid_relations_to_core,boundary_distance_to_core_px,centroid_distance_to_core_px,bbox_blank_ratio_if_included,decision_reason_cn
R21C00001,27,R21A00002,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00001:unresolved_local_response:accepted_local_relation,R21A00001:unresolved_local_response:accepted_local_relation,6,57.819123,0.90183,仅空间接近，不能自动纳入确定框。
R21C00001,27,R21A00003,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,39.274038,0.869815,仅空间接近，不能自动纳入确定框。
R21C00001,27,R21A00004,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,18,114.785521,0.896836,仅空间接近，不能自动纳入确定框。
R21C00001,27,R21A00005,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,18,105.077684,0.916101,仅空间接近，不能自动纳入确定框。
R21C00002,27,R21A00001,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00002:unresolved_local_response:accepted_local_relation,R21A00002:unresolved_local_response:accepted_local_relation,6,57.819123,0.90183,仅空间接近，不能自动纳入确定框。
R21C00002,27,R21A00003,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00002:unresolved_local_response:ambiguous_relation,R21A00002:unresolved_local_response:ambiguous_relation,60,89.872918,0.956209,仅空间接近，不能自动纳入确定框。
R21C00002,27,R21A00004,isolated_small_atom,exclude_from_bbox,exclude_excessive_bbox_expansion,none,,106.150836,143.838155,0.985862,纳入后会造成大面积无响应空白。
R21C00002,27,R21A00005,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,54,89.13849,0.927997,仅空间接近，不能自动纳入确定框。
R21C00003,27,R21A00001,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,39.274038,0.869815,仅空间接近，不能自动纳入确定框。
R21C00003,27,R21A00002,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00003:unresolved_local_response:ambiguous_relation,R21A00003:unresolved_local_response:ambiguous_relation,60,89.872918,0.956209,仅空间接近，不能自动纳入确定框。
R21C00003,27,R21A00004,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,66,81.472623,0.9439,仅空间接近，不能自动纳入确定框。
R21C00003,27,R21A00005,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,83.354664,103.332363,0.987305,仅空间接近，不能自动纳入确定框。
R21C00004,27,R21A00001,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,18,114.785521,0.896836,仅空间接近，不能自动纳入确定框。
R21C00004,27,R21A00002,body_core_candidate,exclude_from_bbox,exclude_excessive_bbox_expansion,none,,106.150836,143.838155,0.985862,纳入后会造成大面积无响应空白。
R21C00004,27,R21A00003,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,66,81.472623,0.9439,仅空间接近，不能自动纳入确定框。
R21C00004,27,R21A00005,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,84.852814,93.870792,0.991285,仅空间接近，不能自动纳入确定框。
R21C00005,27,R21A00001,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,18,105.077684,0.916101,仅空间接近，不能自动纳入确定框。
R21C00005,27,R21A00002,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,54,89.13849,0.927997,仅空间接近，不能自动纳入确定框。
R21C00005,27,R21A00003,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,83.354664,103.332363,0.987305,仅空间接近，不能自动纳入确定框。
R21C00005,27,R21A00004,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,84.852814,93.870792,0.991285,仅空间接近，不能自动纳入确定框。
R21C00006,27,R21A00003,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00002:unresolved_local_response:ambiguous_relation,R21A00002:unresolved_local_response:ambiguous_relation,0,39.274038,0.896209,仅空间接近，不能自动纳入确定框。
R21C00006,27,R21A00004,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,18,114.785521,0.917266,仅空间接近，不能自动纳入确定框。
R21C00006,27,R21A00005,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,89.13849,0.904663,仅空间接近，不能自动纳入确定框。
R21C00007,28,R21A00007,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00006:unresolved_local_response:accepted_local_relation,R21A00006:unresolved_local_response:accepted_local_relation,0,59.370617,0.907554,仅空间接近，不能自动纳入确定框。
R21C00007,28,R21A00008,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,36.19925,0.879095,仅空间接近，不能自动纳入确定框。
R21C00007,28,R21A00009,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,12,111.585455,0.905989,仅空间接近，不能自动纳入确定框。
R21C00008,28,R21A00006,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00007:unresolved_local_response:accepted_local_relation,R21A00007:unresolved_local_response:accepted_local_relation,0,59.370617,0.907554,仅空间接近，不能自动纳入确定框。
R21C00008,28,R21A00008,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00007:unresolved_local_response:ambiguous_relation,R21A00007:unresolved_local_response:ambiguous_relation,54,89.964031,0.948158,仅空间接近，不能自动纳入确定框。
R21C00008,28,R21A00009,isolated_small_atom,exclude_from_bbox,exclude_excessive_bbox_expansion,none,,93.722996,143.505464,0.982979,纳入后会造成大面积无响应空白。
R21C00009,28,R21A00006,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,36.19925,0.879095,仅空间接近，不能自动纳入确定框。
R21C00009,28,R21A00007,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00008:unresolved_local_response:ambiguous_relation,R21A00008:unresolved_local_response:ambiguous_relation,54,89.964031,0.948158,仅空间接近，不能自动纳入确定框。
R21C00009,28,R21A00009,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,60,81.785093,0.929527,仅空间接近，不能自动纳入确定框。
R21C00010,28,R21A00006,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,12,111.585455,0.905989,仅空间接近，不能自动纳入确定框。
R21C00010,28,R21A00007,body_core_candidate,exclude_from_bbox,exclude_excessive_bbox_expansion,none,,93.722996,143.505464,0.982979,纳入后会造成大面积无响应空白。
R21C00010,28,R21A00008,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,60,81.785093,0.929527,仅空间接近，不能自动纳入确定框。
R21C00011,28,R21A00008,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00007:unresolved_local_response:ambiguous_relation,R21A00007:unresolved_local_response:ambiguous_relation,0,36.19925,0.900138,仅空间接近，不能自动纳入确定框。
R21C00011,28,R21A00009,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,12,111.585455,0.921463,仅空间接近，不能自动纳入确定框。
R21C00012,29,R21A00011,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00010:unresolved_local_response:accepted_local_relation,R21A00010:unresolved_local_response:accepted_local_relation,6,58.612264,0.914327,仅空间接近，不能自动纳入确定框。
R21C00012,29,R21A00012,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,36.240795,0.872828,仅空间接近，不能自动纳入确定框。
R21C00013,29,R21A00010,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00011:unresolved_local_response:accepted_local_relation,R21A00011:unresolved_local_response:accepted_local_relation,6,58.612264,0.914327,仅空间接近，不能自动纳入确定框。
R21C00013,29,R21A00012,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00011:unresolved_local_response:ambiguous_relation,R21A00011:unresolved_local_response:ambiguous_relation,54,90.725827,0.945242,仅空间接近，不能自动纳入确定框。
R21C00014,29,R21A00010,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,36.240795,0.872828,仅空间接近，不能自动纳入确定框。
R21C00014,29,R21A00011,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00012:unresolved_local_response:ambiguous_relation,R21A00012:unresolved_local_response:ambiguous_relation,54,90.725827,0.945242,仅空间接近，不能自动纳入确定框。
R21C00015,29,R21A00012,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00011:unresolved_local_response:ambiguous_relation,R21A00011:unresolved_local_response:ambiguous_relation,0,36.240795,0.908304,仅空间接近，不能自动纳入确定框。
R21C00016,30,R21A00014,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00013:unresolved_local_response:accepted_local_relation,R21A00013:unresolved_local_response:accepted_local_relation,6,58.246622,0.917916,仅空间接近，不能自动纳入确定框。
R21C00016,30,R21A00015,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,37.985142,0.889825,仅空间接近，不能自动纳入确定框。
R21C00016,30,R21A00016,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00013:unresolved_local_response:accepted_local_relation,R21A00013:unresolved_local_response:accepted_local_relation,24,83.254447,0.935676,仅空间接近，不能自动纳入确定框。
R21C00016,30,R21A00017,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,24,103.320727,0.93586,仅空间接近，不能自动纳入确定框。
R21C00017,30,R21A00013,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00014:unresolved_local_response:accepted_local_relation,R21A00014:unresolved_local_response:accepted_local_relation,6,58.246622,0.917916,仅空间接近，不能自动纳入确定框。
R21C00017,30,R21A00015,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00014:unresolved_local_response:ambiguous_relation,R21A00014:unresolved_local_response:ambiguous_relation,54,91.178564,0.943348,仅空间接近，不能自动纳入确定框。
R21C00017,30,R21A00016,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00014:body_to_endpoint:accepted_local_relation,R21A00014:body_to_endpoint:accepted_local_relation,12,63.270686,0.896825,仅空间接近，不能自动纳入确定框。
R21C00017,30,R21A00017,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,42,89.708921,0.918056,仅空间接近，不能自动纳入确定框。
R21C00018,30,R21A00013,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,37.985142,0.889825,仅空间接近，不能自动纳入确定框。
R21C00018,30,R21A00014,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00015:unresolved_local_response:ambiguous_relation,R21A00015:unresolved_local_response:ambiguous_relation,54,91.178564,0.943348,仅空间接近，不能自动纳入确定框。
R21C00018,30,R21A00016,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,72.249567,92.995906,0.982682,仅空间接近，不能自动纳入确定框。
R21C00018,30,R21A00017,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,80.498447,104.888743,0.988367,仅空间接近，不能自动纳入确定框。
R21C00019,30,R21A00013,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00016:unresolved_local_response:accepted_local_relation,R21A00016:unresolved_local_response:accepted_local_relation,24,83.254447,0.935676,仅空间接近，不能自动纳入确定框。
R21C00019,30,R21A00014,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00016:body_to_endpoint:accepted_local_relation,R21A00016:body_to_endpoint:accepted_local_relation,12,63.270686,0.896825,仅空间接近，不能自动纳入确定框。
R21C00019,30,R21A00015,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,72.249567,92.995906,0.982682,仅空间接近，不能自动纳入确定框。
R21C00019,30,R21A00017,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,12,26.449439,0.935185,仅空间接近，不能自动纳入确定框。
R21C00020,30,R21A00013,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,24,103.320727,0.93586,仅空间接近，不能自动纳入确定框。
R21C00020,30,R21A00014,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,42,89.708921,0.918056,仅空间接近，不能自动纳入确定框。
R21C00020,30,R21A00015,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,80.498447,104.888743,0.988367,仅空间接近，不能自动纳入确定框。
R21C00020,30,R21A00016,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,12,26.449439,0.935185,仅空间接近，不能自动纳入确定框。
R21C00021,30,R21A00015,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00014:unresolved_local_response:ambiguous_relation,R21A00014:unresolved_local_response:ambiguous_relation,0,37.985142,0.913559,仅空间接近，不能自动纳入确定框。
R21C00021,30,R21A00016,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00013:unresolved_local_response:accepted_local_relation,R21A00013:unresolved_local_response:accepted_local_relation;R21A00014:body_to_endpoint:accepted_local_relation,0,63.270686,0.916405,仅空间接近，不能自动纳入确定框。
R21C00021,30,R21A00017,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,89.708921,0.91658,仅空间接近，不能自动纳入确定框。
R21C00022,30,R21A00014,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00013:unresolved_local_response:accepted_local_relation,R21A00013:unresolved_local_response:accepted_local_relation;R21A00016:body_to_endpoint:accepted_local_relation,0,58.246622,0.916405,仅空间接近，不能自动纳入确定框。
R21C00022,30,R21A00015,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,37.985142,0.931077,仅空间接近，不能自动纳入确定框。
R21C00022,30,R21A00017,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,26.449439,0.934265,仅空间接近，不能自动纳入确定框。
R21C00023,30,R21A00013,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00014:unresolved_local_response:accepted_local_relation,R21A00014:unresolved_local_response:accepted_local_relation;R21A00016:unresolved_local_response:accepted_local_relation,6,58.246622,0.916405,仅空间接近，不能自动纳入确定框。
R21C00023,30,R21A00015,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00014:unresolved_local_response:ambiguous_relation,R21A00014:unresolved_local_response:ambiguous_relation,54,91.178564,0.955135,仅空间接近，不能自动纳入确定框。
R21C00023,30,R21A00017,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,12,26.449439,0.912897,仅空间接近，不能自动纳入确定框。
R21C00024,31,R21A00019,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00018:unresolved_local_response:accepted_local_relation,R21A00018:unresolved_local_response:accepted_local_relation,0,53.971246,0.913384,仅空间接近，不能自动纳入确定框。
R21C00024,31,R21A00020,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00018:body_to_endpoint:accepted_local_relation,R21A00018:body_to_endpoint:accepted_local_relation,0,88.420115,0.914721,仅空间接近，不能自动纳入确定框。
R21C00024,31,R21A00021,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00018:body_to_endpoint:accepted_local_relation,R21A00018:body_to_endpoint:accepted_local_relation,0,63.554572,0.915185,仅空间接近，不能自动纳入确定框。
R21C00025,31,R21A00018,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00019:unresolved_local_response:accepted_local_relation,R21A00019:unresolved_local_response:accepted_local_relation,0,53.971246,0.913384,仅空间接近，不能自动纳入确定框。
R21C00025,31,R21A00020,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,83.57033,104.737664,0.98624,仅空间接近，不能自动纳入确定框。
R21C00025,31,R21A00021,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,72.249567,90.463434,0.979779,仅空间接近，不能自动纳入确定框。
R21C00026,31,R21A00018,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00020:body_to_endpoint:accepted_local_relation,R21A00020:body_to_endpoint:accepted_local_relation,0,88.420115,0.914721,仅空间接近，不能自动纳入确定框。
R21C00026,31,R21A00019,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,83.57033,104.737664,0.98624,仅空间接近，不能自动纳入确定框。
R21C00026,31,R21A00021,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00020:endpoint_to_endpoint:accepted_local_relation,R21A00020:endpoint_to_endpoint:accepted_local_relation,6,27.455983,0.924603,仅空间接近，不能自动纳入确定框。
R21C00027,31,R21A00018,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00021:body_to_endpoint:accepted_local_relation,R21A00021:body_to_endpoint:accepted_local_relation,0,63.554572,0.915185,仅空间接近，不能自动纳入确定框。
R21C00027,31,R21A00019,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,72.249567,90.463434,0.979779,仅空间接近，不能自动纳入确定框。
R21C00027,31,R21A00020,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00021:endpoint_to_endpoint:accepted_local_relation,R21A00021:endpoint_to_endpoint:accepted_local_relation,6,27.455983,0.924603,仅空间接近，不能自动纳入确定框。
R21C00028,31,R21A00020,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00018:body_to_endpoint:accepted_local_relation,R21A00018:body_to_endpoint:accepted_local_relation,0,88.420115,0.910945,仅空间接近，不能自动纳入确定框。
R21C00028,31,R21A00021,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00018:body_to_endpoint:accepted_local_relation,R21A00018:body_to_endpoint:accepted_local_relation,0,63.554572,0.911409,仅空间接近，不能自动纳入确定框。
R21C00029,31,R21A00019,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00018:unresolved_local_response:accepted_local_relation,R21A00018:unresolved_local_response:accepted_local_relation,0,53.971246,0.910945,仅空间接近，不能自动纳入确定框。
R21C00029,31,R21A00021,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00018:body_to_endpoint:accepted_local_relation,R21A00018:body_to_endpoint:accepted_local_relation;R21A00020:endpoint_to_endpoint:accepted_local_relation,0,27.455983,0.912745,仅空间接近，不能自动纳入确定框。
R21C00030,31,R21A00019,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00018:unresolved_local_response:accepted_local_relation,R21A00018:unresolved_local_response:accepted_local_relation,0,53.971246,0.911409,仅空间接近，不能自动纳入确定框。
R21C00030,31,R21A00020,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00018:body_to_endpoint:accepted_local_relation,R21A00018:body_to_endpoint:accepted_local_relation;R21A00021:endpoint_to_endpoint:accepted_local_relation,0,27.455983,0.912745,仅空间接近，不能自动纳入确定框。
R21C00031,31,R21A00018,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00019:unresolved_local_response:accepted_local_relation,R21A00019:unresolved_local_response:accepted_local_relation;R21A00020:body_to_endpoint:accepted_local_relation,0,53.971246,0.910945,仅空间接近，不能自动纳入确定框。
R21C00031,31,R21A00021,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00020:endpoint_to_endpoint:accepted_local_relation,R21A00020:endpoint_to_endpoint:accepted_local_relation,0,27.455983,0.981867,仅空间接近，不能自动纳入确定框。
R21C00032,32,R21A00023,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00022:unresolved_local_response:accepted_local_relation,R21A00022:unresolved_local_response:accepted_local_relation,6,55.857988,0.912719,仅空间接近，不能自动纳入确定框。
R21C00032,32,R21A00024,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00022:unresolved_local_response:accepted_local_relation,R21A00022:unresolved_local_response:accepted_local_relation,0,64.79141,0.898607,仅空间接近，不能自动纳入确定框。
R21C00032,32,R21A00025,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00022:body_to_endpoint:ambiguous_relation,R21A00022:body_to_endpoint:ambiguous_relation,42,91.629878,0.929459,仅空间接近，不能自动纳入确定框。
R21C00032,32,R21A00026,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00022:body_to_endpoint:accepted_local_relation,R21A00022:body_to_endpoint:accepted_local_relation,12,66.635265,0.915424,仅空间接近，不能自动纳入确定框。
R21C00032,32,R21A00027,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,30,80.879825,0.930373,仅空间接近，不能自动纳入确定框。
R21C00033,32,R21A00022,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00023:unresolved_local_response:accepted_local_relation,R21A00023:unresolved_local_response:accepted_local_relation,6,55.857988,0.912719,仅空间接近，不能自动纳入确定框。
R21C00033,32,R21A00024,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,12,41.393708,0.941358,仅空间接近，不能自动纳入确定框。
R21C00033,32,R21A00025,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00023:unresolved_local_response:ambiguous_relation,R21A00023:unresolved_local_response:ambiguous_relation,37.947332,61.837429,0.972222,仅空间接近，不能自动纳入确定框。
R21C00033,32,R21A00026,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00023:unresolved_local_response:accepted_local_relation,R21A00023:unresolved_local_response:accepted_local_relation,30,49.863065,0.940705,仅空间接近，不能自动纳入确定框。
R21C00033,32,R21A00027,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,25.05281,0.932639,仅空间接近，不能自动纳入确定框。
R21C00034,32,R21A00022,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00024:unresolved_local_response:accepted_local_relation,R21A00024:unresolved_local_response:accepted_local_relation,0,64.79141,0.898607,仅空间接近，不能自动纳入确定框。
R21C00034,32,R21A00023,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,12,41.393708,0.941358,仅空间接近，不能自动纳入确定框。
R21C00034,32,R21A00025,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,83.57033,103.163472,0.986392,仅空间接近，不能自动纳入确定框。
R21C00034,32,R21A00026,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,72,89.884507,0.977591,仅空间接近，不能自动纳入确定框。
R21C00034,32,R21A00027,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,25.455844,52.426488,0.970418,仅空间接近，不能自动纳入确定框。
R21C00035,32,R21A00022,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00025:body_to_endpoint:ambiguous_relation,R21A00025:body_to_endpoint:ambiguous_relation,42,91.629878,0.929459,仅空间接近，不能自动纳入确定框。
R21C00035,32,R21A00023,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00025:unresolved_local_response:ambiguous_relation,R21A00025:unresolved_local_response:ambiguous_relation,37.947332,61.837429,0.972222,仅空间接近，不能自动纳入确定框。
R21C00035,32,R21A00024,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,83.57033,103.163472,0.986392,仅空间接近，不能自动纳入确定框。
R21C00035,32,R21A00026,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00025:endpoint_to_endpoint:accepted_local_relation,R21A00025:endpoint_to_endpoint:accepted_local_relation,12,26.193704,0.925595,仅空间接近，不能自动纳入确定框。
R21C00035,32,R21A00027,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,48,60.168353,0.967415,仅空间接近，不能自动纳入确定框。
R21C00036,32,R21A00022,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00026:body_to_endpoint:accepted_local_relation,R21A00026:body_to_endpoint:accepted_local_relation,12,66.635265,0.915424,仅空间接近，不能自动纳入确定框。
R21C00036,32,R21A00023,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00026:unresolved_local_response:accepted_local_relation,R21A00026:unresolved_local_response:accepted_local_relation,30,49.863065,0.940705,仅空间接近，不能自动纳入确定框。
R21C00036,32,R21A00024,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,72,89.884507,0.977591,仅空间接近，不能自动纳入确定框。
R21C00036,32,R21A00025,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00026:endpoint_to_endpoint:accepted_local_relation,R21A00026:endpoint_to_endpoint:accepted_local_relation,12,26.193704,0.925595,仅空间接近，不能自动纳入确定框。
R21C00036,32,R21A00027,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,42,59.075762,0.980159,仅空间接近，不能自动纳入确定框。
R21C00037,32,R21A00022,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,30,80.879825,0.930373,仅空间接近，不能自动纳入确定框。
R21C00037,32,R21A00023,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,25.05281,0.932639,仅空间接近，不能自动纳入确定框。
R21C00037,32,R21A00024,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,25.455844,52.426488,0.970418,仅空间接近，不能自动纳入确定框。
