object_id,object_type,sar_frame,gt_instance_id,gt_pair_id,iou,gt_coverage,prediction_purity,center_distance_px,evaluation_scope,source_conditioned_gt_instance
R21B00001,local_response_unit,27,315,WGV35A_PAIR_0203,0,0,0,186.898487,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=non_vehicle_pair;identity=blocked
R21B00001,local_response_unit,27,316,WGV35A_PAIR_0204,0.212174,0.318877,0.388031,59.914333,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00002,local_response_unit,27,315,WGV35A_PAIR_0203,0,0,0,180.203389,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=non_vehicle_pair;identity=blocked
R21B00002,local_response_unit,27,316,WGV35A_PAIR_0204,0.087657,0.087657,1,58.861926,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00003,local_response_unit,27,315,WGV35A_PAIR_0203,0,0,0,206.19365,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=non_vehicle_pair;identity=blocked
R21B00003,local_response_unit,27,316,WGV35A_PAIR_0204,0,0,0,71.495792,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00004,local_response_unit,27,315,WGV35A_PAIR_0203,0,0,0,289.677823,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=non_vehicle_pair;identity=blocked
R21B00004,local_response_unit,27,316,WGV35A_PAIR_0204,0,0,0,86.858968,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00005,local_response_unit,27,315,WGV35A_PAIR_0203,0,0,0,263.99623,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=non_vehicle_pair;identity=blocked
R21B00005,local_response_unit,27,316,WGV35A_PAIR_0204,0.010957,0.010957,1,36.147231,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00006,local_response_unit,27,315,WGV35A_PAIR_0203,0,0,0,185.930644,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=non_vehicle_pair;identity=blocked
R21B00006,local_response_unit,27,316,WGV35A_PAIR_0204,0.37495,0.590177,0.506941,52.067815,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00024,local_response_unit,31,317,WGV35A_PAIR_0205,0.370122,0.683351,0.446741,47.379774,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00025,local_response_unit,31,317,WGV35A_PAIR_0205,0,0,0,71.024077,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00026,local_response_unit,31,317,WGV35A_PAIR_0205,0.023436,0.023559,0.818278,35.512286,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00027,local_response_unit,31,317,WGV35A_PAIR_0205,0.028791,0.028791,1,22.788034,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00028,local_response_unit,31,317,WGV35A_PAIR_0205,0.370122,0.683351,0.446741,47.379774,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00029,local_response_unit,31,317,WGV35A_PAIR_0205,0.370122,0.683351,0.446741,47.379774,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00030,local_response_unit,31,317,WGV35A_PAIR_0205,0.370122,0.683351,0.446741,47.379774,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00031,local_response_unit,31,317,WGV35A_PAIR_0205,0.350894,0.439231,0.635667,17.446934,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00069,local_response_unit,77,319,WGV35A_PAIR_0206,0,0,0,86.150623,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00070,local_response_unit,77,319,WGV35A_PAIR_0206,0.20521,0.286556,0.419579,75.570046,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00071,local_response_unit,77,319,WGV35A_PAIR_0206,0.041728,0.041781,0.970667,41.55697,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00072,local_response_unit,77,319,WGV35A_PAIR_0206,0.032281,0.033425,0.485333,37.687555,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00073,local_response_unit,77,319,WGV35A_PAIR_0206,0,0,0,71.660001,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00074,local_response_unit,77,319,WGV35A_PAIR_0206,0.06887,0.06887,1,48.921609,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00075,local_response_unit,77,319,WGV35A_PAIR_0206,0.261751,0.481287,0.36461,63.333891,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00076,local_response_unit,77,319,WGV35A_PAIR_0206,0.080876,0.113473,0.219686,78.485577,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00100,local_response_unit,81,320,WGV35A_PAIR_0207,0.303431,0.307572,0.957517,48.901298,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00101,local_response_unit,81,320,WGV35A_PAIR_0207,0,0,0,80.282644,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00102,local_response_unit,81,320,WGV35A_PAIR_0207,0.007382,0.008034,0.08337,94.742598,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00103,local_response_unit,81,320,WGV35A_PAIR_0207,0.026467,0.026613,0.8285,39.389414,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00104,local_response_unit,81,320,WGV35A_PAIR_0207,0.270386,0.356409,0.528359,62.03449,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00105,local_response_unit,212,323,WGV35A_PAIR_0208,0.474353,0.815332,0.531451,36.461343,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00106,local_response_unit,212,323,WGV35A_PAIR_0208,0.041526,0.041526,1,21.674226,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21B00107,local_response_unit,212,323,WGV35A_PAIR_0208,0.474353,0.815332,0.531451,36.461343,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
