scene_id,frame_id,source_detection_id,bank_detection_id,bank_source,all_candidate_table_available,candidate_role,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_cx,bbox_cy,bbox_w,bbox_h,x_bin,selected_candidate_node_ids,selected_display_status,selected_risk_tags,linked_target_family_ids,not_final_box_flag,not_SAR_ready_flag,note
GM_RM011,0,GM_RM011_000000_001,GM_RM011_000000_GM_RM011_000000_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.9155071377754211,4.132,292.040,493.018,597.389,248.575,444.714,488.886,305.349,left,GM_RM011_Y26N001,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,GM_RM011_WGV12TF001,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,0,GM_RM011_000000_002,GM_RM011_000000_GM_RM011_000000_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.8481003642082214,711.966,318.575,799.695,507.148,755.831,412.862,87.730,188.573,right,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,1,GM_RM011_000001_001,GM_RM011_000001_GM_RM011_000001_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.9141520261764526,3.125,289.141,505.305,597.294,254.215,443.217,502.180,308.152,left,GM_RM011_Y26N001,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,GM_RM011_WGV12TF001,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,1,GM_RM011_000001_002,GM_RM011_000001_GM_RM011_000001_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.8452680110931396,735.623,337.140,799.701,501.566,767.662,419.353,64.078,164.427,right,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,2,GM_RM011_000002_001,GM_RM011_000002_GM_RM011_000002_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.9334611296653748,3.295,279.753,519.276,596.977,261.286,438.365,515.982,317.223,left,GM_RM011_Y26N001,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,GM_RM011_WGV12TF001,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,2,GM_RM011_000002_002,GM_RM011_000002_GM_RM011_000002_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.8078259825706482,744.735,338.461,799.704,484.250,772.220,411.356,54.968,145.789,right,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,3,GM_RM011_000003_001,GM_RM011_000003_GM_RM011_000003_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.9226804375648499,2.344,242.918,525.607,597.111,263.976,420.014,523.263,354.193,left,GM_RM011_Y26N001,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,GM_RM011_WGV12TF001,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,3,GM_RM011_000003_002,GM_RM011_000003_GM_RM011_000003_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.8486371636390686,735.832,299.045,799.700,434.540,767.766,366.793,63.869,135.495,right,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,4,GM_RM011_000004_001,GM_RM011_000004_GM_RM011_000004_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.8895530700683594,3.366,199.798,559.398,594.920,281.382,397.359,556.032,395.123,mid,GM_RM011_Y26N001,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,GM_RM011_WGV12TF001,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,4,GM_RM011_000004_002,GM_RM011_000004_GM_RM011_000004_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.7465852499008179,740.317,261.573,799.713,413.463,770.015,337.518,59.396,151.891,right,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,5,GM_RM011_000005_001,GM_RM011_000005_GM_RM011_000005_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.8341870307922363,7.923,233.077,580.078,595.423,294.000,414.250,572.155,362.347,mid,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,5,GM_RM011_000005_002,GM_RM011_000005_GM_RM011_000005_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.5330034494400024,761.942,309.292,799.792,399.685,780.867,354.489,37.850,90.392,right,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,6,GM_RM011_000006_001,GM_RM011_000006_GM_RM011_000006_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.8171942234039307,14.002,265.071,602.215,597.379,308.109,431.225,588.213,332.309,mid,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,7,GM_RM011_000007_001,GM_RM011_000007_GM_RM011_000007_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.7095097899436951,3.265,308.796,581.527,598.024,292.396,453.410,578.263,289.228,mid,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,8,GM_RM011_000008_001,GM_RM011_000008_GM_RM011_000008_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.8705759644508362,9.065,309.388,604.393,597.619,306.729,453.504,595.328,288.231,mid,GM_RM011_Y26N002,diagnostic_body_candidate_review,large_lower_vehicle_body_proxy,GM_RM011_WGV12TF002,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,9,GM_RM011_000009_001,GM_RM011_000009_GM_RM011_000009_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.8443307876586914,8.623,306.670,603.278,597.894,305.950,452.282,594.655,291.224,mid,GM_RM011_Y26N002,diagnostic_body_candidate_review,large_lower_vehicle_body_proxy;multi_box_competition,GM_RM011_WGV12TF002,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,9,GM_RM011_000009_002,GM_RM011_000009_GM_RM011_000009_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.5353409051895142,171.231,306.070,774.824,595.842,473.028,450.956,603.593,289.772,mid,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,9,GM_RM011_000009_003,GM_RM011_000009_GM_RM011_000009_003_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.272197961807251,43.690,306.410,653.047,597.628,348.368,452.019,609.357,291.219,mid,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,10,GM_RM011_000010_001,GM_RM011_000010_GM_RM011_000010_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.8082367777824402,194.812,283.987,785.550,596.387,490.181,440.187,590.738,312.400,mid,GM_RM011_Y26N002,diagnostic_body_candidate_review,large_lower_vehicle_body_proxy;multi_box_competition,GM_RM011_WGV12TF003,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,10,GM_RM011_000010_002,GM_RM011_000010_GM_RM011_000010_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.615022599697113,39.757,289.333,650.536,597.693,345.147,443.513,610.779,308.360,mid,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,11,GM_RM011_000011_001,GM_RM011_000011_GM_RM011_000011_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.7268415689468384,220.837,243.670,793.973,596.883,507.405,420.277,573.136,353.213,mid,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,11,GM_RM011_000011_002,GM_RM011_000011_GM_RM011_000011_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.6298450827598572,67.034,239.828,675.419,598.705,371.226,419.266,608.385,358.877,mid,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,12,GM_RM011_000012_001,GM_RM011_000012_GM_RM011_000012_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.6629859209060669,118.625,236.026,729.059,598.625,423.842,417.326,610.434,362.599,mid,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,12,GM_RM011_000012_002,GM_RM011_000012_GM_RM011_000012_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.6132363080978394,197.496,232.907,785.860,595.526,491.678,414.216,588.364,362.619,mid,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,13,GM_RM011_000013_001,GM_RM011_000013_GM_RM011_000013_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.7906695604324341,169.602,253.026,772.916,597.579,471.259,425.303,603.313,344.553,mid,GM_RM011_Y26N003,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,GM_RM011_WGV12TF004,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,13,GM_RM011_000013_002,GM_RM011_000013_GM_RM011_000013_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.6044185757637024,219.792,252.564,794.310,597.805,507.051,425.185,574.518,345.242,mid,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,13,GM_RM011_000013_003,GM_RM011_000013_GM_RM011_000013_003_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.49022990465164185,22.715,253.859,625.388,597.457,324.052,425.658,602.672,343.598,mid,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,14,GM_RM011_000014_001,GM_RM011_000014_GM_RM011_000014_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.8607811331748962,216.216,263.124,795.807,597.319,506.011,430.222,579.591,334.194,mid,GM_RM011_Y26N003,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,GM_RM011_WGV12TF004,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,14,GM_RM011_000014_002,GM_RM011_000014_GM_RM011_000014_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.8599028587341309,84.443,273.314,703.473,598.141,393.958,435.728,619.030,324.827,mid,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,15,GM_RM011_000015_001,GM_RM011_000015_GM_RM011_000015_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.8179120421409607,234.055,276.684,796.445,596.129,515.250,436.407,562.391,319.445,mid,GM_RM011_Y26N003,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,GM_RM011_WGV12TF004,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,15,GM_RM011_000015_002,GM_RM011_000015_GM_RM011_000015_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.7311640977859497,111.082,277.226,730.133,597.142,420.607,437.184,619.052,319.916,mid,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,15,GM_RM011_000015_003,GM_RM011_000015_GM_RM011_000015_003_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.6264947056770325,194.421,280.511,787.198,596.941,490.809,438.726,592.777,316.430,mid,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,16,GM_RM011_000016_001,GM_RM011_000016_GM_RM011_000016_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.8492943644523621,242.751,288.467,795.159,596.521,518.955,442.494,552.409,308.054,mid,GM_RM011_Y26N003,diagnostic_body_candidate,large_lower_vehicle_body_proxy,GM_RM011_WGV12TF004,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,17,GM_RM011_000017_001,GM_RM011_000017_GM_RM011_000017_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.7421042919158936,201.261,298.040,783.438,597.029,492.349,447.535,582.176,298.989,mid,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,17,GM_RM011_000017_002,GM_RM011_000017_GM_RM011_000017_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.4617502689361572,266.686,302.174,795.759,596.474,531.222,449.324,529.072,294.300,mid,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
