rotation_relative_to_gt_deg,region_count,mean_energy_mean,mean_energy_median,mean_energy_p90,total_energy_mean,total_energy_median,total_energy_p90,high_energy_pixel_fraction_mean,high_energy_pixel_fraction_median,high_energy_pixel_fraction_p90,response_occupancy_ratio_mean,response_occupancy_ratio_median,response_occupancy_ratio_p90,range_energy90_width_px_mean,range_energy90_width_px_median,range_energy90_width_px_p90,azimuth_energy90_width_px_mean,azimuth_energy90_width_px_median,azimuth_energy90_width_px_p90,inside_gt_energy_fraction_mean,inside_gt_energy_fraction_median,inside_gt_energy_fraction_p90,mask_contact_ratio_mean,mask_contact_ratio_median,mask_contact_ratio_p90,component_count_mean,component_count_median,component_count_p90,abs_principal_axis_minus_gt_storage_mean_deg,interpretation
-90,72,46.849374,48.397745,53.249037,595110.055556,604195,705917.8,0.127211,0.121161,0.204888,0.127211,0.121161,0.204888,89.430568,89.538517,102.512591,73.434206,71.797135,80.072694,0.48227,0.481552,0.527207,0,0,0,269.333333,268,343.6,90.163726,GT orientation unavailable; curve is image-axis perturbation only
-60,72,47.358592,48.657442,53.493677,598072.041667,603395.5,710276.9,0.142196,0.136624,0.229125,0.142196,0.136624,0.229125,74.565405,70.919352,98.166004,97.292699,98.098682,117.777361,0.552156,0.553246,0.596387,0,0,0,273.055556,270.5,341.7,141.469866,GT orientation unavailable; curve is image-axis perturbation only
-45,72,47.947021,49.026718,54.024955,605260.236111,614989.5,708206.5,0.160594,0.161156,0.250122,0.160594,0.161156,0.250122,67.825954,62.379082,94.778387,111.629573,113.249154,126.520413,0.655466,0.657289,0.696845,0,0,0,282.347222,278.5,349.9,153.737814,GT orientation unavailable; curve is image-axis perturbation only
-30,72,48.55517,49.79657,54.602185,611299.027778,620077,722560.1,0.179737,0.187862,0.266463,0.179737,0.187862,0.266463,64.590545,59.226674,91.226741,123.434547,126.326705,131.663126,0.758557,0.759165,0.783809,0,0,0,291.305556,291,364.8,162.17416,GT orientation unavailable; curve is image-axis perturbation only
-15,72,49.706885,51.088533,56.022425,624762.819444,633752,730124.7,0.212533,0.223832,0.293396,0.212533,0.223832,0.293396,66.390925,62.641408,84.553435,130.558509,131.168171,141.148397,0.862829,0.863129,0.875304,0,0,0,292.375,294.5,380.4,171.109393,GT orientation unavailable; curve is image-axis perturbation only
0,72,50.413749,51.595486,56.772073,640109.138889,650969,748284.6,0.232545,0.247458,0.306178,0.232545,0.247458,0.306178,67.558378,63.887321,85.652046,132.188002,130.561313,152.921735,0.98311,0.983191,0.984291,0,0,0,291.638889,287.5,382.7,177.511364,GT orientation unavailable; curve is image-axis perturbation only
15,72,49.524925,50.415714,56.00618,622324.486111,627322.5,732049.1,0.206686,0.216726,0.26829,0.206686,0.216726,0.26829,67.820643,62.870371,88.83006,122.539384,124.371179,154.896819,0.863151,0.862788,0.875865,0,0,0,297.791667,291.5,396.4,173.908852,GT orientation unavailable; curve is image-axis perturbation only
30,72,48.77324,49.617424,55.152866,613784.194444,616503,723045.8,0.183526,0.185121,0.238445,0.183526,0.185121,0.238445,70.462926,66.533698,95.050352,108.410521,99.545712,152.643,0.759933,0.760293,0.783837,0,0,0,292.277778,293.5,382.8,164.986498,GT orientation unavailable; curve is image-axis perturbation only
45,72,48.208373,49.356552,54.664829,608467.888889,611509.5,718995.2,0.165508,0.16594,0.230206,0.165508,0.16594,0.230206,77.895,76.057721,100.237631,96.769299,87.695656,144.482429,0.657301,0.655436,0.699617,0,0,0,282.319444,285,379.7,152.713167,GT orientation unavailable; curve is image-axis perturbation only
60,72,47.443424,48.867624,53.834216,599152.652778,602507,711722.2,0.14337,0.138578,0.210772,0.14337,0.138578,0.210772,85.319176,82.029308,105.412396,79.458315,76.005497,105.168638,0.553585,0.555605,0.599145,0,0,0,276.125,273,352.8,114.951975,GT orientation unavailable; curve is image-axis perturbation only
90,72,46.849374,48.397745,53.249037,595110.055556,604195,705917.8,0.127211,0.121161,0.204888,0.127211,0.121161,0.204888,89.430568,89.538517,102.512591,73.434206,71.797135,80.072694,0.48227,0.481552,0.527207,0,0,0,269.333333,268,343.6,90.163726,GT orientation unavailable; curve is image-axis perturbation only
