scene,source_kind,source_path,source_exists,source_status,frame_count,frame_index_min,frame_index_max,has_per_frame_timestamp,timestamp_field_names,timestamp_count,timestamp_parse_status,has_scene_start_time,has_scene_end_time,has_fps,fps_value,has_timebase,timebase_value,has_manual_anchor,manual_anchor_count,metadata_strength,blockers,notes
GM_RM011,depth_frame_inventory,D:\profile\research\data\GM_RM011\GM_RM011_depth,true,directory_metadata_only,737,0,367,false,,0,numeric_filename_order_only,false,false,false,,false,,false,,weak_frame_inventory_only,no_documented_per_frame_timestamp;no_scene_start_end_or_fps;filesystem_mtime_not_acquisition_truth,filename_numeric_order_is_frame_index_only;filesystem_mtime_weak_not_acquisition_truth;mtime_sample=2025-12-24T11:03:46;2025-12-24T11:03:26
GM_RM011,known_acquisition_fps_scale,user_declared_oty2_p1_parameters,true,known_scale_metadata_with_software_sync_zero_offset,,,,false,,,not_per_frame_timestamp_truth,false,false,true,optical_fps=24;sar_fps=50;sar_per_optical_scale=2.083333,false,,false,0,known_fps_scale_with_software_sync_zero_offset,not_timestamp_exact;not_hardware_synchronization;millisecond_sync_jitter_margin_required,known_acquisition_fps_is_scale_metadata_not_per_frame_timestamp_truth;sync_mode=software_sync_zero_offset_assumption;offset_seconds=0;software_sync_jitter_ms=20;software_sync_not_hardware_exact_sync
GM_RM011,local_sidecar_temporal_metadata_file,D:\profile\research\data\GM_RM011\GM_RM011_depth\fail_GM_RM011.txt,true,text_unreadable_or_empty,,,,false,,0,no_timestamp_fields,false,false,false,,false,,false,0,no_temporal_metadata_found,missing_parseable_per_frame_timestamp;missing_scene_start_end_or_fps;missing_common_timebase;missing_declared_manual_anchor,documentation keyword scan only
GM_RM011,manifest_ot0_stream_manifest,manifests\ot0_stream_manifest.csv,true,manifest_metadata_scan,1,0,0,false,optional_runtime_detection_table,0,no_timestamp_fields,false,false,false,,false,,false,0,weak_manifest_frame_inventory,manifest_has_no_real_timestamp_fields,rows_for_scene=1
GM_RM011,manifest_oty0_yolo_manifest,manifests\oty0_yolo_manifest.csv,true,manifest_metadata_scan,1,0,367,false,,0,no_timestamp_fields,false,false,false,,false,,false,0,weak_manifest_frame_inventory,manifest_has_no_real_timestamp_fields,rows_for_scene=1
GM_RM011,manifest_v0_1_sample_manifest,manifests\v0_1_sample_manifest.csv,true,manifest_metadata_scan,4,0,88,false,no_optical_runtime_prior,4,timestamp_fields_present_unparseable_or_partial,false,false,false,,false,,false,0,weak_manifest_frame_inventory,manifest_has_no_real_timestamp_fields,rows_for_scene=4
GM_RM011,manifest_v0_sample_manifest,manifests\v0_sample_manifest.csv,true,manifest_metadata_scan,1,0,0,false,,0,no_timestamp_fields,false,false,false,,false,,true,1,weak_manual_or_sample_manifest,manifest_has_no_real_timestamp_fields;manifest_pairs_are_sample_or_visual_context_not_declared_temporal_anchors,rows_for_scene=1
GM_RM011,optical_frame_inventory,D:\profile\research\data\GM_RM011\GM_RM011_frames,true,directory_metadata_only,368,0,367,false,,0,numeric_filename_order_only,false,false,false,,false,,false,,weak_frame_inventory_only,no_documented_per_frame_timestamp;no_scene_start_end_or_fps;filesystem_mtime_not_acquisition_truth,filename_numeric_order_is_frame_index_only;filesystem_mtime_weak_not_acquisition_truth;mtime_sample=2025-11-30T21:21:37;2025-11-30T21:21:54
GM_RM011,oty_yolo_alignment_fields,configs\oty_yolo_stream_config.yaml,true,declared_metadata_scan,,,,false,,0,no_timestamp_fields,false,false,false,,false,,false,0,config_present_no_strong_temporal_metadata,no_declared_timestamp_fields;no_declared_fps_or_frame_period;no_declared_timebase;no_declared_manual_anchor;alignment_declared_unknown,alignment_unknown=true
GM_RM011,oty_yolo_scene_fields,configs\oty_yolo_stream_config.yaml,true,declared_metadata_scan,,,,false,,0,no_timestamp_fields,false,false,false,,false,,false,0,config_present_no_strong_temporal_metadata,no_declared_timestamp_fields;no_declared_fps_or_frame_period;no_declared_timebase;no_declared_manual_anchor,
GM_RM011,repo_doc_temporal_metadata_scan,docs\algorithm_notes.md,true,text_metadata_scan,,,,false,,0,no_timestamp_fields,false,false,false,,false,,false,0,no_temporal_metadata_found,missing_parseable_per_frame_timestamp;missing_scene_start_end_or_fps;missing_common_timebase;missing_declared_manual_anchor,documentation keyword scan only
GM_RM011,repo_doc_temporal_metadata_scan,docs\archive\README.md,true,text_metadata_scan,,,,false,,0,no_timestamp_fields,false,false,false,,false,,false,0,no_temporal_metadata_found,missing_parseable_per_frame_timestamp;missing_scene_start_end_or_fps;missing_common_timebase;missing_declared_manual_anchor,documentation keyword scan only
