visual_id,sar_frame,diagnostic_png,review_requirement,opened_for_review,review_observation_cn,current_factor_status,commit_policy
structure_contact_sheet,,outputs\wgv3_6b_e0_r3_gm017_structured_continuity_20260712\visual_review\_structure_contact_sheet.png,A类锚点、滑动、分量和同角/异角样本接触表,true,已实际打开 E0-R3 结构接触表和区间审阅图；可见 GT 只作事后参考，高能质心、峰值、匿名分量和 body-axis proxy 已叠加显示。,HIGH_ENERGY_SLIDING_STATUS=SUPPORTED;DYNAMIC_INTERVAL_CONTRACTION_STATUS=SUPPORTED;E0_R3_TOTAL_STATUS=E0_R3_PARTIAL,PNG files remain ignored under outputs/; CSV manifest is committed.
dynamic_interval_contraction_success,381,outputs\wgv3_6b_e0_r3_gm017_structured_continuity_20260712\visual_review\dynamic_interval_contraction_success_sar000381.png,"Static wide, causal contracted",true,已实际打开 E0-R3 结构接触表和区间审阅图；可见 GT 只作事后参考，高能质心、峰值、匿名分量和 body-axis proxy 已叠加显示。,HIGH_ENERGY_SLIDING_STATUS=SUPPORTED;DYNAMIC_INTERVAL_CONTRACTION_STATUS=SUPPORTED;E0_R3_TOTAL_STATUS=E0_R3_PARTIAL,PNG files remain ignored under outputs/; CSV manifest is committed.
dynamic_interval_contraction_failure_or_limit,375,outputs\wgv3_6b_e0_r3_gm017_structured_continuity_20260712\visual_review\dynamic_interval_contraction_failure_or_limit_sar000375.png,Dynamic contraction weak or limited,true,已实际打开 E0-R3 结构接触表和区间审阅图；可见 GT 只作事后参考，高能质心、峰值、匿名分量和 body-axis proxy 已叠加显示。,HIGH_ENERGY_SLIDING_STATUS=SUPPORTED;DYNAMIC_INTERVAL_CONTRACTION_STATUS=SUPPORTED;E0_R3_TOTAL_STATUS=E0_R3_PARTIAL,PNG files remain ignored under outputs/; CSV manifest is committed.
a_complete_anchor_timeline_end_sar000360,,outputs\wgv3_6b_e0_r3_gm017_structured_continuity_20260712\visual_review\a_complete_anchor_timeline_end_sar000360.png,结构化 SAR 局部图,true,已实际打开 E0-R3 结构接触表和区间审阅图；可见 GT 只作事后参考，高能质心、峰值、匿名分量和 body-axis proxy 已叠加显示。,HIGH_ENERGY_SLIDING_STATUS=SUPPORTED;DYNAMIC_INTERVAL_CONTRACTION_STATUS=SUPPORTED;E0_R3_TOTAL_STATUS=E0_R3_PARTIAL,PNG files remain ignored under outputs/; CSV manifest is committed.
a_complete_anchor_timeline_start_sar000315,,outputs\wgv3_6b_e0_r3_gm017_structured_continuity_20260712\visual_review\a_complete_anchor_timeline_start_sar000315.png,结构化 SAR 局部图,true,已实际打开 E0-R3 结构接触表和区间审阅图；可见 GT 只作事后参考，高能质心、峰值、匿名分量和 body-axis proxy 已叠加显示。,HIGH_ENERGY_SLIDING_STATUS=SUPPORTED;DYNAMIC_INTERVAL_CONTRACTION_STATUS=SUPPORTED;E0_R3_TOTAL_STATUS=E0_R3_PARTIAL,PNG files remain ignored under outputs/; CSV manifest is committed.
a_to_b_mask_transition_reserved_sar000361,,outputs\wgv3_6b_e0_r3_gm017_structured_continuity_20260712\visual_review\a_to_b_mask_transition_reserved_sar000361.png,结构化 SAR 局部图,true,已实际打开 E0-R3 结构接触表和区间审阅图；可见 GT 只作事后参考，高能质心、峰值、匿名分量和 body-axis proxy 已叠加显示。,HIGH_ENERGY_SLIDING_STATUS=SUPPORTED;DYNAMIC_INTERVAL_CONTRACTION_STATUS=SUPPORTED;E0_R3_TOTAL_STATUS=E0_R3_PARTIAL,PNG files remain ignored under outputs/; CSV manifest is committed.
component_structure_sample_sar000357,,outputs\wgv3_6b_e0_r3_gm017_structured_continuity_20260712\visual_review\component_structure_sample_sar000357.png,结构化 SAR 局部图,true,已实际打开 E0-R3 结构接触表和区间审阅图；可见 GT 只作事后参考，高能质心、峰值、匿名分量和 body-axis proxy 已叠加显示。,HIGH_ENERGY_SLIDING_STATUS=SUPPORTED;DYNAMIC_INTERVAL_CONTRACTION_STATUS=SUPPORTED;E0_R3_TOTAL_STATUS=E0_R3_PARTIAL,PNG files remain ignored under outputs/; CSV manifest is committed.
different_aspect_similar_range_frame_b_sar000347,,outputs\wgv3_6b_e0_r3_gm017_structured_continuity_20260712\visual_review\different_aspect_similar_range_frame_b_sar000347.png,结构化 SAR 局部图,true,已实际打开 E0-R3 结构接触表和区间审阅图；可见 GT 只作事后参考，高能质心、峰值、匿名分量和 body-axis proxy 已叠加显示。,HIGH_ENERGY_SLIDING_STATUS=SUPPORTED;DYNAMIC_INTERVAL_CONTRACTION_STATUS=SUPPORTED;E0_R3_TOTAL_STATUS=E0_R3_PARTIAL,PNG files remain ignored under outputs/; CSV manifest is committed.
high_energy_body_long_sliding_sample_sar000327,,outputs\wgv3_6b_e0_r3_gm017_structured_continuity_20260712\visual_review\high_energy_body_long_sliding_sample_sar000327.png,结构化 SAR 局部图,true,已实际打开 E0-R3 结构接触表和区间审阅图；可见 GT 只作事后参考，高能质心、峰值、匿名分量和 body-axis proxy 已叠加显示。,HIGH_ENERGY_SLIDING_STATUS=SUPPORTED;DYNAMIC_INTERVAL_CONTRACTION_STATUS=SUPPORTED;E0_R3_TOTAL_STATUS=E0_R3_PARTIAL,PNG files remain ignored under outputs/; CSV manifest is committed.
high_energy_stable_control_sample_sar000358,,outputs\wgv3_6b_e0_r3_gm017_structured_continuity_20260712\visual_review\high_energy_stable_control_sample_sar000358.png,结构化 SAR 局部图,true,已实际打开 E0-R3 结构接触表和区间审阅图；可见 GT 只作事后参考，高能质心、峰值、匿名分量和 body-axis proxy 已叠加显示。,HIGH_ENERGY_SLIDING_STATUS=SUPPORTED;DYNAMIC_INTERVAL_CONTRACTION_STATUS=SUPPORTED;E0_R3_TOTAL_STATUS=E0_R3_PARTIAL,PNG files remain ignored under outputs/; CSV manifest is committed.
out_of_domain_diagnosis_frame_sar000361,,outputs\wgv3_6b_e0_r3_gm017_structured_continuity_20260712\visual_review\out_of_domain_diagnosis_frame_sar000361.png,结构化 SAR 局部图,true,已实际打开 E0-R3 结构接触表和区间审阅图；可见 GT 只作事后参考，高能质心、峰值、匿名分量和 body-axis proxy 已叠加显示。,HIGH_ENERGY_SLIDING_STATUS=SUPPORTED;DYNAMIC_INTERVAL_CONTRACTION_STATUS=SUPPORTED;E0_R3_TOTAL_STATUS=E0_R3_PARTIAL,PNG files remain ignored under outputs/; CSV manifest is committed.
same_aspect_revisit_frame_a_sar000315,,outputs\wgv3_6b_e0_r3_gm017_structured_continuity_20260712\visual_review\same_aspect_revisit_frame_a_sar000315.png,结构化 SAR 局部图,true,已实际打开 E0-R3 结构接触表和区间审阅图；可见 GT 只作事后参考，高能质心、峰值、匿名分量和 body-axis proxy 已叠加显示。,HIGH_ENERGY_SLIDING_STATUS=SUPPORTED;DYNAMIC_INTERVAL_CONTRACTION_STATUS=SUPPORTED;E0_R3_TOTAL_STATUS=E0_R3_PARTIAL,PNG files remain ignored under outputs/; CSV manifest is committed.
