physical_vehicle_id,frame,source_detector,source_track_id,bbox,hard_edge_state,soft_edge_state,visible_front,visible_rear,visible_side,whole_body_confidence,depth_quality,direct_observable_full_stream,direct_observable_reason,paired_with_sar,cross_detector_support
PV_GM19_BLACK_SEDAN_NEAR_FIELD,0,yolo26l_probe,bt_0001,"123.223,342.616,705.465,598.302",bottom_contact,bottom_near_edge,true,false,true,0.66,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:bottom_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0,true,yolo11l:iou=0.708;yolo26l:iou=1
PV_GM19_BLACK_SEDAN_NEAR_FIELD,1,yolo26l_probe,bt_0001,"172.014,347.161,744.78,598.597",bottom_contact,bottom_near_edge,true,false,true,0.66,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:bottom_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.091,false,yolo11l:iou=0.897;yolo26l:iou=0.751
PV_GM19_BLACK_SEDAN_NEAR_FIELD,2,yolo26l_probe,bt_0001,"220.345,356.585,772.313,598.682",bottom_contact,bottom_near_edge,true,false,true,0.66,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:bottom_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.182,true,yolo11l:iou=0.879;yolo26l:iou=0.86
PV_GM19_BLACK_SEDAN_NEAR_FIELD,3,yolo26l_probe,bt_0001,"257.156,365.314,788.479,598.221",bottom_contact,right_near_edge;bottom_near_edge,true,false,true,0.5,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:bottom_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.273,false,yolo11l:iou=0.958;yolo26l:iou=0.985
PV_GM19_BLACK_SEDAN_NEAR_FIELD,4,yolo26l_probe,bt_0001,"295.429,374.187,804.489,597.669",right_contact,right_near_edge;bottom_near_edge,true,true,true,0.5,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.364,true,yolo11l:iou=0.957;yolo26l:iou=0.959
PV_GM19_BLACK_SEDAN_NEAR_FIELD,5,yolo26l_probe,bt_0001,"328.249,385.319,809.084,596.822",right_contact,right_near_edge;bottom_near_edge,true,true,true,0.5,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.455,false,yolo11l:iou=0.954;yolo26l:iou=0.949
PV_GM19_BLACK_SEDAN_NEAR_FIELD,6,yolo26l_probe,bt_0001,"352.329,386.261,826.59,596.532",right_contact,right_near_edge;bottom_near_edge,true,true,true,0.5,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.545,false,yolo11l:iou=0.867;yolo26l:iou=0.874
PV_GM19_BLACK_SEDAN_NEAR_FIELD,7,yolo26l_probe,bt_0001,"368.297,380.83,847.785,596.569",right_contact,right_near_edge;bottom_near_edge,true,true,true,0.5,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.636,false,yolo11l:iou=0.782;yolo26l:iou=0.788
PV_GM19_BLACK_SEDAN_NEAR_FIELD,8,yolo26l_probe,bt_0001,"380.091,369.42,873.772,596.832",right_contact,right_near_edge;bottom_near_edge,false,true,true,0.5,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.727,false,yolo11l:iou=0.684;yolo26l:iou=0.686
PV_GM19_BLACK_SEDAN_NEAR_FIELD,9,yolo26l_probe,bt_0001,"388.948,346.413,900.708,589.829",right_contact,right_near_edge;bottom_near_edge,false,true,true,0.5,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.818,false,yolo11l:iou=0.585;yolo26l:iou=0.583
PV_GM19_BLACK_SEDAN_NEAR_FIELD,10,yolo26l_probe,bt_0001,"397.373,322.76,924.938,583.832",right_contact,right_near_edge;bottom_near_edge,false,true,true,0.5,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.909,false,yolo11l:iou=0.517;yolo26l:iou=0.515
PV_GM19_BLACK_SEDAN_NEAR_FIELD,11,yolo26l_probe,bt_0001,"427.737,329.573,933.272,591.162",right_contact,right_near_edge;bottom_near_edge,false,true,true,0.5,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=1,false,yolo11l:iou=0.45;yolo26l:iou=0.456
PV_GM19_WHITE_SUV_NEAR_FIELD,5,yolo26l_probe,bt_0003,"10.559,336.835,78.186,516.065",none,left_near_edge,true,false,true,0.53,depth_edge_mixed_risk,false,not_direct_full_stream;无硬边缘接触;多检测源支持;depth_edge_mixed_risk;width_ok=false;height_ok=false;phase_ok=false;phase=0,false,yolo11l:iou=0.68;yolo26l:iou=0.692
PV_GM19_WHITE_SUV_NEAR_FIELD,6,yolo26l_probe,bt_0003,"22.344,333.28,96.164,526.226",none,left_near_edge,true,false,true,0.53,depth_edge_mixed_risk,false,not_direct_full_stream;无硬边缘接触;多检测源支持;depth_edge_mixed_risk;width_ok=false;height_ok=false;phase_ok=false;phase=0.028,false,yolo11l:iou=0.557;yolo26l:iou=0.563
PV_GM19_WHITE_SUV_NEAR_FIELD,7,yolo26l_probe,bt_0003,"33.651,326.493,115.219,534.278",none,none,true,false,true,0.85,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;多检测源支持;深度区域可用;width_ok=false;height_ok=false;phase_ok=false;phase=0.056,false,yolo11l:iou=0.514;yolo26l:iou=0.521
PV_GM19_WHITE_SUV_NEAR_FIELD,8,yolo26l_probe,bt_0003,"44.12,316.744,134.471,538.081",none,none,true,false,true,0.97,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;高度接近轨迹主体;多检测源支持;深度区域可用;width_ok=false;height_ok=true;phase_ok=false;phase=0.083,false,yolo11l:iou=0.486;yolo26l:iou=0.491
PV_GM19_WHITE_SUV_NEAR_FIELD,9,yolo26l_probe,bt_0003,"50.079,297.836,156.542,547.698",none,none,true,false,true,0.97,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;高度接近轨迹主体;多检测源支持;深度区域可用;width_ok=false;height_ok=true;phase_ok=false;phase=0.111,false,yolo11l:iou=0.495;yolo26l:iou=0.494
PV_GM19_WHITE_SUV_NEAR_FIELD,10,yolo26l_probe,bt_0003,"53.942,280.806,176.923,556.321",none,none,true,false,true,0.97,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;高度接近轨迹主体;多检测源支持;深度区域可用;width_ok=false;height_ok=true;phase_ok=false;phase=0.139,false,yolo11l:iou=0.518;yolo26l:iou=0.523
PV_GM19_WHITE_SUV_NEAR_FIELD,11,yolo26l_probe,bt_0003,"60.264,279.049,201.092,577.992",none,none,true,false,true,0.97,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;高度接近轨迹主体;多检测源支持;深度区域可用;width_ok=false;height_ok=true;phase_ok=false;phase=0.167,false,yolo11l:iou=0.511;yolo26l:iou=0.515
PV_GM19_WHITE_SUV_NEAR_FIELD,12,yolo26l_probe,bt_0003,"73.628,293.432,225.943,593.091",none,bottom_near_edge,true,false,true,0.7,depth_edge_mixed_risk,false,not_direct_full_stream;无硬边缘接触;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=false;height_ok=true;phase_ok=false;phase=0.194,false,yolo11l:iou=0.489;yolo26l:iou=0.481
PV_GM19_WHITE_SUV_NEAR_FIELD,13,yolo26l_probe,bt_0003,"90.881,308.063,253.913,598.662",bottom_contact,bottom_near_edge,true,false,true,0.48,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:bottom_contact;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=false;height_ok=true;phase_ok=false;phase=0.222,true,yolo11l:iou=0.451;yolo26l:iou=0.452
PV_GM19_WHITE_SUV_NEAR_FIELD,14,yolo26l_probe,bt_0003,"108.587,326.366,281.792,600.265",bottom_contact,bottom_near_edge,true,false,true,0.4,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:bottom_contact;高度接近轨迹主体;depth_edge_mixed_risk;width_ok=false;height_ok=true;phase_ok=true;phase=0.25,false,
PV_GM19_WHITE_SUV_NEAR_FIELD,15,yolo26l_probe,bt_0003,"128.513,345.559,314.05,600.553",bottom_contact,bottom_near_edge,true,false,true,0.4,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:bottom_contact;高度接近轨迹主体;depth_edge_mixed_risk;width_ok=false;height_ok=true;phase_ok=true;phase=0.278,true,
PV_GM19_WHITE_SUV_NEAR_FIELD,16,yolo26l_probe,bt_0003,"137.421,353.602,341.811,600.173",bottom_contact,bottom_near_edge,true,false,true,0.4,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:bottom_contact;高度接近轨迹主体;depth_edge_mixed_risk;width_ok=false;height_ok=true;phase_ok=true;phase=0.306,false,
