object_id,object_type,sar_frame,gt_instance_id,gt_pair_id,iou,gt_coverage,prediction_purity,center_distance_px,evaluation_scope,source_conditioned_gt_instance
R21R11BF00001,boundary_variant_family,27,315,WGV35A_PAIR_0203,0,0,0,186.898487,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=non_vehicle_pair;identity=blocked
R21R11BF00001,boundary_variant_family,27,316,WGV35A_PAIR_0204,0.212174,0.318877,0.388031,59.914333,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21R11BF00002,boundary_variant_family,27,315,WGV35A_PAIR_0203,0,0,0,180.203389,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=non_vehicle_pair;identity=blocked
R21R11BF00002,boundary_variant_family,27,316,WGV35A_PAIR_0204,0.087657,0.087657,1,58.861926,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21R11BF00003,boundary_variant_family,27,315,WGV35A_PAIR_0203,0,0,0,206.19365,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=non_vehicle_pair;identity=blocked
R21R11BF00003,boundary_variant_family,27,316,WGV35A_PAIR_0204,0,0,0,71.495792,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21R11BF00004,boundary_variant_family,27,315,WGV35A_PAIR_0203,0,0,0,289.677823,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=non_vehicle_pair;identity=blocked
R21R11BF00004,boundary_variant_family,27,316,WGV35A_PAIR_0204,0,0,0,86.858968,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21R11BF00005,boundary_variant_family,27,315,WGV35A_PAIR_0203,0,0,0,263.99623,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=non_vehicle_pair;identity=blocked
R21R11BF00005,boundary_variant_family,27,316,WGV35A_PAIR_0204,0.010957,0.010957,1,36.147231,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21R11BF00018,boundary_variant_family,31,317,WGV35A_PAIR_0205,0.370122,0.683351,0.446741,47.379774,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21R11BF00019,boundary_variant_family,31,317,WGV35A_PAIR_0205,0,0,0,71.024077,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21R11BF00020,boundary_variant_family,31,317,WGV35A_PAIR_0205,0.023436,0.023559,0.818278,35.512286,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21R11BF00021,boundary_variant_family,31,317,WGV35A_PAIR_0205,0.028791,0.028791,1,22.788034,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21R11BF00051,boundary_variant_family,77,319,WGV35A_PAIR_0206,0,0,0,86.150623,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21R11BF00052,boundary_variant_family,77,319,WGV35A_PAIR_0206,0.20521,0.286556,0.419579,75.570046,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21R11BF00053,boundary_variant_family,77,319,WGV35A_PAIR_0206,0.041728,0.041781,0.970667,41.55697,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21R11BF00054,boundary_variant_family,77,319,WGV35A_PAIR_0206,0.032281,0.033425,0.485333,37.687555,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21R11BF00055,boundary_variant_family,77,319,WGV35A_PAIR_0206,0,0,0,71.660001,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21R11BF00056,boundary_variant_family,77,319,WGV35A_PAIR_0206,0.06887,0.06887,1,48.921609,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21R11BF00075,boundary_variant_family,81,320,WGV35A_PAIR_0207,0.303431,0.307572,0.957517,48.901298,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21R11BF00076,boundary_variant_family,81,320,WGV35A_PAIR_0207,0,0,0,80.282644,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21R11BF00077,boundary_variant_family,81,320,WGV35A_PAIR_0207,0.007382,0.008034,0.08337,94.742598,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
R21R11BF00078,boundary_variant_family,81,320,WGV35A_PAIR_0207,0.026467,0.026613,0.8285,39.389414,eval_only_not_runtime_assignment,source=reports/oty2/oty2_gt_correspondence_mechanism_audit_20260702_190435.csv;confidence=high_confidence_pair;identity=moderate
