gt_pair_id,gt_instance_id,sar_frame,source_geometry_type,final_heading_deg,gt_width_axis_image_deg,gt_long_axis_image_deg,gt_long_axis_to_range_signed_deg,gt_long_axis_to_range_acute_deg,final_w_px,final_h_px,gt_center_x,gt_center_y,gt_polygon_xy,gt_semantic_note_cn
WGV35A_PAIR_0200,309,0,axis_aligned_sar_bbox_no_rotation_heading_in_source,0,0,0,79.993981,79.993981,145.813,64.5,1177.387,1198.05,"1104.48,1165.8;1250.293,1165.8;1250.293,1230.3;1104.48,1230.3",GT为SAR可见响应框或MASK偏置响应框；当前源表仅含轴对齐sar_bbox，final_w存储轴取0度，不解释为车辆yaw。
WGV35A_PAIR_0201,311,4,axis_aligned_sar_bbox_no_rotation_heading_in_source,0,0,0,76.289565,76.289565,149.373,65.033,1186.84,1195.994,"1112.153,1163.477;1261.526,1163.477;1261.526,1228.51;1112.153,1228.51",GT为SAR可见响应框或MASK偏置响应框；当前源表仅含轴对齐sar_bbox，final_w存储轴取0度，不解释为车辆yaw。
WGV35A_PAIR_0202,314,8,axis_aligned_sar_bbox_no_rotation_heading_in_source,0,0,0,72.499322,72.499322,146.206,70.678,1196.732,1195.077,"1123.629,1159.738;1269.835,1159.738;1269.835,1230.416;1123.629,1230.416",GT为SAR可见响应框或MASK偏置响应框；当前源表仅含轴对齐sar_bbox，final_w存储轴取0度，不解释为车辆yaw。
WGV35A_PAIR_0203,315,27,axis_aligned_sar_bbox_no_rotation_heading_in_source,0,0,0,45.238908,45.238908,179.453,75.618,1296.876,1186.528,"1207.149,1148.719;1386.602,1148.719;1386.602,1224.337;1207.149,1224.337",GT为SAR可见响应框或MASK偏置响应框；当前源表仅含轴对齐sar_bbox，final_w存储轴取0度，不解释为车辆yaw。
WGV35A_PAIR_0204,316,27,axis_aligned_sar_bbox_no_rotation_heading_in_source,0,0,0,-54.549114,54.549114,182.277,72.1,1063.71,1203.789,"972.572,1167.739;1154.849,1167.739;1154.849,1239.839;972.572,1239.839",GT为SAR可见响应框或MASK偏置响应框；当前源表仅含轴对齐sar_bbox，final_w存储轴取0度，不解释为车辆yaw。
WGV35A_PAIR_0205,317,31,axis_aligned_sar_bbox_no_rotation_heading_in_source,0,0,0,-56.794271,56.794271,163.923,68.652,1072.055,1205.403,"990.094,1171.077;1154.017,1171.077;1154.017,1239.729;990.094,1239.729",GT为SAR可见响应框或MASK偏置响应框；当前源表仅含轴对齐sar_bbox，final_w存储轴取0度，不解释为车辆yaw。
WGV35A_PAIR_0206,319,77,axis_aligned_sar_bbox_no_rotation_heading_in_source,0,0,0,47.119236,47.119236,169.29,74.106,1269.168,1206.581,"1184.523,1169.528;1353.813,1169.528;1353.813,1243.634;1184.523,1243.634",GT为SAR可见响应框或MASK偏置响应框；当前源表仅含轴对齐sar_bbox，final_w存储轴取0度，不解释为车辆yaw。
WGV35A_PAIR_0207,320,81,axis_aligned_sar_bbox_no_rotation_heading_in_source,0,0,0,43.100393,43.100393,152.545,73.469,1278.822,1213.793,"1202.549,1177.058;1355.094,1177.058;1355.094,1250.527;1202.549,1250.527",GT为SAR可见响应框或MASK偏置响应框；当前源表仅含轴对齐sar_bbox，final_w存储轴取0度，不解释为车辆yaw。
WGV35A_PAIR_0208,323,212,axis_aligned_sar_bbox_no_rotation_heading_in_source,0,0,0,-42.320746,42.320746,158.113,82.244,1014.231,1203.327,"935.174,1162.205;1093.287,1162.205;1093.287,1244.449;935.174,1244.449",GT为SAR可见响应框或MASK偏置响应框；当前源表仅含轴对齐sar_bbox，final_w存储轴取0度，不解释为车辆yaw。
WGV35A_PAIR_0209,324,238,axis_aligned_sar_bbox_no_rotation_heading_in_source,0,0,0,-70.649623,70.649623,138.12,71.988,1110.8,1207.587,"1041.74,1171.593;1179.86,1171.593;1179.86,1243.581;1041.74,1243.581",GT为SAR可见响应框或MASK偏置响应框；当前源表仅含轴对齐sar_bbox，final_w存储轴取0度，不解释为车辆yaw。
