scene,optical_frame_num,diagnostic_vehicle_id,source_track_id,source_segment_id,source_det_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,display_label,display_status,risk_tags,reason
GM_RM011,0,GM_RM011_V005,bs_0002,GM_RM011__botsort__normalized_active__bs_0002__seg_001,GM_RM011_000000_002,60.063,289.951,644.866,592.773,GM_RM011_V005,weak_timeline,part_state_transition,Weak source fragment for early white SUV relation.
GM_RM011,1,GM_RM011_V005,bs_0002,GM_RM011__botsort__normalized_active__bs_0002__seg_001,GM_RM011_000001_002,110.664,287.803,688.555,591.009,GM_RM011_V005,weak_timeline,part_state_transition,Weak source fragment for early white SUV relation.
GM_RM011,2,GM_RM011_V005,bs_0002,GM_RM011__botsort__normalized_active__bs_0002__seg_001,GM_RM011_000002_002,164.776,280.473,720.843,593.224,GM_RM011_V005,weak_timeline,part_state_transition,Weak source fragment for early white SUV relation.
GM_RM011,3,GM_RM011_V005,bs_0002,GM_RM011__botsort__normalized_active__bs_0002__seg_001,GM_RM011_000003_002,182.524,248.970,744.495,593.313,GM_RM011_V005,weak_timeline,part_state_transition,Weak source fragment for early white SUV relation.
GM_RM011,4,GM_RM011_V005,bs_0002,GM_RM011__botsort__normalized_active__bs_0002__seg_001,GM_RM011_000004_002,244.561,208.688,787.380,594.245,GM_RM011_V005,weak_timeline,part_state_transition,Weak source fragment for early white SUV relation.
GM_RM011,8,GM_RM011_V005,bs_0007,GM_RM011__botsort__normalized_active__bs_0007__seg_001,GM_RM011_000008_001,1.210,311.479,605.573,469.745,GM_RM011_V005,weak_timeline,part_state_transition,Weak target fragment for early white SUV relation.
GM_RM011,9,GM_RM011_V005,bs_0007,GM_RM011__botsort__normalized_active__bs_0007__seg_001,GM_RM011_000009_001,1.627,309.982,656.870,462.843,GM_RM011_V005,weak_timeline,part_state_transition,Weak target fragment for early white SUV relation.
GM_RM011,10,GM_RM011_V005,bs_0007,GM_RM011__botsort__normalized_active__bs_0007__seg_001,GM_RM011_000010_003,2.182,293.793,674.032,468.471,GM_RM011_V005,weak_timeline,part_state_transition,Weak target fragment for early white SUV relation.
GM_RM011,13,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_001,GM_RM011_000013_001,268.347,249.162,798.375,592.784,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,First segment of the white vehicle front/windshield local chain.
GM_RM011,14,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_001,GM_RM011_000014_001,269.965,261.906,798.477,592.411,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,First segment of the white vehicle front/windshield local chain.
GM_RM011,15,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_001,GM_RM011_000015_001,271.766,275.251,798.630,592.776,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,First segment of the white vehicle front/windshield local chain.
GM_RM011,16,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_001,GM_RM011_000016_001,271.230,283.393,798.686,591.857,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,First segment of the white vehicle front/windshield local chain.
GM_RM011,18,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_002,GM_RM011_000018_001,265.479,303.771,798.872,593.420,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,Second segment of the same bs_0015 white vehicle chain.
GM_RM011,19,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_002,GM_RM011_000019_002,254.686,293.744,797.800,594.320,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,Second segment of the same bs_0015 white vehicle chain.
GM_RM011,20,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_002,GM_RM011_000020_001,243.510,250.847,794.922,594.458,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,Second segment of the same bs_0015 white vehicle chain.
GM_RM011,21,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_002,GM_RM011_000021_001,262.191,189.458,797.706,595.133,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,Second segment of the same bs_0015 white vehicle chain.
GM_RM011,22,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_002,GM_RM011_000022_001,300.692,165.169,798.578,595.035,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,Second segment of the same bs_0015 white vehicle chain.
GM_RM011,23,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_002,GM_RM011_000023_001,346.421,218.697,798.963,594.379,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,Second segment of the same bs_0015 white vehicle chain.
GM_RM011,24,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_002,GM_RM011_000024_002,393.576,317.505,798.774,594.522,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,Second segment of the same bs_0015 white vehicle chain.
GM_RM011,25,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_002,GM_RM011_000025_002,433.470,380.441,798.951,594.875,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,Second segment of the same bs_0015 white vehicle chain.
GM_RM011,26,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_002,GM_RM011_000026_001,467.744,395.765,798.891,595.118,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,Second segment of the same bs_0015 white vehicle chain.
GM_RM011,27,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_002,GM_RM011_000027_001,491.685,386.510,799.166,595.413,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,Second segment of the same bs_0015 white vehicle chain.
GM_RM011,28,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_002,GM_RM011_000028_001,517.880,367.611,799.374,595.330,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,Second segment of the same bs_0015 white vehicle chain.
GM_RM011,29,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_002,GM_RM011_000029_001,545.821,357.122,799.464,595.112,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,Second segment of the same bs_0015 white vehicle chain.
GM_RM011,30,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_002,GM_RM011_000030_002,580.165,369.877,799.590,595.404,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,Second segment of the same bs_0015 white vehicle chain.
GM_RM011,31,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_002,GM_RM011_000031_002,617.190,398.268,799.543,595.358,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,Second segment of the same bs_0015 white vehicle chain.
GM_RM011,32,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_002,GM_RM011_000032_002,656.577,426.371,799.558,595.373,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,Second segment of the same bs_0015 white vehicle chain.
GM_RM011,33,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_002,GM_RM011_000033_002,695.870,439.783,799.477,595.669,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,Second segment of the same bs_0015 white vehicle chain.
GM_RM011,34,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_002,GM_RM011_000034_002,728.966,444.971,799.665,595.969,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,Second segment of the same bs_0015 white vehicle chain.
GM_RM011,35,GM_RM011_V001,bs_0015,GM_RM011__botsort__normalized_active__bs_0015__seg_002,GM_RM011_000035_002,764.984,446.471,799.806,595.189,GM_RM011_V001,strong_timeline,partial_visible;short_gap_endpoint,Second segment of the same bs_0015 white vehicle chain.
GM_RM011,135,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000135_002,0.276,270.113,289.348,589.641,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,136,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000136_002,0.262,270.405,311.717,590.567,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,137,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000137_002,0.599,265.658,336.999,590.955,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,138,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000138_002,0.554,265.155,364.331,592.969,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,139,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000139_001,0.490,273.863,390.681,594.425,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,140,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000140_001,0.490,276.591,414.394,595.276,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,141,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000141_001,10.183,275.893,435.532,595.267,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
