scene,optical_frame_num,optical_path,exists,image_width,image_height,image_size_status,detection_count,runtime_source_policy
GM_RM017,0,D:\profile\research\data\GM_RM017\GM_RM017_frames\000000.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,1,D:\profile\research\data\GM_RM017\GM_RM017_frames\000001.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,2,D:\profile\research\data\GM_RM017\GM_RM017_frames\000002.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,3,D:\profile\research\data\GM_RM017\GM_RM017_frames\000003.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,4,D:\profile\research\data\GM_RM017\GM_RM017_frames\000004.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,5,D:\profile\research\data\GM_RM017\GM_RM017_frames\000005.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,6,D:\profile\research\data\GM_RM017\GM_RM017_frames\000006.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,7,D:\profile\research\data\GM_RM017\GM_RM017_frames\000007.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,8,D:\profile\research\data\GM_RM017\GM_RM017_frames\000008.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,9,D:\profile\research\data\GM_RM017\GM_RM017_frames\000009.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,10,D:\profile\research\data\GM_RM017\GM_RM017_frames\000010.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,11,D:\profile\research\data\GM_RM017\GM_RM017_frames\000011.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,12,D:\profile\research\data\GM_RM017\GM_RM017_frames\000012.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,13,D:\profile\research\data\GM_RM017\GM_RM017_frames\000013.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,14,D:\profile\research\data\GM_RM017\GM_RM017_frames\000014.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,15,D:\profile\research\data\GM_RM017\GM_RM017_frames\000015.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,16,D:\profile\research\data\GM_RM017\GM_RM017_frames\000016.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,17,D:\profile\research\data\GM_RM017\GM_RM017_frames\000017.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,18,D:\profile\research\data\GM_RM017\GM_RM017_frames\000018.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,19,D:\profile\research\data\GM_RM017\GM_RM017_frames\000019.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,20,D:\profile\research\data\GM_RM017\GM_RM017_frames\000020.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,21,D:\profile\research\data\GM_RM017\GM_RM017_frames\000021.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,22,D:\profile\research\data\GM_RM017\GM_RM017_frames\000022.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,23,D:\profile\research\data\GM_RM017\GM_RM017_frames\000023.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,24,D:\profile\research\data\GM_RM017\GM_RM017_frames\000024.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,25,D:\profile\research\data\GM_RM017\GM_RM017_frames\000025.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,26,D:\profile\research\data\GM_RM017\GM_RM017_frames\000026.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,27,D:\profile\research\data\GM_RM017\GM_RM017_frames\000027.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,28,D:\profile\research\data\GM_RM017\GM_RM017_frames\000028.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,29,D:\profile\research\data\GM_RM017\GM_RM017_frames\000029.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,30,D:\profile\research\data\GM_RM017\GM_RM017_frames\000030.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,31,D:\profile\research\data\GM_RM017\GM_RM017_frames\000031.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,32,D:\profile\research\data\GM_RM017\GM_RM017_frames\000032.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,33,D:\profile\research\data\GM_RM017\GM_RM017_frames\000033.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,34,D:\profile\research\data\GM_RM017\GM_RM017_frames\000034.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,35,D:\profile\research\data\GM_RM017\GM_RM017_frames\000035.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,36,D:\profile\research\data\GM_RM017\GM_RM017_frames\000036.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,37,D:\profile\research\data\GM_RM017\GM_RM017_frames\000037.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,38,D:\profile\research\data\GM_RM017\GM_RM017_frames\000038.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,39,D:\profile\research\data\GM_RM017\GM_RM017_frames\000039.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,40,D:\profile\research\data\GM_RM017\GM_RM017_frames\000040.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,41,D:\profile\research\data\GM_RM017\GM_RM017_frames\000041.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,42,D:\profile\research\data\GM_RM017\GM_RM017_frames\000042.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,43,D:\profile\research\data\GM_RM017\GM_RM017_frames\000043.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,44,D:\profile\research\data\GM_RM017\GM_RM017_frames\000044.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,45,D:\profile\research\data\GM_RM017\GM_RM017_frames\000045.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,46,D:\profile\research\data\GM_RM017\GM_RM017_frames\000046.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,47,D:\profile\research\data\GM_RM017\GM_RM017_frames\000047.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,48,D:\profile\research\data\GM_RM017\GM_RM017_frames\000048.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,49,D:\profile\research\data\GM_RM017\GM_RM017_frames\000049.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,50,D:\profile\research\data\GM_RM017\GM_RM017_frames\000050.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,51,D:\profile\research\data\GM_RM017\GM_RM017_frames\000051.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,52,D:\profile\research\data\GM_RM017\GM_RM017_frames\000052.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,53,D:\profile\research\data\GM_RM017\GM_RM017_frames\000053.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,54,D:\profile\research\data\GM_RM017\GM_RM017_frames\000054.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,55,D:\profile\research\data\GM_RM017\GM_RM017_frames\000055.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,56,D:\profile\research\data\GM_RM017\GM_RM017_frames\000056.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,57,D:\profile\research\data\GM_RM017\GM_RM017_frames\000057.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,58,D:\profile\research\data\GM_RM017\GM_RM017_frames\000058.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,59,D:\profile\research\data\GM_RM017\GM_RM017_frames\000059.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,60,D:\profile\research\data\GM_RM017\GM_RM017_frames\000060.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
