case_id,sar_frame,state_strength,coordinate_family,channel,skeleton_sample_count,skeleton_median,skeleton_p90_coverage,skeleton_p95_coverage,skeleton_to_ridge_distance_px,frame_level_skeleton_hit,seed_hit,definite_median,background_median,unresolved_median,skeleton_minus_background_median,target_skeleton_vs_background_auc,background_activation,score_interpretation
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,display_raw_8bit,1187,0.958333,0.649537,0.564448,0.000000,True,True,0.937500,0.833333,0.937500,0.125000,0.630111,0.824586,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,display_local_contrast,1187,0.649384,0.369840,0.302443,0.955000,True,True,0.529066,0.528568,0.511228,0.120817,0.601053,0.520436,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,display_local_z,1187,0.627594,0.246841,0.145746,0.955000,False,False,0.543049,0.542867,0.533147,0.084727,0.598040,0.538688,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,display_multiscale_highpass,1187,0.631855,0.356361,0.280539,0.955000,True,True,0.532763,0.529078,0.518283,0.102777,0.587844,0.519934,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,gradient_magnitude_sobel,1187,0.603905,0.432182,0.333614,0.955000,True,True,0.566482,0.445659,0.541432,0.158245,0.592932,0.491106,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,sobel_x_abs_gradient_component,1187,0.428571,0.354676,0.239259,0.955000,True,True,0.408163,0.346939,0.428571,0.081633,0.536855,0.421518,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,sobel_y_abs_gradient_component,1187,0.431034,0.366470,0.274642,0.955000,True,True,0.413793,0.310345,0.362069,0.120690,0.579658,0.368118,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,multiscale_hessian_bright_ridge,1187,0.166292,0.274642,0.197136,0.955000,True,False,0.079573,0.039826,0.071219,0.126466,0.591146,0.204808,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,structure_tensor_orientation_coherence,1187,0.273023,0.086773,0.050548,15.188700,False,False,0.283276,0.207179,0.203297,0.065843,0.602734,0.233949,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,radial_directional_gradient_response,1187,0.397190,0.342881,0.256950,0.955000,True,True,0.383257,0.287868,0.342688,0.109321,0.588554,0.349676,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,tangential_directional_gradient_response,1187,0.478784,0.395114,0.277169,0.955000,True,True,0.446092,0.401042,0.489959,0.077742,0.537179,0.460161,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_median_sar_display,1187,1.000000,0.690817,0.649537,0.000000,True,True,0.930233,0.860465,0.953488,0.139535,0.673033,0.852476,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_max_sar_display,1187,1.000000,0.746420,0.671441,0.000000,True,True,0.960000,0.820000,1.000000,0.180000,0.664642,0.849094,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_min_sar_display,1187,0.973684,0.617523,0.566976,0.000000,True,True,0.894737,0.842105,0.947368,0.131579,0.651461,0.825199,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_mad_sar_display,1187,0.375000,0.390059,0.299073,0.955000,True,True,0.375000,0.375000,0.375000,0.000000,0.563308,0.386750,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_adjacent_positive_change_tminus1_to_t,1187,0.000000,1.000000,1.000000,0.000000,True,True,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_adjacent_negative_change_tminus1_to_t,1187,0.000000,1.000000,1.000000,0.000000,True,True,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_local_response_frequency,1187,0.000000,0.001685,0.001685,9.711500,False,False,0.000000,0.000000,0.000000,0.000000,0.492857,0.037003,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_gradient_persistence,1187,0.364035,0.358888,0.210615,0.955000,True,True,0.328947,0.276316,0.342105,0.087719,0.591096,0.359834,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_local_component_continuity,1187,1.000000,0.772536,0.772536,0.000000,True,True,0.666667,0.333333,0.666667,0.666667,0.660918,0.491387,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_median_sar_display,1187,1.000000,0.704297,0.650379,0.000000,True,True,0.930233,0.860465,0.953488,0.139535,0.683728,0.858521,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_max_sar_display,1187,1.000000,0.748104,0.697557,0.000000,True,True,1.000000,0.846154,1.000000,0.153846,0.673084,0.857874,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_min_sar_display,1187,0.944444,0.630160,0.524010,0.000000,True,True,0.888889,0.833333,0.916667,0.111111,0.656089,0.823163,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_mad_sar_display,1187,0.714286,0.500421,0.387532,0.000000,True,True,0.571429,0.428571,0.571429,0.285714,0.595218,0.517862,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_local_response_frequency,1187,0.000000,0.000000,0.000000,20.469301,False,False,0.000000,0.000000,0.000000,0.000000,0.486040,0.048386,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_gradient_persistence,1187,0.368192,0.333614,0.242628,0.955000,True,True,0.331155,0.267974,0.331155,0.100218,0.594163,0.369375,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_local_component_continuity,1187,1.000000,0.754844,0.618366,0.000000,True,True,1.000000,0.500000,1.000000,0.500000,0.668791,0.569787,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,display_raw_8bit,1187,0.791667,0.286436,0.181129,0.955000,True,False,0.791667,0.812500,0.895833,-0.020833,0.453733,0.804272,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,display_local_contrast,1187,0.536501,0.194608,0.115417,0.955000,False,False,0.524883,0.551847,0.505679,-0.015346,0.506840,0.529123,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,display_local_z,1187,0.550051,0.166807,0.101095,1.369300,False,False,0.539539,0.566520,0.526459,-0.016469,0.504032,0.548544,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,display_multiscale_highpass,1187,0.530763,0.187026,0.112047,1.369300,False,False,0.522947,0.554322,0.513755,-0.023559,0.498144,0.532085,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,gradient_magnitude_sobel,1187,0.421660,0.204718,0.107835,1.369300,False,False,0.418563,0.404335,0.475323,0.017325,0.505873,0.451368,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,sobel_x_abs_gradient_component,1187,0.346939,0.254423,0.142376,0.955000,True,False,0.326531,0.326531,0.387755,0.020408,0.511143,0.394814,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,sobel_y_abs_gradient_component,1187,0.258621,0.164280,0.086773,1.369300,False,False,0.258621,0.275862,0.310345,-0.017241,0.486643,0.334074,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,multiscale_hessian_bright_ridge,1187,0.065691,0.153328,0.091828,2.324300,False,False,0.042606,0.050348,0.044611,0.015343,0.513254,0.177909,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,structure_tensor_orientation_coherence,1187,0.232695,0.000000,0.000000,20.055000,False,False,0.215846,0.209560,0.189661,0.023135,0.538656,0.238548,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,radial_directional_gradient_response,1187,0.248983,0.133951,0.077506,1.910000,False,False,0.260316,0.259587,0.298443,-0.010604,0.492142,0.321823,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,tangential_directional_gradient_response,1187,0.392059,0.299916,0.180286,0.955000,True,False,0.373844,0.371920,0.446045,0.020139,0.509390,0.426189,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,temporal_w2_median_sar_display,1187,0.837209,0.212300,0.156698,0.955000,False,False,0.790698,0.837209,0.906977,0.000000,0.433335,0.836056,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,temporal_w2_max_sar_display,1187,0.800000,0.300758,0.194608,0.955000,True,False,0.800000,0.800000,0.920000,0.000000,0.433654,0.830252,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,temporal_w2_min_sar_display,1187,0.815789,0.223252,0.148273,0.955000,False,False,0.789474,0.815789,0.868421,0.000000,0.436031,0.811238,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,temporal_w2_mad_sar_display,1187,0.250000,0.237574,0.158382,0.955000,False,False,0.250000,0.250000,0.375000,0.000000,0.494419,0.358478,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,temporal_adjacent_positive_change_tminus1_to_t,1187,0.000000,1.000000,1.000000,0.000000,True,True,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,temporal_adjacent_negative_change_tminus1_to_t,1187,0.000000,1.000000,1.000000,0.000000,True,True,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,temporal_w2_local_response_frequency,1187,0.000000,0.005055,0.005055,7.513600,False,False,0.000000,0.000000,0.000000,0.000000,0.502270,0.037912,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,temporal_w2_gradient_persistence,1187,0.250000,0.176917,0.096040,0.955000,False,False,0.254386,0.276316,0.315789,-0.026316,0.462734,0.357077,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,temporal_w2_local_component_continuity,1187,0.333333,0.332772,0.332772,0.955000,True,False,0.333333,0.333333,0.666667,0.000000,0.433899,0.435125,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,temporal_w4_median_sar_display,1187,0.837209,0.215670,0.159225,1.369300,False,False,0.837209,0.837209,0.906977,0.000000,0.429365,0.845513,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,temporal_w4_max_sar_display,1187,0.826923,0.295703,0.210615,0.955000,True,False,0.788462,0.826923,0.961538,0.000000,0.445494,0.840601,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,temporal_w4_min_sar_display,1187,0.805556,0.282224,0.117944,0.955000,True,False,0.805556,0.833333,0.888889,-0.027778,0.442755,0.810439,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,temporal_w4_mad_sar_display,1187,0.428571,0.295703,0.187026,0.955000,True,False,0.428571,0.428571,0.571429,0.000000,0.488949,0.496049,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,temporal_w4_local_response_frequency,1187,0.000000,0.000000,0.000000,14.233700,False,False,0.000000,0.000000,0.000000,0.000000,0.499092,0.049078,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,temporal_w4_gradient_persistence,1187,0.239651,0.189553,0.109520,0.955000,False,False,0.237473,0.274510,0.307190,-0.034858,0.458833,0.372987,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,OPTICAL_PROXY_CONDITIONED,temporal_w4_local_component_continuity,1187,0.500000,0.300758,0.129739,0.955000,True,False,0.500000,0.500000,0.750000,0.000000,0.429959,0.522462,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,SAR_DISPLAY_WORLD_STABILIZED,display_raw_8bit,1187,0.958333,0.649537,0.564448,0.000000,True,True,0.937500,0.833333,0.937500,0.125000,0.630111,0.824586,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,SAR_DISPLAY_WORLD_STABILIZED,display_local_contrast,1187,0.649384,0.369840,0.302443,0.955000,True,True,0.529066,0.528568,0.511228,0.120817,0.601053,0.520436,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,SAR_DISPLAY_WORLD_STABILIZED,display_local_z,1187,0.627594,0.246841,0.145746,0.955000,False,False,0.543049,0.542867,0.533147,0.084727,0.598040,0.538688,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,SAR_DISPLAY_WORLD_STABILIZED,display_multiscale_highpass,1187,0.631855,0.356361,0.280539,0.955000,True,True,0.532763,0.529078,0.518283,0.102777,0.587844,0.519934,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,SAR_DISPLAY_WORLD_STABILIZED,gradient_magnitude_sobel,1187,0.603905,0.432182,0.333614,0.955000,True,True,0.566482,0.445659,0.541432,0.158245,0.592932,0.491106,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,SAR_DISPLAY_WORLD_STABILIZED,sobel_x_abs_gradient_component,1187,0.428571,0.354676,0.239259,0.955000,True,True,0.408163,0.346939,0.428571,0.081633,0.536855,0.421518,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,SAR_DISPLAY_WORLD_STABILIZED,sobel_y_abs_gradient_component,1187,0.431034,0.366470,0.274642,0.955000,True,True,0.413793,0.310345,0.362069,0.120690,0.579658,0.368118,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,SAR_DISPLAY_WORLD_STABILIZED,multiscale_hessian_bright_ridge,1187,0.166292,0.274642,0.197136,0.955000,True,False,0.079573,0.039826,0.071219,0.126466,0.591146,0.204808,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,SAR_DISPLAY_WORLD_STABILIZED,structure_tensor_orientation_coherence,1187,0.273023,0.086773,0.050548,15.188700,False,False,0.283276,0.207179,0.203297,0.065843,0.602734,0.233949,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,SAR_DISPLAY_WORLD_STABILIZED,radial_directional_gradient_response,1187,0.397190,0.342881,0.256950,0.955000,True,True,0.383257,0.287868,0.342688,0.109321,0.588554,0.349676,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,330,weak,SAR_DISPLAY_WORLD_STABILIZED,tangential_directional_gradient_response,1187,0.478784,0.395114,0.277169,0.955000,True,True,0.446092,0.401042,0.489959,0.077742,0.537179,0.460161,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,display_raw_8bit,1243,0.895833,0.492357,0.406275,0.955000,True,True,0.854167,0.812500,0.958333,0.083333,0.581485,0.813340,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,display_local_contrast,1243,0.568985,0.276750,0.213194,0.955000,True,False,0.473056,0.512467,0.499230,0.056518,0.559818,0.495551,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,display_local_z,1243,0.574454,0.190668,0.127112,1.369300,False,False,0.510004,0.532135,0.527058,0.042320,0.552243,0.529336,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,display_multiscale_highpass,1243,0.561231,0.262269,0.200322,0.955000,True,False,0.488956,0.516629,0.508375,0.044602,0.549963,0.498875,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,gradient_magnitude_sobel,1243,0.513140,0.344328,0.244570,0.955000,True,True,0.477590,0.431952,0.533962,0.081187,0.571722,0.468038,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,sobel_x_abs_gradient_component,1243,0.400000,0.313757,0.201126,0.955000,True,False,0.380000,0.340000,0.420000,0.060000,0.537689,0.403269,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,sobel_y_abs_gradient_component,1243,0.355932,0.301689,0.210780,0.955000,True,True,0.338983,0.288136,0.355932,0.067797,0.563324,0.350257,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,multiscale_hessian_bright_ridge,1243,0.070723,0.224457,0.165728,1.910000,False,False,0.060452,0.028256,0.055369,0.042466,0.551476,0.180351,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,structure_tensor_orientation_coherence,1243,0.199605,0.000000,0.000000,88.758881,False,False,0.185748,0.187158,0.202753,0.012446,0.521475,0.205506,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,radial_directional_gradient_response,1243,0.353163,0.263073,0.184232,0.955000,True,True,0.311933,0.279534,0.340107,0.073629,0.563172,0.335040,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,tangential_directional_gradient_response,1243,0.460544,0.378922,0.262269,0.955000,True,True,0.417570,0.378958,0.484630,0.081586,0.530307,0.446785,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_median_sar_display,1243,0.977273,0.639582,0.584071,0.000000,True,True,0.931818,0.863636,1.000000,0.113636,0.627594,0.871201,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_max_sar_display,1243,1.000000,0.684634,0.612228,0.000000,True,True,0.944444,0.833333,1.000000,0.166667,0.629896,0.860761,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_min_sar_display,1243,0.891892,0.565567,0.423170,0.000000,True,True,0.891892,0.837838,0.918919,0.054054,0.634236,0.816338,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_mad_sar_display,1243,0.625000,0.392599,0.312148,0.955000,True,True,0.500000,0.500000,0.625000,0.125000,0.555108,0.509218,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_adjacent_positive_change_tminus1_to_t,1243,0.176471,0.279163,0.185841,0.955000,True,False,0.176471,0.176471,0.235294,0.000000,0.493619,0.309575,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_adjacent_negative_change_tminus1_to_t,1243,0.000000,0.246179,0.145615,0.955000,False,False,0.000000,0.000000,0.000000,0.000000,0.526268,0.163811,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_local_response_frequency,1243,0.000000,0.000000,0.000000,22.288000,False,False,0.000000,0.000000,0.000000,0.000000,0.485537,0.045231,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_gradient_persistence,1243,0.351064,0.322607,0.209976,0.955000,True,True,0.323404,0.263830,0.336170,0.087234,0.575485,0.363824,skeleton_primary_channel_diagnostic_not_weighted_winner
