case_id,frame,stage_id,variable_name,source_file,source_sha256,coordinate_system,shape,dtype,minimum,maximum,mean,median,p02,p50,p75,p80,p90,p95,p98,zero_fraction,finite_fraction,valid_fan_fraction,output_npz_path,output_sha256
PV002_337_341,339,S0png_decoded,png_decoded,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000339.png,8ae582021a307235ed55d78312bfc5c905c930a455726e9f9840c5b39e7b75cd,sar_display_px_bgr_storage,1334x2308x3,uint8,0.0,250.0,30.751903944041842,43.0,0.0,43.0,53.0,54.0,59.0,62.0,66.0,0.39240345165372253,1.0,0.8536931707456497,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\arrays\phase_a\PV002_337_341\pv002_337_341_339_raw_decode.npz,c5d74ba7267fee216ad1807c128965fe09d1e79f599a4a1e8e6ad2df74b02820
PV002_337_341,339,S0gray_scalar,gray_scalar,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000339.png,8ae582021a307235ed55d78312bfc5c905c930a455726e9f9840c5b39e7b75cd,sar_display_px,1334x2308,uint8,0.0,250.0,30.751903944041842,43.0,0.0,43.0,53.0,54.0,59.0,62.0,66.0,0.39240345165372253,1.0,0.8536931707456497,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\arrays\phase_a\PV002_337_341\pv002_337_341_339_raw_decode.npz,c5d74ba7267fee216ad1807c128965fe09d1e79f599a4a1e8e6ad2df74b02820
PV002_337_341,339,S0display_clip_0_85,display_clip_0_85,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000339.png,8ae582021a307235ed55d78312bfc5c905c930a455726e9f9840c5b39e7b75cd,sar_display_px,1334x2308,uint8,0.0,255.0,92.15594867211108,129.0,0.0,129.0,159.0,162.0,177.0,186.0,198.0,0.39240345165372253,1.0,0.8536931707456497,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\arrays\phase_a\PV002_337_341\pv002_337_341_339_raw_decode.npz,c5d74ba7267fee216ad1807c128965fe09d1e79f599a4a1e8e6ad2df74b02820
PV002_337_341,339,S0imaging_valid_mask,imaging_valid_mask,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000339.png,8ae582021a307235ed55d78312bfc5c905c930a455726e9f9840c5b39e7b75cd,sar_display_px,1334x2308,bool,0.0,1.0,0.8536931707456497,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1463068292543503,1.0,0.8536931707456497,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\arrays\phase_a\PV002_337_341\pv002_337_341_339_raw_decode.npz,c5d74ba7267fee216ad1807c128965fe09d1e79f599a4a1e8e6ad2df74b02820
PV003_380_384,384,S0png_decoded,png_decoded,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000384.png,6564eedb15b0820df4647ece7a73b1fc83a68756e399d64ea0b28b6953a43834,sar_display_px_bgr_storage,1334x2308x3,uint8,0.0,253.0,23.972652322019233,33.0,0.0,33.0,41.0,43.0,46.0,48.0,52.0,0.392991978880577,1.0,0.8536931707456497,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\arrays\phase_a\PV003_380_384\pv003_380_384_384_raw_decode.npz,9790439aafd352e5a3c10ec48cadbca39e433a2b8abaaa1dab676c4d5ab3a3dd
PV003_380_384,384,S0gray_scalar,gray_scalar,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000384.png,6564eedb15b0820df4647ece7a73b1fc83a68756e399d64ea0b28b6953a43834,sar_display_px,1334x2308,uint8,0.0,253.0,23.972652322019233,33.0,0.0,33.0,41.0,43.0,46.0,48.0,52.0,0.392991978880577,1.0,0.8536931707456497,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\arrays\phase_a\PV003_380_384\pv003_380_384_384_raw_decode.npz,9790439aafd352e5a3c10ec48cadbca39e433a2b8abaaa1dab676c4d5ab3a3dd
PV003_380_384,384,S0display_clip_0_85,display_clip_0_85,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000384.png,6564eedb15b0820df4647ece7a73b1fc83a68756e399d64ea0b28b6953a43834,sar_display_px,1334x2308,uint8,0.0,255.0,71.89639679726861,99.0,0.0,99.0,123.0,129.0,138.0,144.0,156.0,0.392991978880577,1.0,0.8536931707456497,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\arrays\phase_a\PV003_380_384\pv003_380_384_384_raw_decode.npz,9790439aafd352e5a3c10ec48cadbca39e433a2b8abaaa1dab676c4d5ab3a3dd
PV003_380_384,384,S0imaging_valid_mask,imaging_valid_mask,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000384.png,6564eedb15b0820df4647ece7a73b1fc83a68756e399d64ea0b28b6953a43834,sar_display_px,1334x2308,bool,0.0,1.0,0.8536931707456497,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1463068292543503,1.0,0.8536931707456497,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\arrays\phase_a\PV003_380_384\pv003_380_384_384_raw_decode.npz,9790439aafd352e5a3c10ec48cadbca39e433a2b8abaaa1dab676c4d5ab3a3dd
PV002_337_341,337-341,S04_S07_COORDINATE_STACK,RAW_SAR_DISPLAY.image_stack,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000337.png;D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000338.png;D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000339.png;D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000340.png;D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000341.png,MULTI_SOURCE_SEE_OUTPUT_MANIFEST,RAW_SAR_DISPLAY,5x1334x2308,uint8,0.0,255.0,29.116211066910218,39.0,0.0,39.0,50.0,52.0,57.0,61.0,66.0,0.3925146612135873,1.0,0.8536931707456497,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\arrays\phase_b\coordinate_stacks\PV002_337_341\pv002_337_341_raw_sar_display.npz,3205c43155aacba8a41805e907a7a5596b7c3d69536725167342db16b28fd1b7
PV002_337_341,337-341,S04_S07_COORDINATE_STACK,RAW_SAR_DISPLAY.valid_source_stack,imaging_valid_mask+transform,7bdfbc5417db5f96405751d7503973f16db85957cf9aa0c6a8f30975cc0502ef,RAW_SAR_DISPLAY,5x1334x2308,bool,0.0,1.0,0.8536931707456497,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1463068292543503,1.0,0.8536931707456497,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\arrays\phase_b\coordinate_stacks\PV002_337_341\pv002_337_341_raw_sar_display.npz,3205c43155aacba8a41805e907a7a5596b7c3d69536725167342db16b28fd1b7
