frame,stage,region_id,region_role,lower_main_segment_count,upper_segment_count,hotspot_count,main_band_present,main_band_center_x_relative_px,main_band_center_y_relative_px,main_band_horizontal_span_px,main_band_mean_robust_z,upper_response_present,upper_center_x_relative_px,upper_center_y_relative_px,upper_to_main_dx_px,upper_to_main_dy_px,left_endpoint_hotspot_present,right_endpoint_hotspot_present,multi_part_relation_present,relation_representation
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1,5,70,true,83.51591448931117,13.343467933491695,264.0,4.089688777923584,true,141.41215469613257,-19.662983425414367,57.8962402068214,-33.00645135890606,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
330,WEAK_DISTRIBUTED_330_338,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,2,3,44,true,67.4090909090909,1.2511363636363626,159.0,4.559404373168945,true,83.85013623978202,-17.21525885558583,16.44104533069111,-18.466395219222193,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
330,WEAK_DISTRIBUTED_330_338,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1,8,100,true,84.42958078191236,13.304757418747045,268.0,4.089326858520508,true,141.51929437706724,-19.614112458654915,57.089713595154876,-32.91886987740196,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
330,WEAK_DISTRIBUTED_330_338,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,0,3,44,false,,,,,true,-105.30023828435266,-37.0945194598888,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
330,WEAK_DISTRIBUTED_330_338,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,0,3,11,false,,,,,true,119.09756097560978,-28.31707317073171,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
330,WEAK_DISTRIBUTED_330_338,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,2,0,32,true,3.6763005780346703,49.10404624277456,86.0,2.9732179641723633,false,,,,,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
331,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1,5,62,true,84.56652217405804,14.160720240080025,267.0,4.869422435760498,true,140.54788732394366,-21.076056338028167,55.98136514988562,-35.23677657810819,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
331,WEAK_DISTRIBUTED_330_338,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,2,2,43,true,73.41334569045412,2.06950880444856,160.0,5.2894487380981445,true,63.90448343079922,-18.87017543859649,-9.508862259654904,-20.93968424304505,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
331,WEAK_DISTRIBUTED_330_338,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1,5,122,true,89.04965392717423,13.443575082756553,271.0,4.852963924407959,true,118.91401134875599,-19.1239633347883,29.864357421581758,-32.56753841754485,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
331,WEAK_DISTRIBUTED_330_338,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,0,2,54,false,,,,,true,-105.90359562272016,-38.911412193850964,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
331,WEAK_DISTRIBUTED_330_338,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,0,3,20,false,,,,,true,114.22910216718265,-29.699690402476783,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
331,WEAK_DISTRIBUTED_330_338,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1,3,72,true,-17.70506108202443,44.76265270506107,172.0,3.265727996826172,true,-14.386363636363626,-24.81818181818182,3.3186974456608027,-69.58083452324288,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
332,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1,3,70,true,90.26851234156106,14.716811207471636,263.0,4.674339771270752,true,124.15956439393938,-20.24053030303031,33.89105205237831,-34.95734151050195,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
332,WEAK_DISTRIBUTED_330_338,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,3,2,44,true,39.626262626262616,-3.2707070707070756,88.0,5.938697338104248,true,67.50431843785205,-20.191888847164854,27.878055811589434,-16.92118177645778,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
332,WEAK_DISTRIBUTED_330_338,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1,4,115,true,90.91865869853916,13.960491367861891,270.0,4.691651821136475,true,122.24018058690746,-20.058690744920995,31.321521888368295,-34.019182112782886,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
332,WEAK_DISTRIBUTED_330_338,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,0,3,58,false,,,,,true,-87.77360263034288,-37.566463128229216,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
332,WEAK_DISTRIBUTED_330_338,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,0,2,18,false,,,,,true,113.10288065843622,-29.11522633744856,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
332,WEAK_DISTRIBUTED_330_338,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1,1,26,true,10.990476190476187,48.780952380952385,69.0,2.9260051250457764,true,140.68124999999998,-58.84375,129.6907738095238,-107.62470238095239,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
