case_id,frame,coordinate_family,channel,background_subtype,method,positive_count,negative_count,auc,unresolved_median
PV002_337_341,339,RAW_SAR_DISPLAY,raw_display_intensity,all_background,exact_rank_mann_whitney,1477,4205,0.494700106,
PV002_337_341,339,RAW_SAR_DISPLAY,raw_display_intensity,all_background,legacy_first3000_flattened,1477,4205,0.462282216,
PV002_337_341,339,RAW_SAR_DISPLAY,raw_display_intensity,all_background,fixed_seed_uniform_3000,1477,4205,0.493517942,
PV002_337_341,339,RAW_SAR_DISPLAY,raw_display_intensity,all_background,spatial_stratified_4x4,1477,4205,0.468396182,
PV002_337_341,339,RAW_SAR_DISPLAY,raw_display_intensity,vertical_line,exact_rank_mann_whitney,1477,911,0.483922895,
PV002_337_341,339,RAW_SAR_DISPLAY,raw_display_intensity,vertical_line,legacy_first3000_flattened,1477,911,0.483922895,
PV002_337_341,339,RAW_SAR_DISPLAY,raw_display_intensity,vertical_line,fixed_seed_uniform_3000,1477,911,0.483922895,
PV002_337_341,339,RAW_SAR_DISPLAY,raw_display_intensity,vertical_line,spatial_stratified_4x4,1477,911,0.504813559,
PV002_337_341,339,RAW_SAR_DISPLAY,raw_display_intensity,fan_arc,exact_rank_mann_whitney,1477,2415,0.555299128,
PV002_337_341,339,RAW_SAR_DISPLAY,raw_display_intensity,fan_arc,legacy_first3000_flattened,1477,2415,0.555299128,
PV002_337_341,339,RAW_SAR_DISPLAY,raw_display_intensity,fan_arc,fixed_seed_uniform_3000,1477,2415,0.555299128,
PV002_337_341,339,RAW_SAR_DISPLAY,raw_display_intensity,fan_arc,spatial_stratified_4x4,1477,2415,0.579437500,
PV002_337_341,339,RAW_SAR_DISPLAY,raw_display_intensity,clutter,exact_rank_mann_whitney,1477,928,0.353512843,
PV002_337_341,339,RAW_SAR_DISPLAY,raw_display_intensity,clutter,legacy_first3000_flattened,1477,928,0.353512843,
PV002_337_341,339,RAW_SAR_DISPLAY,raw_display_intensity,clutter,fixed_seed_uniform_3000,1477,928,0.353512843,
PV002_337_341,339,RAW_SAR_DISPLAY,raw_display_intensity,clutter,spatial_stratified_4x4,1477,928,0.330010331,
PV002_337_341,339,RAW_SAR_DISPLAY,raw_display_intensity,hotspot,UNRESOLVED_NO_FROZEN_HOTSPOT_CONTROL_IN_PRIMARY_ATLAS,1477,0,,
PV002_337_341,339,RAW_SAR_DISPLAY,raw_display_intensity,unresolved_distribution_not_auc_negative,distribution_only,1477,5712,,60.000000000
PV002_337_341,339,RAW_SAR_DISPLAY,local_contrast_31,all_background,exact_rank_mann_whitney,1477,4205,0.533290075,
PV002_337_341,339,RAW_SAR_DISPLAY,local_contrast_31,all_background,legacy_first3000_flattened,1477,4205,0.531053374,
PV002_337_341,339,RAW_SAR_DISPLAY,local_contrast_31,all_background,fixed_seed_uniform_3000,1477,4205,0.533159783,
PV002_337_341,339,RAW_SAR_DISPLAY,local_contrast_31,all_background,spatial_stratified_4x4,1477,4205,0.519685754,
PV002_337_341,339,RAW_SAR_DISPLAY,local_contrast_31,vertical_line,exact_rank_mann_whitney,1477,911,0.549770837,
PV002_337_341,339,RAW_SAR_DISPLAY,local_contrast_31,vertical_line,legacy_first3000_flattened,1477,911,0.549770837,
PV002_337_341,339,RAW_SAR_DISPLAY,local_contrast_31,vertical_line,fixed_seed_uniform_3000,1477,911,0.549770837,
PV002_337_341,339,RAW_SAR_DISPLAY,local_contrast_31,vertical_line,spatial_stratified_4x4,1477,911,0.542826271,
PV002_337_341,339,RAW_SAR_DISPLAY,local_contrast_31,fan_arc,exact_rank_mann_whitney,1477,2415,0.540573542,
PV002_337_341,339,RAW_SAR_DISPLAY,local_contrast_31,fan_arc,legacy_first3000_flattened,1477,2415,0.540573542,
PV002_337_341,339,RAW_SAR_DISPLAY,local_contrast_31,fan_arc,fixed_seed_uniform_3000,1477,2415,0.540573542,
PV002_337_341,339,RAW_SAR_DISPLAY,local_contrast_31,fan_arc,spatial_stratified_4x4,1477,2415,0.560987500,
PV002_337_341,339,RAW_SAR_DISPLAY,local_contrast_31,clutter,exact_rank_mann_whitney,1477,928,0.500311894,
PV002_337_341,339,RAW_SAR_DISPLAY,local_contrast_31,clutter,legacy_first3000_flattened,1477,928,0.500311894,
PV002_337_341,339,RAW_SAR_DISPLAY,local_contrast_31,clutter,fixed_seed_uniform_3000,1477,928,0.500311894,
PV002_337_341,339,RAW_SAR_DISPLAY,local_contrast_31,clutter,spatial_stratified_4x4,1477,928,0.484984504,
PV002_337_341,339,RAW_SAR_DISPLAY,local_contrast_31,hotspot,UNRESOLVED_NO_FROZEN_HOTSPOT_CONTROL_IN_PRIMARY_ATLAS,1477,0,,
PV002_337_341,339,RAW_SAR_DISPLAY,local_contrast_31,unresolved_distribution_not_auc_negative,distribution_only,1477,5712,,-0.885534286
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,all_background,exact_rank_mann_whitney,1477,4205,0.529938084,
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,all_background,legacy_first3000_flattened,1477,4205,0.525877793,
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,all_background,fixed_seed_uniform_3000,1477,4205,0.528871925,
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,all_background,spatial_stratified_4x4,1477,4205,0.521873836,
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,vertical_line,exact_rank_mann_whitney,1477,911,0.534959760,
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,vertical_line,legacy_first3000_flattened,1477,911,0.534959760,
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,vertical_line,fixed_seed_uniform_3000,1477,911,0.534959760,
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,vertical_line,spatial_stratified_4x4,1477,911,0.540966102,
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,fan_arc,exact_rank_mann_whitney,1477,2415,0.538165746,
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,fan_arc,legacy_first3000_flattened,1477,2415,0.538165746,
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,fan_arc,fixed_seed_uniform_3000,1477,2415,0.538165746,
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,fan_arc,spatial_stratified_4x4,1477,2415,0.555578125,
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,clutter,exact_rank_mann_whitney,1477,928,0.506110942,
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,clutter,legacy_first3000_flattened,1477,928,0.506110942,
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,clutter,fixed_seed_uniform_3000,1477,928,0.506110942,
