case_id,state_mode,scene,sar_frame_index,pair_dx_px,pair_dy_px,cumulative_dx_px,cumulative_dy_px,transport_response,transport_method,eligible_background_tile_count,fit_background_tile_count,holdout_background_tile_count,fit_dx_mad_px,fit_dy_mad_px,holdout_residual_median_px,holdout_residual_max_px,fallback_used,active_identity_count,active_shells_excluded
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,295,0.0,0.0,0.0,0.0,1.0,REFERENCE_FRAME,0,0,0,0.0,0.0,0.0,0.0,false,1,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,296,5.928020420419983,0.08364901379954404,5.928020420419983,0.08364901379954404,0.6155953568440896,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,20,15,5,1.0884172126460214,0.7539381313755769,1.137107396362991,1.9428179849313754,false,1,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,297,6.9476458305454685,-0.30501482946456804,12.875666250965452,-0.221365815665024,0.659308276353059,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,20,15,5,0.9389234708930019,0.6927476124476186,0.8749796417434591,2.7129640506001222,false,1,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,298,6.2163587007480885,-0.1724049922662232,19.09202495171354,-0.3937708079312472,0.6663194601182585,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,20,15,5,0.9329211047130457,0.9393534126769794,1.4690890725117873,2.783979535336359,false,1,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,299,6.418430666288515,0.004372834961344552,25.510455618002055,-0.38939797296990264,0.7332030040246469,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,20,15,5,0.6980018755635342,0.9707813030548209,1.497095010468297,2.5011720570822096,false,1,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,300,6.123927799463928,0.3147836957182619,31.634383417465983,-0.07461427725164071,0.5915207809872097,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,20,15,5,0.7859576400436197,0.9544921635487071,0.9124874025181319,1.4898578347973044,false,1,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,301,5.7466920804403685,-0.22971401681772363,37.38107549790635,-0.30432829406936435,0.6619831138186985,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,20,15,5,1.0073853910876096,0.4208544371237508,1.740356695253413,1.9278591225565451,false,1,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,302,5.914521933484565,-0.20137656459201025,43.29559743139092,-0.5057048586613746,0.6346263642664309,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,20,15,5,0.7002272167353851,0.5574496187817601,1.4394473952780868,1.9719233589146725,false,1,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,303,6.509593424577403,-0.538615707833273,49.80519085596832,-1.0443205664946476,0.6155957436362902,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,14,4,0.7555497338354513,0.7080113397984178,1.1834843939742723,3.732373207827323,false,2,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,304,6.1959211074691325,0.03843119883718771,56.00111196343745,-1.0058893676574598,0.549999573495653,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,14,4,0.7010354527247955,1.35579556851782,0.7498756627148467,1.7013945780606565,false,2,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,305,5.759215674330733,0.05942346554294886,61.760327637768185,-0.946465902114511,0.6434976242515775,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,14,4,1.002752343389588,0.5151784584577825,1.4253333965365127,1.8088988557262464,false,2,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,306,6.189126465768396,0.12492767377638359,67.94945410353658,-0.8215382283381274,0.5309869402647018,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,14,4,0.5239573527823609,0.8125980348481505,1.569611338674337,2.0885611720768833,false,2,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,307,6.113852176533754,0.17701620030160825,74.06330628007034,-0.6445220280365191,0.5861973710910038,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,14,4,1.0153038298160766,0.7932415694430546,1.4173092755230636,2.3086627482408115,false,2,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,308,6.187713106132662,0.035810605876037016,80.251019386203,-0.6087114221604821,0.6103484732133371,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,17,13,4,0.5155114091888038,0.3330000040564869,0.9665223084278676,4.186955308124284,false,2,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,309,5.663104086110806,-0.10586621485680325,85.9141234723138,-0.7145776370172854,0.56171425514751,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,14,4,0.6026938111533582,0.7673854398496616,1.4681366944080905,1.7768703901309222,false,2,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,310,5.898813382336783,0.5031210366383903,91.81293685465059,-0.21145660037889513,0.602514464713909,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,1.0680247801284963,0.6356157571626824,1.385168577672357,2.125210386102078,false,2,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,311,6.332274936998303,-0.2884993307881274,98.14521179164889,-0.4999559311670225,0.6046018034219742,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.649661363338339,0.3411055171876143,0.9631172306592787,1.5344457797972995,false,2,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,312,7.018446333524821,-0.023782959160826067,105.16365812517371,-0.5237388903278486,0.5583989602548105,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,20,15,5,0.7906422773397708,0.5807736260542242,1.0002675465068034,1.2781185884472392,false,2,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,313,6.050018736666146,-0.32687036659325486,111.21367686183986,-0.8506092569211035,0.5925623249124597,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,20,15,5,0.46297790342634926,0.5875976989352409,0.5485920808048668,2.8665903279175278,false,2,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,314,6.414897012583452,-0.7139655636525504,117.62857387442331,-1.5645748205736538,0.6278653275083612,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,20,15,5,0.7803962429071021,0.97133338996764,1.428336886121223,3.2688971960461535,false,2,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,315,6.224182338613019,-0.29491776148935855,123.85275621303633,-1.8594925820630124,0.6027787778112623,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,17,13,4,0.8270541379596636,0.41157097282419386,0.664924681904054,1.0716130978829395,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,316,5.386952458392642,0.2774960498414032,129.23970867142896,-1.5819965322216092,0.6010045980965649,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,17,13,4,1.282333566708985,0.9309831506383262,1.8119454829397799,2.004844791518211,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,317,6.059128229888529,0.023957645170781916,135.2988369013175,-1.5580388870508273,0.5826468745867411,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,17,13,4,1.0016550303526515,0.8786110940582716,1.7925961878135557,1.8461889193461032,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,318,5.959644462327532,-0.1959327298535527,141.25848136364502,-1.75397161690438,0.6210194426554221,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,13,5,0.3482180471769709,0.7787347818960484,1.7803469573514599,3.2668663448591677,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,319,5.879267611668993,-0.42801991505196213,147.13774897531403,-2.181991531956342,0.5551814879532213,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.7408111577464496,1.0150570573351558,1.212642178870617,2.5886705286468388,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,320,5.996028948855795,0.33601712773257475,153.1337779241698,-1.8459744042237674,0.6347991124214949,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,14,4,1.0827712907026097,0.6746294042811769,1.4143127995694327,1.7514956159250137,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,321,6.02965618787988,-0.0825271409456434,159.16343411204969,-1.9285015451694107,0.6182209665576617,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,14,4,0.4516424188256707,1.042476487884855,1.2138575128850544,2.4739756729218034,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,322,5.652001199864117,-0.41096171113807145,164.8154353119138,-2.339463256307482,0.6537032675875558,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.3774517273656528,0.4440320411629557,1.8366043515865151,3.0515907496400807,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,323,6.038412899742383,-0.49758645709151494,170.85384821165619,-2.837049713398997,0.5972396861623834,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.6077662523402267,0.6496989169092728,1.6803934610920632,3.351391433563949,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,324,6.159836474152371,-0.3094895774735136,177.01368468580856,-3.1465392908725107,0.6340481942450559,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.36182619476817024,0.5915306807887646,1.773861518383657,2.881667418621255,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,325,5.800204017016398,-0.3459214560415944,182.81388870282495,-3.492460746914105,0.5656243366223794,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,1.0845946502420531,1.0254967415887961,1.9776846544609448,2.014339813105168,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,326,6.200803640043233,-0.3504954633399393,189.0146923428682,-3.8429562102540444,0.5636326170629925,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.5975989246482385,0.7200272909164624,1.628539778829553,3.667174479329733,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,327,6.427324027514345,-0.22377714693286066,195.44201637038253,-4.066733357186905,0.5827995147263563,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.5327472570356662,0.6247532566339515,1.3411284457543617,3.2180802733978644,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,328,5.573429581537454,0.1106261227653107,201.01544595192,-3.9561072344215944,0.6337928841114044,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,1.0152437248743098,0.3532954714268186,1.7479216190324771,3.1485959393807286,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,329,6.037469347794286,0.27141176242096776,207.05291529971427,-3.6846954720006266,0.6141095494076058,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.6111872577849624,0.8842539032094834,1.5750849655306327,2.518547417560861,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,330,5.518254255307923,-0.44350337039287524,212.5711695550222,-4.128198842393502,0.6405552328736694,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,14,4,0.8745359748888859,0.8335375958128992,1.585399084291542,2.1825854268647085,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,331,5.477920526759576,-0.3163104538903809,218.0490900817818,-4.444509296283883,0.5651176091697481,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,14,4,0.905021411050754,0.7412025143771928,1.8618891004907032,2.3366713310064737,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,332,5.776272129344221,-0.834794453073215,223.82536221112602,-5.279303749357098,0.49702264578254135,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,17,13,4,0.8833173606860214,1.0088221840525478,1.8795209322757653,3.6038180993124143,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,333,6.069992486064223,-0.27973419733478977,229.89535469719024,-5.5590379466918876,0.6281743007677573,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,17,13,4,0.7413848913325864,0.9853323703367494,1.549981242842269,2.041351672384074,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,334,6.256536355309123,0.018662685912204324,236.15189105249937,-5.540375260779683,0.5928881415614375,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,17,13,4,0.7622574104832154,0.6623579986075754,1.4088036046810353,1.9624700058795002,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,335,5.844838315643727,-0.32812399595280795,241.9967293681431,-5.868499256732491,0.6152149324063901,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,17,13,4,0.5820165637823891,0.8218593531727265,1.9698914508996765,2.861472219468212,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,336,5.702550900115796,-0.13090629014391197,247.6992802682589,-5.999405546876403,0.6295023145499052,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,17,13,4,1.0625471452653414,0.4324274510643704,1.677015037438858,2.4547331600899533,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,337,6.102379257127097,-0.427358922108823,253.801659525386,-6.426764468985226,0.5960581953878756,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,17,13,4,0.6302957559433651,0.7295888401434354,1.3185109057664073,1.9063376449813656,false,3,true
