scene,edge_id,source_atomic_tracklet_id,target_atomic_tracklet_id,frame_gap,motion_extrapolation_residual,color_distance,appearance_cosine_distance,shape_scale_inconsistency,gap_penalty_component,boundary_support,competition_observation_count,detector_source_change,shared_tracker_support,missing_feature_count,turnover_reset_penalty,total_integer_cost,selected_by_solver,decision_reason,hard_feasibility
GM_RM011,GM_RM011:E000001,GM_RM011:AT0001,GM_RM011:AT0063,0,0.364046,0.115253,0.180504,0.568812,0.0,1.0,3,true,[],0,0,57,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000002,GM_RM011:AT0001,GM_RM011:AT0067,4,0.97916,0.087826,0.248852,3.0,0.095238,1.0,1,true,[],0,0,154,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000003,GM_RM011:AT0001,GM_RM011:AT0038,5,0.986797,0.090663,0.306029,3.0,0.119048,1.0,5,true,[],0,0,159,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000004,GM_RM011:AT0001,GM_RM011:AT0069,8,1.382266,0.111419,0.304805,3.0,0.190476,1.0,15,true,[],0,0,186,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000005,GM_RM011:AT0001,GM_RM011:AT0004,8,1.119383,0.107552,0.272828,2.880693,0.190476,1.0,7,false,[],0,240,398,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000006,GM_RM011:AT0001,GM_RM011:AT0039,9,1.181113,0.108732,0.27041,3.0,0.214286,1.0,10,true,[],0,240,414,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000007,GM_RM011:AT0001,GM_RM011:AT0034,12,1.452514,0.134361,0.271782,3.0,0.285714,1.0,15,true,[],0,0,194,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000008,GM_RM011:AT0001,GM_RM011:AT0070,13,1.551751,0.160906,0.300304,3.0,0.309524,1.0,16,true,[],0,240,444,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000009,GM_RM011:AT0001,GM_RM011:AT0005,13,1.567335,0.194918,0.201639,2.983813,0.309524,1.0,16,false,[],0,240,432,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000010,GM_RM011:AT0001,GM_RM011:AT0071,14,4.0,0.167497,0.207191,0.722288,0.333333,1.0,43,false,[],0,240,460,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000011,GM_RM011:AT0001,GM_RM011:AT0072,14,4.0,0.167497,0.207191,0.708237,0.333333,1.0,43,true,[],0,240,467,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000012,GM_RM011:AT0001,GM_RM011:AT0035,14,1.583802,0.197811,0.201647,2.980289,0.333333,1.0,18,true,[],0,240,442,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000013,GM_RM011:AT0001,GM_RM011:AT0007,15,3.811061,0.033046,0.212068,0.835008,0.357143,1.0,45,false,[],0,240,456,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000014,GM_RM011:AT0001,GM_RM011:AT0040,15,3.790422,0.028792,0.2079,0.844606,0.357143,1.0,45,true,[],0,240,464,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000015,GM_RM011:AT0001,GM_RM011:AT0043,24,3.252528,0.09101,0.288036,2.097332,0.571429,1.0,41,true,[],0,240,513,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000016,GM_RM011:AT0001,GM_RM011:AT0006,26,4.0,0.070046,0.160054,1.56427,0.619048,1.0,19,false,[],0,240,485,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000017,GM_RM011:AT0001,GM_RM011:AT0036,26,4.0,0.070046,0.160054,1.553716,0.619048,1.0,19,true,[],0,240,493,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000018,GM_RM011:AT0001,GM_RM011:AT0041,26,3.255616,0.149133,0.210172,2.416125,0.619048,1.0,39,true,[],0,240,520,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000019,GM_RM011:AT0001,GM_RM011:AT0008,26,3.221508,0.104588,0.222734,2.437937,0.619048,1.0,39,false,[],0,240,511,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000020,GM_RM011:AT0001,GM_RM011:AT0073,32,4.0,0.131914,0.259254,1.428434,0.761905,1.0,49,false,[],0,240,500,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000021,GM_RM011:AT0001,GM_RM011:AT0074,33,4.0,0.097949,0.256191,0.436524,0.785714,1.0,53,true,[],0,240,485,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000022,GM_RM011:AT0001,GM_RM011:AT0009,34,4.0,0.16823,0.273124,0.496209,0.809524,1.0,55,false,[],0,240,485,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000023,GM_RM011:AT0001,GM_RM011:AT0044,35,4.0,0.0906,0.377026,0.594518,0.833333,1.0,57,true,[],0,240,500,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000024,GM_RM011:AT0002,GM_RM011:AT0065,2,0.699237,0.167069,0.184283,1.586816,0.047619,1.0,10,false,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",0,0,16,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000025,GM_RM011:AT0002,GM_RM011:AT0066,2,0.448531,0.203547,0.147111,2.228754,0.047619,1.0,4,false,[],0,0,96,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000026,GM_RM011:AT0002,GM_RM011:AT0003,3,0.736014,0.211075,0.153662,1.406893,0.071429,1.0,14,false,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",0,0,15,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000027,GM_RM011:AT0002,GM_RM011:AT0067,4,0.605245,0.190523,0.147111,0.532684,0.095238,1.0,5,true,[],0,0,76,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000028,GM_RM011:AT0002,GM_RM011:AT0038,5,0.676055,0.189126,0.143905,0.409134,0.119048,1.0,9,true,[],0,0,78,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000029,GM_RM011:AT0002,GM_RM011:AT0069,8,1.183806,0.195402,0.187449,0.276354,0.190476,1.0,31,true,[],0,0,110,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000030,GM_RM011:AT0002,GM_RM011:AT0004,8,0.933724,0.191645,0.157677,0.225838,0.190476,1.0,15,false,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",0,0,5,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000031,GM_RM011:AT0002,GM_RM011:AT0039,9,1.04911,0.193477,0.16507,0.298451,0.214286,1.0,18,true,"[""YOLO26l:bytetrack:bt_0001""]",0,240,263,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000032,GM_RM011:AT0002,GM_RM011:AT0034,12,1.393254,0.180601,0.193431,0.467653,0.285714,1.0,23,true,"[""YOLO26l:botsort:bs_0001""]",0,0,51,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000033,GM_RM011:AT0002,GM_RM011:AT0070,13,1.491579,0.146956,0.225342,0.465297,0.309524,1.0,24,true,"[""YOLO26l:bytetrack:bt_0001""]",0,240,298,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000034,GM_RM011:AT0002,GM_RM011:AT0005,13,1.493302,0.114698,0.133101,0.480964,0.309524,1.0,24,false,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",0,240,282,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000035,GM_RM011:AT0002,GM_RM011:AT0071,14,3.078279,0.430998,0.25894,2.562581,0.333333,1.0,19,false,[],0,240,519,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000036,GM_RM011:AT0002,GM_RM011:AT0072,14,3.083361,0.430998,0.25894,2.550737,0.333333,1.0,19,true,[],0,240,527,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000037,GM_RM011:AT0002,GM_RM011:AT0035,14,1.577619,0.112159,0.134466,0.371469,0.333333,1.0,26,true,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",0,240,293,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000038,GM_RM011:AT0002,GM_RM011:AT0007,15,3.063231,0.292496,0.195563,2.38493,0.357143,1.0,20,false,[],0,240,504,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000039,GM_RM011:AT0002,GM_RM011:AT0040,15,3.053175,0.289706,0.193419,2.374308,0.357143,1.0,20,true,[],0,240,512,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000040,GM_RM011:AT0002,GM_RM011:AT0043,24,3.491678,0.326126,0.253102,0.733652,0.571429,1.0,25,true,[],0,240,492,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000041,GM_RM011:AT0002,GM_RM011:AT0006,26,3.62573,0.24,0.20062,1.266714,0.619048,1.0,43,false,"[""YOLO26l:botsort:bs_0001""]",0,240,411,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000042,GM_RM011:AT0002,GM_RM011:AT0036,26,3.627885,0.24,0.20062,1.277268,0.619048,1.0,43,true,"[""YOLO26l:botsort:bs_0001""]",0,240,419,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000043,GM_RM011:AT0002,GM_RM011:AT0041,26,3.593565,0.132754,0.112691,0.414859,0.619048,1.0,29,true,[],0,240,467,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000044,GM_RM011:AT0002,GM_RM011:AT0008,26,3.572314,0.183194,0.130868,0.393046,0.619048,1.0,29,false,[],0,240,463,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000045,GM_RM011:AT0002,GM_RM011:AT0073,32,4.0,0.349099,0.340628,3.0,0.761905,1.0,40,false,[],0,240,553,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000046,GM_RM011:AT0002,GM_RM011:AT0074,33,4.0,0.298182,0.292896,3.0,0.785714,1.0,44,true,[],0,240,556,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000047,GM_RM011:AT0002,GM_RM011:AT0009,34,4.0,0.123957,0.202685,2.708608,0.809524,1.0,44,false,[],0,240,528,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000048,GM_RM011:AT0002,GM_RM011:AT0044,35,4.0,0.205882,0.328243,2.413441,0.833333,1.0,45,true,[],0,240,544,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000049,GM_RM011:AT0037,GM_RM011:AT0063,0,0.360328,0.115253,0.180504,0.553207,0.0,1.0,3,false,[],0,0,48,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000050,GM_RM011:AT0037,GM_RM011:AT0067,4,0.968305,0.087826,0.248852,3.0,0.095238,1.0,1,false,[],0,0,145,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000051,GM_RM011:AT0037,GM_RM011:AT0038,5,0.972766,0.090663,0.306029,3.0,0.119048,1.0,5,false,[],0,0,151,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
