frame,stage,region_id,region_role,center_x_stabilized_px,center_y_stabilized_px,width_px,height_px,moving_gt_center,valid_fraction,local_background_median,local_background_mad,mean_intensity,positive_response_fraction,edge_density,radial_distance_from_fan_apex_px,same_stabilization_and_interpolation,gt_inside_outside_pixel_label_used
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1050.984,1025.79,380,230,true,1.0,38.0,5.0,38.861121281464534,0.0389816933638444,0.9131578947368421,324.9703068835675,true,false
330,WEAK_DISTRIBUTED_330_338,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,1050.984,1038.79,300,150,false,1.0,38.0,5.0,39.49933333333333,0.05128888888888889,0.9114222222222222,312.6679394437492,true,false
330,WEAK_DISTRIBUTED_330_338,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1050.984,1025.79,520,300,false,1.0,38.0,5.0,37.831339743589744,0.03103846153846154,0.8999230769230769,324.9703068835675,true,false
330,WEAK_DISTRIBUTED_330_338,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,1405.0,1000.0,300,150,false,1.0,38.0,5.0,39.14028888888889,0.03495555555555555,0.9173555555555556,417.80019147913276,true,false
330,WEAK_DISTRIBUTED_330_338,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,735.0,1000.0,300,150,false,1.0,36.0,5.0,33.03611111111111,0.005022222222222222,0.8269555555555556,535.8329963710709,true,false
330,WEAK_DISTRIBUTED_330_338,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1100.0,755.0,300,150,false,1.0,38.0,5.0,38.485644444444446,0.008911111111111111,0.9183777777777777,581.5126825788067,true,false
331,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1054.312097084513,1024.9912988347096,380,230,true,1.0,35.0,3.0,35.844599542334095,0.059130434782608696,0.8298283752860411,324.6907072639242,true,false
331,WEAK_DISTRIBUTED_330_338,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,1050.984,1038.79,300,150,false,1.0,35.0,3.0,36.355777777777774,0.07408888888888888,0.8274888888888889,312.6679394437492,true,false
331,WEAK_DISTRIBUTED_330_338,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1050.984,1025.79,520,300,false,1.0,34.0,3.0,34.99051923076923,0.05466666666666667,0.8203333333333334,324.9703068835675,true,false
331,WEAK_DISTRIBUTED_330_338,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,1405.0,1000.0,300,150,false,1.0,35.0,3.0,36.129777777777775,0.05846666666666667,0.8479111111111111,417.80019147913276,true,false
331,WEAK_DISTRIBUTED_330_338,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,735.0,1000.0,300,150,false,1.0,33.0,3.0,30.959044444444444,0.0142,0.7625111111111111,535.8329963710709,true,false
331,WEAK_DISTRIBUTED_330_338,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1100.0,755.0,300,150,false,1.0,36.0,3.0,35.889,0.025155555555555556,0.8586666666666667,581.5126825788067,true,false
332,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1049.848299015685,1024.5444706247608,380,230,true,1.0,33.0,3.0,34.360400457665904,0.061464530892448514,0.835091533180778,326.5123297500964,true,false
332,WEAK_DISTRIBUTED_330_338,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,1050.984,1038.79,300,150,false,1.0,33.0,3.0,34.87544444444445,0.0767111111111111,0.8323111111111111,312.6679394437492,true,false
332,WEAK_DISTRIBUTED_330_338,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1050.984,1025.79,520,300,false,1.0,33.0,3.0,33.620474358974356,0.0498974358974359,0.827602564102564,324.9703068835675,true,false
332,WEAK_DISTRIBUTED_330_338,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,1405.0,1000.0,300,150,false,1.0,34.0,3.0,34.64942222222222,0.0514,0.8539555555555556,417.80019147913276,true,false
332,WEAK_DISTRIBUTED_330_338,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,735.0,1000.0,300,150,false,1.0,32.0,3.0,29.995444444444445,0.010844444444444445,0.7830666666666667,535.8329963710709,true,false
332,WEAK_DISTRIBUTED_330_338,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1100.0,755.0,300,150,false,1.0,35.0,4.0,34.660177777777776,0.010088888888888889,0.8631333333333333,581.5126825788067,true,false
333,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1054.4874799746283,1024.2181140413609,380,230,true,1.0,35.0,3.0,36.13663615560641,0.06169336384439359,0.8303318077803203,325.3729529476771,true,false
333,WEAK_DISTRIBUTED_330_338,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,1050.984,1038.79,300,150,false,1.0,35.0,3.0,36.595733333333335,0.07491111111111111,0.8278888888888889,312.6679394437492,true,false
333,WEAK_DISTRIBUTED_330_338,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1050.984,1025.79,520,300,false,1.0,34.0,3.0,35.39482692307692,0.05821153846153846,0.8242051282051283,324.9703068835675,true,false
333,WEAK_DISTRIBUTED_330_338,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,1405.0,1000.0,300,150,false,1.0,35.0,3.0,36.38455555555556,0.06315555555555556,0.8515777777777778,417.80019147913276,true,false
333,WEAK_DISTRIBUTED_330_338,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,735.0,1000.0,300,150,false,1.0,33.0,3.0,31.754377777777776,0.014466666666666666,0.7860666666666667,535.8329963710709,true,false
333,WEAK_DISTRIBUTED_330_338,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1100.0,755.0,300,150,false,1.0,36.0,3.0,36.29655555555556,0.027577777777777777,0.8644666666666667,581.5126825788067,true,false
334,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1052.5282709658595,1025.636278305511,380,230,true,1.0,38.0,4.0,39.00758581235698,0.05350114416475973,0.8834782608695653,324.6300920285337,true,false
334,WEAK_DISTRIBUTED_330_338,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,1050.984,1038.79,300,150,false,1.0,38.0,4.0,39.623044444444446,0.06644444444444444,0.8798888888888889,312.6679394437492,true,false
334,WEAK_DISTRIBUTED_330_338,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1050.984,1025.79,520,300,false,1.0,37.0,4.0,38.174615384615386,0.047538461538461536,0.8775384615384615,324.9703068835675,true,false
334,WEAK_DISTRIBUTED_330_338,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,1405.0,1000.0,300,150,false,1.0,38.0,4.0,38.9208,0.045844444444444445,0.8961111111111111,417.80019147913276,true,false
334,WEAK_DISTRIBUTED_330_338,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,735.0,1000.0,300,150,false,1.0,36.0,4.0,34.300022222222225,0.008866666666666667,0.8409333333333333,535.8329963710709,true,false
334,WEAK_DISTRIBUTED_330_338,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1100.0,755.0,300,150,false,1.0,39.0,4.0,38.93842222222222,0.0146,0.9034666666666666,581.5126825788067,true,false
335,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1053.0501476132667,1019.2722765590545,380,230,true,1.0,40.0,3.0,41.576487414187646,0.0808695652173913,0.8472654462242563,330.52142532553546,true,false
335,WEAK_DISTRIBUTED_330_338,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,1050.984,1038.79,300,150,false,1.0,40.0,3.0,42.15448888888889,0.0966,0.8465777777777778,312.6679394437492,true,false
335,WEAK_DISTRIBUTED_330_338,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1050.984,1025.79,520,300,false,1.0,39.0,3.0,40.71604487179487,0.07328205128205129,0.843326923076923,324.9703068835675,true,false
335,WEAK_DISTRIBUTED_330_338,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,1405.0,1000.0,300,150,false,1.0,40.0,3.0,41.39511111111111,0.06966666666666667,0.8596444444444444,417.80019147913276,true,false
335,WEAK_DISTRIBUTED_330_338,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,735.0,1000.0,300,150,false,1.0,38.0,3.0,36.92357777777778,0.021622222222222223,0.8052888888888889,535.8329963710709,true,false
335,WEAK_DISTRIBUTED_330_338,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1100.0,755.0,300,150,false,1.0,41.0,4.0,41.56322222222222,0.01928888888888889,0.8789333333333333,581.5126825788067,true,false
336,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1058.1460937130896,1025.7113016770486,380,230,true,1.0,39.0,3.0,41.018821510297485,0.08696796338672769,0.8547025171624714,322.84654692921765,true,false
336,WEAK_DISTRIBUTED_330_338,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,1050.984,1038.79,300,150,false,1.0,39.0,3.0,41.596666666666664,0.104,0.8537555555555556,312.6679394437492,true,false
336,WEAK_DISTRIBUTED_330_338,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1050.984,1025.79,520,300,false,1.0,39.0,3.0,40.13496153846154,0.068,0.8525192307692308,324.9703068835675,true,false
336,WEAK_DISTRIBUTED_330_338,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,1405.0,1000.0,300,150,false,1.0,39.0,3.0,40.60755555555556,0.06684444444444444,0.8759333333333333,417.80019147913276,true,false
336,WEAK_DISTRIBUTED_330_338,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,735.0,1000.0,300,150,false,1.0,38.0,3.0,36.5076,0.018044444444444443,0.8278222222222222,535.8329963710709,true,false
336,WEAK_DISTRIBUTED_330_338,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1100.0,755.0,300,150,false,1.0,40.0,3.0,40.842866666666666,0.03871111111111111,0.8796,581.5126825788067,true,false
337,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1051.9202897671785,1021.2109176638871,380,230,true,1.0,42.0,3.0,43.896430205949656,0.09016018306636156,0.8608009153318078,329.0247365622901,true,false
337,WEAK_DISTRIBUTED_330_338,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,1050.984,1038.79,300,150,false,1.0,42.0,3.0,44.57855555555555,0.10824444444444445,0.8594444444444445,312.6679394437492,true,false
337,WEAK_DISTRIBUTED_330_338,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1050.984,1025.79,520,300,false,1.0,41.0,3.0,43.00978205128205,0.07916025641025641,0.8583910256410257,324.9703068835675,true,false
337,WEAK_DISTRIBUTED_330_338,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,1405.0,1000.0,300,150,false,1.0,42.0,4.0,43.35355555555556,0.04877777777777778,0.8805555555555555,417.80019147913276,true,false
337,WEAK_DISTRIBUTED_330_338,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,735.0,1000.0,300,150,false,1.0,40.0,4.0,39.373044444444446,0.013355555555555556,0.8402666666666667,535.8329963710709,true,false
337,WEAK_DISTRIBUTED_330_338,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1100.0,755.0,300,150,false,1.0,43.0,4.0,43.665755555555556,0.021244444444444444,0.8840888888888889,581.5126825788067,true,false
338,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1053.7665280019096,1024.76935963615,380,230,true,1.0,44.0,4.0,46.28028604118993,0.07589244851258581,0.9012356979405034,325.0697430531311,true,false
338,WEAK_DISTRIBUTED_330_338,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,1050.984,1038.79,300,150,false,1.0,45.0,4.0,47.02191111111111,0.08662222222222223,0.8990666666666667,312.6679394437492,true,false
338,WEAK_DISTRIBUTED_330_338,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1050.984,1025.79,520,300,false,1.0,44.0,4.0,45.37639743589744,0.05837820512820513,0.9006025641025641,324.9703068835675,true,false
338,WEAK_DISTRIBUTED_330_338,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,1405.0,1000.0,300,150,false,1.0,44.0,4.0,45.379222222222225,0.054511111111111114,0.9153111111111111,417.80019147913276,true,false
338,WEAK_DISTRIBUTED_330_338,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,735.0,1000.0,300,150,false,1.0,43.0,4.0,41.684666666666665,0.013911111111111112,0.8835333333333333,535.8329963710709,true,false
338,WEAK_DISTRIBUTED_330_338,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1100.0,755.0,300,150,false,1.0,45.0,4.0,45.74106666666667,0.029155555555555556,0.9208,581.5126825788067,true,false
339,TRANSITION_ONSET_339,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1055.3803770700513,1021.1217375494494,380,230,true,1.0,51.0,5.0,53.9087414187643,0.07434782608695652,0.9181350114416476,328.0527962705407,true,false
339,TRANSITION_ONSET_339,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,1050.984,1038.79,300,150,false,1.0,51.0,5.0,54.8446,0.09231111111111111,0.9104,312.6679394437492,true,false
339,TRANSITION_ONSET_339,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1050.984,1025.79,520,300,false,1.0,51.0,5.0,52.77810897435897,0.055955128205128206,0.918198717948718,324.9703068835675,true,false
339,TRANSITION_ONSET_339,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,1405.0,1000.0,300,150,false,1.0,51.0,5.0,52.492422222222224,0.04482222222222222,0.9292,417.80019147913276,true,false
339,TRANSITION_ONSET_339,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,735.0,1000.0,300,150,false,1.0,49.0,5.0,48.443444444444445,0.012688888888888888,0.9060444444444444,535.8329963710709,true,false
339,TRANSITION_ONSET_339,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1100.0,755.0,300,150,false,1.0,52.0,5.0,52.8322,0.023955555555555556,0.9358666666666666,581.5126825788067,true,false
340,STRONG_COMPACT_340_350,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1052.6360518428191,1026.1184573920348,380,230,true,1.0,54.0,4.0,56.40181922196796,0.09796338672768878,0.9034668192219679,324.13838752093517,true,false
340,STRONG_COMPACT_340_350,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,1050.984,1038.79,300,150,false,1.0,54.0,5.0,57.48577777777778,0.08973333333333333,0.8935333333333333,312.6679394437492,true,false
340,STRONG_COMPACT_340_350,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1050.984,1025.79,520,300,false,1.0,53.0,4.0,55.222211538461536,0.08087179487179487,0.9070448717948718,324.9703068835675,true,false
340,STRONG_COMPACT_340_350,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,1405.0,1000.0,300,150,false,1.0,53.0,5.0,54.76608888888889,0.04242222222222222,0.9241777777777778,417.80019147913276,true,false
340,STRONG_COMPACT_340_350,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,735.0,1000.0,300,150,false,1.0,51.0,4.0,50.8594,0.024866666666666665,0.9087555555555555,535.8329963710709,true,false
340,STRONG_COMPACT_340_350,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1100.0,755.0,300,150,false,1.0,54.0,5.0,55.18057777777778,0.026333333333333334,0.9319777777777778,581.5126825788067,true,false
341,STRONG_COMPACT_340_350,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1060.8831564817292,1024.2607555398845,380,230,true,1.0,52.0,4.0,54.805640732265445,0.09683066361556064,0.8842105263157894,323.43337197254294,true,false
341,STRONG_COMPACT_340_350,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,1050.984,1038.79,300,150,false,1.0,52.0,4.0,55.83255555555556,0.11588888888888889,0.8774444444444445,312.6679394437492,true,false
341,STRONG_COMPACT_340_350,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1050.984,1025.79,520,300,false,1.0,51.0,4.0,53.598423076923076,0.07802564102564102,0.8906987179487179,324.9703068835675,true,false
341,STRONG_COMPACT_340_350,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,1405.0,1000.0,300,150,false,1.0,51.0,4.0,52.769422222222225,0.05908888888888889,0.9056,417.80019147913276,true,false
341,STRONG_COMPACT_340_350,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,735.0,1000.0,300,150,false,1.0,50.0,4.0,49.68391111111111,0.019911111111111112,0.8925333333333333,535.8329963710709,true,false
