scene,review_id,global_vehicle_id,frame_start,frame_end,review_type,involved_tracklets,solver_decision,evidence_summary,risk_reason,temporary_visual_path,review_status,notes
GM_RM011,GM_RM011:R0001,GM_RM011:GV001,0,35,full_thread,"[""GM_RM011:AT0033"",""GM_RM011:AT0039"",""GM_RM011:AT0079"",""GM_RM011:AT0035"",""GM_RM011:AT0036""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/GM_RM011_GV001/thread_contact_sheet.jpg,auto_low_risk,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0006,GM_RM011:GV001,16,18,gap_recovery,"[""GM_RM011:AT0039"",""GM_RM011:AT0079""]",GM_RM011:E000706,"{""edge_id"":""GM_RM011:E000706"",""gap"":1,""motion"":0.0114,""appearance"":0.1214,""color"":0.0553,""shape"":0.0687,""boundary_support"":1.0,""shared_trackers"":[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:bytetrack:bt_0001""],""total_cost"":0}",cost=0;gap=1,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0006_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0002,GM_RM011:GV002,0,59,full_thread,"[""GM_RM011:AT0001"",""GM_RM011:AT0007"",""GM_RM011:AT0008""]",selected_global_vehicle_thread,complete thread overview,long_gap_recovery,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/GM_RM011_GV002/thread_contact_sheet.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0004,GM_RM011:GV002,4,20,tracker_id_merge,"[""GM_RM011:AT0001"",""GM_RM011:AT0007""]",GM_RM011:E000020,"{""edge_id"":""GM_RM011:E000020"",""gap"":15,""motion"":3.8111,""appearance"":0.2121,""color"":0.033,""shape"":0.835,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":216}",cost=216;gap=15,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0004_tracker_id_merge.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0003,GM_RM011:GV002,4,20,gap_recovery,"[""GM_RM011:AT0001"",""GM_RM011:AT0007""]",GM_RM011:E000020,"{""edge_id"":""GM_RM011:E000020"",""gap"":15,""motion"":3.8111,""appearance"":0.2121,""color"":0.033,""shape"":0.835,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":216}",cost=216;gap=15,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0003_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0014,GM_RM011:GV003,39,55,full_thread,"[""GM_RM011:AT0009""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/GM_RM011_GV003/thread_contact_sheet.jpg,auto_low_risk,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0016,GM_RM011:GV004,88,151,full_thread,"[""GM_RM011:AT0046"",""GM_RM011:AT0048""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/GM_RM011_GV004/thread_contact_sheet.jpg,auto_low_risk,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0021,GM_RM011:GV004,130,135,tracker_id_merge,"[""GM_RM011:AT0046"",""GM_RM011:AT0048""]",GM_RM011:E001123,"{""edge_id"":""GM_RM011:E001123"",""gap"":4,""motion"":1.5164,""appearance"":0.0657,""color"":0.17,""shape"":2.8193,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":163}",cost=163;gap=4,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0021_tracker_id_merge.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0020,GM_RM011:GV004,130,135,gap_recovery,"[""GM_RM011:AT0046"",""GM_RM011:AT0048""]",GM_RM011:E001123,"{""edge_id"":""GM_RM011:E001123"",""gap"":4,""motion"":1.5164,""appearance"":0.0657,""color"":0.17,""shape"":2.8193,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":163}",cost=163;gap=4,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0020_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0017,GM_RM011:GV005,110,292,full_thread,"[""GM_RM011:AT0014"",""GM_RM011:AT0015"",""GM_RM011:AT0019"",""GM_RM011:AT0020"",""GM_RM011:AT0021"",""GM_RM011:AT0127"",""GM_RM011:AT0052"",""GM_RM011:AT0053"",""GM_RM011:AT0059"",""GM_RM011:AT0169"",""GM_RM011:AT0060"",""GM_RM011:AT0058""]",selected_global_vehicle_thread,complete thread overview,long_gap_recovery,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/GM_RM011_GV005/thread_contact_sheet.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0027,GM_RM011:GV005,140,155,tracker_id_merge,"[""GM_RM011:AT0015"",""GM_RM011:AT0019""]",GM_RM011:E001734,"{""edge_id"":""GM_RM011:E001734"",""gap"":14,""motion"":4.0,""appearance"":null,""color"":0.0998,""shape"":0.9409,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":224}",cost=224;gap=14,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0027_tracker_id_merge.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0026,GM_RM011:GV005,140,155,gap_recovery,"[""GM_RM011:AT0015"",""GM_RM011:AT0019""]",GM_RM011:E001734,"{""edge_id"":""GM_RM011:E001734"",""gap"":14,""motion"":4.0,""appearance"":null,""color"":0.0998,""shape"":0.9409,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":224}",cost=224;gap=14,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0026_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0031,GM_RM011:GV005,167,188,gap_recovery,"[""GM_RM011:AT0020"",""GM_RM011:AT0021""]",GM_RM011:E001940,"{""edge_id"":""GM_RM011:E001940"",""gap"":20,""motion"":0.418,""appearance"":null,""color"":0.1692,""shape"":0.16,""boundary_support"":1.0,""shared_trackers"":[""YOLO11l:botsort:bs_0031""],""total_cost"":0}",cost=0;gap=20,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0031_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0034,GM_RM011:GV005,191,192,tracker_id_merge,"[""GM_RM011:AT0021"",""GM_RM011:AT0127""]",GM_RM011:E001965,"{""edge_id"":""GM_RM011:E001965"",""gap"":0,""motion"":0.028,""appearance"":0.1394,""color"":0.0825,""shape"":0.1717,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":25}",cost=25;gap=0,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0034_tracker_id_merge.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0033,GM_RM011:GV005,191,192,detector_source_switch,"[""GM_RM011:AT0021"",""GM_RM011:AT0127""]",GM_RM011:E001965,"{""edge_id"":""GM_RM011:E001965"",""gap"":0,""motion"":0.028,""appearance"":0.1394,""color"":0.0825,""shape"":0.1717,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":25}",cost=25;gap=0,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0033_detector_source_switch.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0036,GM_RM011:GV005,192,211,tracker_id_merge,"[""GM_RM011:AT0127"",""GM_RM011:AT0052""]",GM_RM011:E002013,"{""edge_id"":""GM_RM011:E002013"",""gap"":18,""motion"":1.9063,""appearance"":0.2503,""color"":0.2035,""shape"":1.3683,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":184}",cost=184;gap=18,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0036_tracker_id_merge.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0035,GM_RM011:GV005,192,211,gap_recovery,"[""GM_RM011:AT0127"",""GM_RM011:AT0052""]",GM_RM011:E002013,"{""edge_id"":""GM_RM011:E002013"",""gap"":18,""motion"":1.9063,""appearance"":0.2503,""color"":0.2035,""shape"":1.3683,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":184}",cost=184;gap=18,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0035_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0038,GM_RM011:GV005,239,242,gap_recovery,"[""GM_RM011:AT0052"",""GM_RM011:AT0053""]",GM_RM011:E002195,"{""edge_id"":""GM_RM011:E002195"",""gap"":2,""motion"":0.0336,""appearance"":0.2036,""color"":0.0843,""shape"":0.7433,""boundary_support"":1.0,""shared_trackers"":[""YOLO11l:botsort:bs_0038"",""YOLO11l:bytetrack:bt_0044"",""YOLO26l:botsort:bs_0041"",""YOLO26l:bytetrack:bt_0054""],""total_cost"":0}",cost=0;gap=2,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0038_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0042,GM_RM011:GV005,245,262,tracker_id_merge,"[""GM_RM011:AT0053"",""GM_RM011:AT0059""]",GM_RM011:E003224,"{""edge_id"":""GM_RM011:E003224"",""gap"":16,""motion"":4.0,""appearance"":0.1875,""color"":0.1117,""shape"":1.5624,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":237}",cost=237;gap=16,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0042_tracker_id_merge.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0041,GM_RM011:GV005,245,262,gap_recovery,"[""GM_RM011:AT0053"",""GM_RM011:AT0059""]",GM_RM011:E003224,"{""edge_id"":""GM_RM011:E003224"",""gap"":16,""motion"":4.0,""appearance"":0.1875,""color"":0.1117,""shape"":1.5624,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":237}",cost=237;gap=16,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0041_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0048,GM_RM011:GV005,266,269,gap_recovery,"[""GM_RM011:AT0059"",""GM_RM011:AT0169""]",GM_RM011:E003764,"{""edge_id"":""GM_RM011:E003764"",""gap"":2,""motion"":0.0141,""appearance"":0.1832,""color"":0.1957,""shape"":0.5246,""boundary_support"":1.0,""shared_trackers"":[""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0074""],""total_cost"":0}",cost=0;gap=2,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0048_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0019,GM_RM011:GV006,116,166,full_thread,"[""GM_RM011:AT0047"",""GM_RM011:AT0050""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/GM_RM011_GV006/thread_contact_sheet.jpg,auto_low_risk,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0022,GM_RM011:GV006,134,135,tracker_id_merge,"[""GM_RM011:AT0047"",""GM_RM011:AT0050""]",GM_RM011:E001512,"{""edge_id"":""GM_RM011:E001512"",""gap"":0,""motion"":0.4541,""appearance"":0.0765,""color"":0.1308,""shape"":0.8584,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":54}",cost=54;gap=0,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0022_tracker_id_merge.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0040,GM_RM011:GV007,243,315,full_thread,"[""GM_RM011:AT0054"",""GM_RM011:AT0027"",""GM_RM011:AT0062""]",selected_global_vehicle_thread,complete thread overview,long_gap_recovery,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/GM_RM011_GV007/thread_contact_sheet.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0044,GM_RM011:GV007,259,260,detector_source_switch,"[""GM_RM011:AT0054"",""GM_RM011:AT0027""]",GM_RM011:E003241,"{""edge_id"":""GM_RM011:E003241"",""gap"":0,""motion"":0.2148,""appearance"":0.0675,""color"":0.1294,""shape"":0.1734,""boundary_support"":1.0,""shared_trackers"":[""YOLO11l:botsort:bs_0051"",""YOLO11l:bytetrack:bt_0060"",""YOLO26l:botsort:bs_0051"",""YOLO26l:bytetrack:bt_0065""],""total_cost"":0}",cost=0;gap=0,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0044_detector_source_switch.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0052,GM_RM011:GV007,270,284,tracker_id_merge,"[""GM_RM011:AT0027"",""GM_RM011:AT0062""]",GM_RM011:E003685,"{""edge_id"":""GM_RM011:E003685"",""gap"":13,""motion"":4.0,""appearance"":0.1102,""color"":0.0727,""shape"":0.6112,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":212}",cost=212;gap=13,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0052_tracker_id_merge.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0051,GM_RM011:GV007,270,284,gap_recovery,"[""GM_RM011:AT0027"",""GM_RM011:AT0062""]",GM_RM011:E003685,"{""edge_id"":""GM_RM011:E003685"",""gap"":13,""motion"":4.0,""appearance"":0.1102,""color"":0.0727,""shape"":0.6112,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":212}",cost=212;gap=13,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0051_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM011,GM_RM011:R0050,GM_RM011:GV007,270,284,detector_source_switch,"[""GM_RM011:AT0027"",""GM_RM011:AT0062""]",GM_RM011:E003685,"{""edge_id"":""GM_RM011:E003685"",""gap"":13,""motion"":4.0,""appearance"":0.1102,""color"":0.0727,""shape"":0.6112,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":212}",cost=212;gap=13,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM011/events/GM_RM011_R0050_detector_source_switch.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM017,GM_RM017:R0001,GM_RM017:GV001,118,164,full_thread,"[""GM_RM017:AT0005""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM017/GM_RM017_GV001/thread_contact_sheet.jpg,auto_low_risk,P1-C temporary visual; not committed
GM_RM017,GM_RM017:R0002,GM_RM017:GV002,145,185,full_thread,"[""GM_RM017:AT0006""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM017/GM_RM017_GV002/thread_contact_sheet.jpg,auto_low_risk,P1-C temporary visual; not committed
GM_RM017,GM_RM017:R0003,GM_RM017:GV003,151,200,full_thread,"[""GM_RM017:AT0007""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM017/GM_RM017_GV003/thread_contact_sheet.jpg,auto_low_risk,P1-C temporary visual; not committed
GM_RM017,GM_RM017:R0004,GM_RM017:GV004,162,214,full_thread,"[""GM_RM017:AT0008""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM017/GM_RM017_GV004/thread_contact_sheet.jpg,auto_low_risk,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0002,GM_RM019:GV001,0,14,full_thread,"[""GM_RM019:AT0001""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/GM_RM019_GV001/thread_contact_sheet.jpg,auto_low_risk,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0003,GM_RM019:GV002,5,43,full_thread,"[""GM_RM019:AT0003""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/GM_RM019_GV002/thread_contact_sheet.jpg,auto_low_risk,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0007,GM_RM019:GV003,45,100,full_thread,"[""GM_RM019:AT0005"",""GM_RM019:AT0033"",""GM_RM019:AT0035""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/GM_RM019_GV003/thread_contact_sheet.jpg,auto_low_risk,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0011,GM_RM019:GV003,55,60,tracker_id_merge,"[""GM_RM019:AT0005"",""GM_RM019:AT0033""]",GM_RM019:E007708,"{""edge_id"":""GM_RM019:E007708"",""gap"":4,""motion"":0.9195,""appearance"":0.0569,""color"":0.0207,""shape"":0.9663,""boundary_support"":0.0,""shared_trackers"":[],""total_cost"":92}",cost=92;gap=4,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/events/GM_RM019_R0011_tracker_id_merge.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0010,GM_RM019:GV003,55,60,gap_recovery,"[""GM_RM019:AT0005"",""GM_RM019:AT0033""]",GM_RM019:E007708,"{""edge_id"":""GM_RM019:E007708"",""gap"":4,""motion"":0.9195,""appearance"":0.0569,""color"":0.0207,""shape"":0.9663,""boundary_support"":0.0,""shared_trackers"":[],""total_cost"":92}",cost=92;gap=4,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/events/GM_RM019_R0010_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0009,GM_RM019:GV003,55,60,detector_source_switch,"[""GM_RM019:AT0005"",""GM_RM019:AT0033""]",GM_RM019:E007708,"{""edge_id"":""GM_RM019:E007708"",""gap"":4,""motion"":0.9195,""appearance"":0.0569,""color"":0.0207,""shape"":0.9663,""boundary_support"":0.0,""shared_trackers"":[],""total_cost"":92}",cost=92;gap=4,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/events/GM_RM019_R0009_detector_source_switch.jpg,auto_review_required,P1-C temporary visual; not committed
