scene,review_id,global_vehicle_id,frame_start,frame_end,review_type,involved_tracklets,solver_decision,evidence_summary,risk_reason,temporary_visual_path,review_status,notes
GM_RM011,GM_RM011:R0001,GM_RM011:GV001,0,35,full_thread,"[""GM_RM011:AT0033"",""GM_RM011:AT0039"",""GM_RM011:AT0070"",""GM_RM011:AT0035"",""GM_RM011:AT0036""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/GM_RM011_GV001/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0006,GM_RM011:GV001,16,18,gap_recovery,"[""GM_RM011:AT0039"",""GM_RM011:AT0070""]",GM_RM011:E000285,"{""edge_id"":""GM_RM011:E000285"",""gap"":1,""motion"":0.0114,""appearance"":0.1214,""color"":0.0553,""shape"":0.0687,""boundary_support"":1.0,""shared_trackers"":[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:bytetrack:bt_0001""],""total_cost"":0}",cost=0;gap=1,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/events/GM_RM011_R0006_gap_recovery.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0002,GM_RM011:GV002,0,4,full_thread,"[""GM_RM011:AT0037""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/GM_RM011_GV002/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0010,GM_RM011:GV003,20,59,full_thread,"[""GM_RM011:AT0007"",""GM_RM011:AT0008""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/GM_RM011_GV003/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0017,GM_RM011:GV004,39,55,full_thread,"[""GM_RM011:AT0009""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/GM_RM011_GV004/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0019,GM_RM011:GV005,88,130,full_thread,"[""GM_RM011:AT0046""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/GM_RM011_GV005/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0022,GM_RM011:GV006,110,140,full_thread,"[""GM_RM011:AT0014"",""GM_RM011:AT0015""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/GM_RM011_GV006/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0025,GM_RM011:GV007,116,151,full_thread,"[""GM_RM011:AT0047"",""GM_RM011:AT0048""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/GM_RM011_GV007/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0031,GM_RM011:GV008,135,166,full_thread,"[""GM_RM011:AT0050""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/GM_RM011_GV008/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0036,GM_RM011:GV009,155,166,full_thread,"[""GM_RM011:AT0019""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/GM_RM011_GV009/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
