case_id,case_roles,scene,target_canonical_vehicle_id,canonical_vehicle_id,is_target_identity,sar_frame_index,sar_time_sec,sar_gray_path,sar_gray_sha256,optical_left_frame,optical_right_frame,optical_interpolation_ratio,optical_visibility_state,optical_lifecycle_state,state_transition_reason,active_for_shell,bbox_source_status,optical_depth_median_proxy,optical_depth_mad_proxy,target_sar_reference_dependency,identity_owner,optical_bbox_x1,optical_bbox_y1,optical_bbox_x2,optical_bbox_y2,optical_center_x_px,optical_center_y_px,optical_width_px,optical_height_px,predicted_theta_deg,theta_half_width_deg,predicted_radius_px,radial_half_width_px,predicted_radius_from_optical_height_px,predicted_radius_from_depth_proxy_px,predicted_center_x_px,predicted_center_y_px,unsigned_axis_center_deg,unsigned_axis_half_width_deg,response_length_min_px,response_length_max_px,response_width_min_px,response_width_max_px,mapping_status,active_identity_count_in_scene
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV001,false,295,5.900000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000295.png,d6812f63a03eb55752bd3af6cf3225998cd803e70adaf00b4d8a98fda40122b0,141,142,0.6,full_visible,ACTIVE_CONFIRMED,OPTICAL_IDENTITY_ACTIVE,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,8.128263473510742,0.11621761322021484,false,P1E_OPTICAL_CANONICAL_THREAD,256.87199999999996,231.4092,409.5912,384.68899999999996,333.23159999999996,308.04909999999995,152.71920000000006,153.27979999999997,-10.458940760808552,8.0,254.55086031284208,254.55086031284208,-400.33876531110013,403.062126997335,1107.7911634907296,1080.2784389740516,-10.458940760808552,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,1
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV002,true,295,5.900000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000295.png,d6812f63a03eb55752bd3af6cf3225998cd803e70adaf00b4d8a98fda40122b0,141,142,0.6,outside,ABSENT,PRE_ENTRY_OPTICAL_LIFECYCLE,false,NEAREST_OPTICAL_BBOX_RESEARCH_PROXY,7.08149266242981,1.166426420211792,false,P1E_OPTICAL_CANONICAL_THREAD,0.175,325.217,97.681,410.929,48.928,368.073,97.506,85.71199999999999,-37.53677316000797,12.8,337.88703952206765,224.62949321291526,303.5331998923448,372.2408791517905,948.1353985900882,1062.6682598807572,-37.53677316000797,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,1
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV001,false,296,5.920000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000296.png,1a244bddd0aba022e2b39d286da4523e270c9fdfecb030994981ad082fb0c4cc,142,143,0.08,full_visible,ACTIVE_CONFIRMED,OPTICAL_IDENTITY_ACTIVE,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,8.932437896728516,0.11731815338134766,false,P1E_OPTICAL_CANONICAL_THREAD,266.4912,230.10384000000002,416.36856,385.5722,341.42988,307.83802000000003,149.87736,155.46836,-9.678114729053377,8.0,266.3899653713067,266.3899653713067,-423.1375841000156,426.7403371142642,1109.2164215540072,1068.0013618616852,-9.678114729053377,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,1
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV002,true,296,5.920000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000296.png,1a244bddd0aba022e2b39d286da4523e270c9fdfecb030994981ad082fb0c4cc,142,143,0.08,outside,ABSENT,PRE_ENTRY_OPTICAL_LIFECYCLE,false,NEAREST_OPTICAL_BBOX_RESEARCH_PROXY,8.565381526947021,1.2618227005004883,false,P1E_OPTICAL_CANONICAL_THREAD,0.175,325.217,97.681,410.929,48.928,368.073,97.506,85.71199999999999,-37.53677316000797,12.8,359.73294217066206,259.5829374506663,303.5331998923448,415.93268444897933,934.8253348257191,1045.3452790425672,-37.53677316000797,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,1
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV001,false,297,5.940000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000297.png,e0c063acf89f84c7ee05ee83624c6e8d60e61fc16eff3d372e120bf58ade2fde,142,143,0.56,full_visible,ACTIVE_CONFIRMED,OPTICAL_IDENTITY_ACTIVE,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,8.933915138244629,0.12921905517578125,false,P1E_OPTICAL_CANONICAL_THREAD,275.88239999999996,229.21488,423.65592000000004,385.3874,349.76916,307.30114000000003,147.77352000000008,156.17252000000002,-8.883859481599615,8.0,266.4117134112854,266.4117134112854,-430.4730084148175,426.78383319422164,1112.8574884931822,1067.3843188758538,-8.883859481599615,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,1
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV002,true,297,5.940000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000297.png,e0c063acf89f84c7ee05ee83624c6e8d60e61fc16eff3d372e120bf58ade2fde,142,143,0.56,outside,ABSENT,PRE_ENTRY_OPTICAL_LIFECYCLE,false,NEAREST_OPTICAL_BBOX_RESEARCH_PROXY,8.565381526947021,1.2618227005004883,false,P1E_OPTICAL_CANONICAL_THREAD,0.175,325.217,97.681,410.929,48.928,368.073,97.506,85.71199999999999,-37.53677316000797,12.8,359.73294217066206,259.5829374506663,303.5331998923448,415.93268444897933,934.8253348257191,1045.3452790425672,-37.53677316000797,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,1
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV001,false,298,5.960000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000298.png,9152589b8fa23eb3daacb30fb05c841ef96721045443f91169572c278990f994,143,144,0.04,full_visible,ACTIVE_CONFIRMED,OPTICAL_IDENTITY_ACTIVE,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,9.02934980392456,0.08822059631347656,false,P1E_OPTICAL_CANONICAL_THREAD,285.34812,228.41796000000002,430.95524,385.2206,358.15168,306.81928,145.60712,156.80263999999997,-8.08548594133162,8.0,267.8167083981729,267.8167083981729,-437.03713811437797,429.5938231679967,1116.331463062864,1065.4455721240024,-8.08548594133162,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,1
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV002,true,298,5.960000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000298.png,9152589b8fa23eb3daacb30fb05c841ef96721045443f91169572c278990f994,143,144,0.04,outside,ABSENT,PRE_ENTRY_OPTICAL_LIFECYCLE,false,NEAREST_OPTICAL_BBOX_RESEARCH_PROXY,8.135587692260742,0.6196064949035645,false,P1E_OPTICAL_CANONICAL_THREAD,0.175,325.217,97.681,410.929,48.928,368.073,97.506,85.71199999999999,-37.53677316000797,12.8,353.4054910413773,249.45901564381066,303.5331998923448,403.27778219040977,938.680464062145,1050.3627102941084,-37.53677316000797,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,1
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV001,false,299,5.980000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000299.png,b20091b943cde96bdf6c8506590e83cdee49fa40fcc7ee166efed8d367ab7277,143,144,0.52,full_visible,ACTIVE_CONFIRMED,OPTICAL_IDENTITY_ACTIVE,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,9.026474475860596,0.09288311004638672,false,P1E_OPTICAL_CANONICAL_THREAD,295.63356,228.63348000000002,438.38612,385.2518,367.00984,306.94264,142.75256000000002,156.61831999999998,-7.241811180107021,8.0,267.774377642501,267.774377642501,-435.117027046291,429.50916165665285,1120.2451147629674,1064.9616649569125,-7.241811180107021,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,1
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV002,true,299,5.980000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000299.png,b20091b943cde96bdf6c8506590e83cdee49fa40fcc7ee166efed8d367ab7277,143,144,0.52,outside,ABSENT,PRE_ENTRY_OPTICAL_LIFECYCLE,false,NEAREST_OPTICAL_BBOX_RESEARCH_PROXY,8.135587692260742,0.6196064949035645,false,P1E_OPTICAL_CANONICAL_THREAD,0.175,325.217,97.681,410.929,48.928,368.073,97.506,85.71199999999999,-37.53677316000797,12.8,353.4054910413773,249.45901564381066,303.5331998923448,403.27778219040977,938.680464062145,1050.3627102941084,-37.53677316000797,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,1
