model_id,observation_method,evaluation_split,residual_count,residual_median_px,residual_p90_px,residual_max_px,parameter_complexity,selected_for_stabilization,selection_rule
GLOBAL_TRANSLATION,LOCAL_STRUCTURE_MATCH,FIT,126,0.0,0.0,1.0,2,false,MINIMUM_SUFFICIENT_BY_FIT_AND_HOLDOUT_RESIDUALS_WITHOUT_COMPOSITE_SCORE
GLOBAL_TRANSLATION,LOCAL_STRUCTURE_MATCH,HOLDOUT,42,0.0,0.0,0.0,2,false,MINIMUM_SUFFICIENT_BY_FIT_AND_HOLDOUT_RESIDUALS_WITHOUT_COMPOSITE_SCORE
GLOBAL_TRANSLATION,PHASE_CORRELATION,FIT,126,0.5490949614795904,1.1191170377266872,1.439842856621666,2,true,MINIMUM_SUFFICIENT_BY_FIT_AND_HOLDOUT_RESIDUALS_WITHOUT_COMPOSITE_SCORE
GLOBAL_TRANSLATION,PHASE_CORRELATION,HOLDOUT,42,0.5260152982826547,1.8196506116089384,2.9060234637939604,2,true,MINIMUM_SUFFICIENT_BY_FIT_AND_HOLDOUT_RESIDUALS_WITHOUT_COMPOSITE_SCORE
LOCAL_AFFINE,LOCAL_STRUCTURE_MATCH,FIT,126,1.9626388727257545e-12,1.682603649440506e-11,0.5162677084147163,6,false,MINIMUM_SUFFICIENT_BY_FIT_AND_HOLDOUT_RESIDUALS_WITHOUT_COMPOSITE_SCORE
LOCAL_AFFINE,LOCAL_STRUCTURE_MATCH,HOLDOUT,42,1.807620719773695e-11,3.4503955248510465e-11,0.5285372226265963,6,false,MINIMUM_SUFFICIENT_BY_FIT_AND_HOLDOUT_RESIDUALS_WITHOUT_COMPOSITE_SCORE
LOCAL_AFFINE,PHASE_CORRELATION,FIT,126,0.447596753502126,0.899189226224989,1.2117341667615187,6,false,MINIMUM_SUFFICIENT_BY_FIT_AND_HOLDOUT_RESIDUALS_WITHOUT_COMPOSITE_SCORE
LOCAL_AFFINE,PHASE_CORRELATION,HOLDOUT,42,1.099193858511254,2.042852715184918,2.728537437686162,6,false,MINIMUM_SUFFICIENT_BY_FIT_AND_HOLDOUT_RESIDUALS_WITHOUT_COMPOSITE_SCORE
RADIAL_TANGENTIAL_LINEAR_FIELD,LOCAL_STRUCTURE_MATCH,FIT,126,1.3156654889595878,5.499910879660574,7.83280390099008,6,false,MINIMUM_SUFFICIENT_BY_FIT_AND_HOLDOUT_RESIDUALS_WITHOUT_COMPOSITE_SCORE
RADIAL_TANGENTIAL_LINEAR_FIELD,LOCAL_STRUCTURE_MATCH,HOLDOUT,42,14.2885400717591,28.476677781910638,36.60080200751353,6,false,MINIMUM_SUFFICIENT_BY_FIT_AND_HOLDOUT_RESIDUALS_WITHOUT_COMPOSITE_SCORE
RADIAL_TANGENTIAL_LINEAR_FIELD,PHASE_CORRELATION,FIT,126,1.4554879723303338,5.272154757915571,7.5198766362365905,6,false,MINIMUM_SUFFICIENT_BY_FIT_AND_HOLDOUT_RESIDUALS_WITHOUT_COMPOSITE_SCORE
RADIAL_TANGENTIAL_LINEAR_FIELD,PHASE_CORRELATION,HOLDOUT,42,14.826602352067937,31.18943184078602,39.060722376023946,6,false,MINIMUM_SUFFICIENT_BY_FIT_AND_HOLDOUT_RESIDUALS_WITHOUT_COMPOSITE_SCORE
SPARSE_THIN_PLATE_FIELD,LOCAL_STRUCTURE_MATCH,FIT,126,0.0,0.0,1.0151714604944573e-05,12,false,MINIMUM_SUFFICIENT_BY_FIT_AND_HOLDOUT_RESIDUALS_WITHOUT_COMPOSITE_SCORE
SPARSE_THIN_PLATE_FIELD,LOCAL_STRUCTURE_MATCH,HOLDOUT,42,0.0,0.0,1.2887385992106601,12,false,MINIMUM_SUFFICIENT_BY_FIT_AND_HOLDOUT_RESIDUALS_WITHOUT_COMPOSITE_SCORE
SPARSE_THIN_PLATE_FIELD,PHASE_CORRELATION,FIT,126,8.880679756739086e-06,2.1105478203225667e-05,2.9080620196458286e-05,12,false,MINIMUM_SUFFICIENT_BY_FIT_AND_HOLDOUT_RESIDUALS_WITHOUT_COMPOSITE_SCORE
SPARSE_THIN_PLATE_FIELD,PHASE_CORRELATION,HOLDOUT,42,1.4623744082123302,2.4711715096421836,3.7279681597468914,12,false,MINIMUM_SUFFICIENT_BY_FIT_AND_HOLDOUT_RESIDUALS_WITHOUT_COMPOSITE_SCORE
