frame,stage,region_id,region_role,component_id,component_role,area_px,center_x_local_px,center_y_local_px,center_x_stabilized_px,center_y_stabilized_px,relative_x_px,relative_y_px,length_px,width_px,orientation_deg,horizontal_angle_distance_deg,mean_robust_z,peak_robust_z,mean_raw_intensity,gt_inside_outside_pixel_label_used
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,WIDE_GT_NEIGHBORHOOD|330|CC001,LOCAL_HOTSPOT,22,91.5909090909091,32.90909090909091,952.574909090909,943.6990909090908,-98.4090909090909,-82.0909090909091,9.73133384952273,3.294671534067938,122.01045971831599,57.989540281684015,3.6729085445404053,6.61000919342041,65.22727272727273,false
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,WIDE_GT_NEIGHBORHOOD|330|CC005,LOCAL_HOTSPOT,4,72.0,38.5,932.9839999999999,949.29,-118.0,-76.5,3.23606797749979,1.2360679774997898,148.282525588539,31.717474411461012,2.8665857315063477,3.237555503845215,59.25,false
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,WIDE_GT_NEIGHBORHOOD|330|CC006,LOCAL_HOTSPOT,19,45.89473684210526,47.8421052631579,906.8787368421051,958.6321052631579,-144.10526315789474,-67.15789473684211,7.138778528750893,3.871431211012324,133.16339652491357,46.836603475086434,4.039844512939453,6.0704169273376465,67.94736842105263,false
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,WIDE_GT_NEIGHBORHOOD|330|CC009,UPPER_INTERMITTENT_DIRECTIONAL_SEGMENT,275,81.86181818181818,54.04727272727273,942.8458181818181,964.8372727272726,-108.13818181818182,-60.95272727272727,32.43151255704955,13.871661875178926,158.92958333373815,21.07041666626185,4.427112102508545,10.791851997375488,70.81818181818181,false
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,WIDE_GT_NEIGHBORHOOD|330|CC017,LOCAL_HOTSPOT,18,20.77777777777778,53.666666666666664,881.7617777777778,964.4566666666666,-169.22222222222223,-61.333333333333336,10.417127051446858,3.131206101222831,144.76135633165305,35.23864366834695,3.035208225250244,4.046944618225098,60.5,false
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,WIDE_GT_NEIGHBORHOOD|330|CC018,UPPER_INTERMITTENT_DIRECTIONAL_SEGMENT,91,55.21978021978022,57.395604395604394,916.2037802197801,968.1856043956044,-134.7802197802198,-57.604395604395606,22.821827671448876,10.633630424095658,168.98591303430217,11.014086965697828,3.3976547718048096,5.8006205558776855,63.18681318681319,false
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,WIDE_GT_NEIGHBORHOOD|330|CC021,LOCAL_HOTSPOT,4,49.0,52.25,909.9839999999999,963.04,-141.0,-62.75,2.8284271247461903,1.7320508075688772,0.0,0.0,3.1026573181152344,3.237555503845215,61.0,false
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,WIDE_GT_NEIGHBORHOOD|330|CC022,LOCAL_HOTSPOT,12,320.25,54.583333333333336,1181.234,965.3733333333333,130.25,-60.416666666666664,5.4903062255371315,3.37817896290054,24.183230331714896,24.183230331714896,3.5185935497283936,4.451639175415039,64.08333333333333,false
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,WIDE_GT_NEIGHBORHOOD|330|CC028,LOCAL_HOTSPOT,5,35.6,57.8,896.584,968.5899999999999,-154.4,-57.2,3.098386676965933,1.788854381999832,71.56505117707799,71.56505117707799,2.751922130584717,2.967759370803833,58.4,false
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,WIDE_GT_NEIGHBORHOOD|330|CC032,LOCAL_HOTSPOT,25,22.28,61.0,883.2639999999999,971.79,-167.72,-54.0,8.959402559171597,4.638394742010372,115.82604365076288,64.17395634923712,3.2159717082977295,4.181842803955078,61.84,false
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,WIDE_GT_NEIGHBORHOOD|330|CC034,LOCAL_HOTSPOT,4,267.5,58.25,1128.484,969.04,77.5,-56.75,4.680205767201096,1.046744465787899,162.39120351590364,17.60879648409636,2.630513906478882,2.8328611850738525,57.5,false
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,WIDE_GT_NEIGHBORHOOD|330|CC035,LOCAL_HOTSPOT,5,320.6,60.2,1181.5839999999998,970.99,130.60000000000002,-54.8,3.0983866769659336,1.788854381999832,108.43494882292202,71.56505117707798,3.6152706146240234,4.991231441497803,64.8,false
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,WIDE_GT_NEIGHBORHOOD|330|CC040,LOCAL_HOTSPOT,4,67.25,63.5,928.2339999999999,974.29,-122.75,-51.5,5.495947704432125,0.8913802949063088,126.0905555427386,53.9094444572614,2.630513906478882,2.697962999343872,57.5,false
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,WIDE_GT_NEIGHBORHOOD|330|CC050,LOCAL_HOTSPOT,39,354.87179487179486,75.58974358974359,1215.8557948717948,986.3797435897436,164.87179487179486,-39.41025641025641,11.869176951963295,6.4817314273474755,32.35822942543962,32.35822942543962,3.66300368309021,7.149601936340332,65.15384615384616,false
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,WIDE_GT_NEIGHBORHOOD|330|CC056,LOCAL_HOTSPOT,7,197.28571428571428,72.57142857142857,1058.2697142857141,983.3614285714285,7.285714285714278,-42.42857142857143,4.155374705678736,1.9054711331003744,8.349622116996812,8.349622116996812,3.526623249053955,4.451639175415039,64.14285714285714,false
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,WIDE_GT_NEIGHBORHOOD|330|CC058,LOCAL_HOTSPOT,58,315.7068965517241,80.37931034482759,1176.690896551724,991.1693103448275,125.70689655172413,-34.62068965517241,15.296934571505792,10.909485431592728,92.13982019513017,87.86017980486983,3.195690870285034,5.395925998687744,61.689655172413794,false
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,WIDE_GT_NEIGHBORHOOD|330|CC065,LOCAL_HOTSPOT,12,257.5833333333333,75.58333333333333,1118.5673333333332,986.3733333333333,67.58333333333331,-39.41666666666667,5.046110979638766,3.412898341919987,140.5645946448056,39.435405355194405,3.4399025440216064,4.586536884307861,63.5,false
330,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,WIDE_GT_NEIGHBORHOOD|330|CC069,LOCAL_HOTSPOT,4,349.5,76.0,1210.484,986.79,159.5,-39.0,3.23606797749979,1.2360679774997898,58.282525588538995,58.282525588538995,2.731687545776367,3.1026575565338135,58.25,false
