lineage_relation_id,scene,canonical_vehicle_id,component_role,source_component_card_id,target_component_card_id,source_sar_frame,target_sar_frame,source_alpha_deg,target_alpha_deg,delta_alpha_deg,relation_event,u_extent_change,v_position_change,endpoint_change,background_interaction,relation_basis,counterevidence,uncertainty_state,allowed_conclusion,forbidden_conclusion,evidence_figure,overlay_status
LR001,GM_RM017,GM_RM017:PV002,NEAR_SIDE_LONGITUDINAL_BAND,CC_GM_RM017_PV002_S0330_NSB_0,CC_GM_RM017_PV002_S0334_NSB_0,330,334,73.145406,78.540230,5.394824,PERSIST_EXPAND_ALONG_U,manual polygon extent comparison; see cards,near-side relation retained for NSB; role-specific otherwise,endpoint strength/balance may change; no head-tail identity assigned,radial/fan/road crossing retained as competing relation,manual raw-gray interpretation overlays in consecutive selected states,not pixel-identical; background crossings and intermittent hotspots remain,BOUNDED_MANUAL_COMPONENT_RELATION_NOT_TRACKED_SCATTERER,the response role persists/reorganizes across selected frames,"same physical scatterer, fixed mask, tracked atom, or runtime rule",D05_PV002_COMPONENT_LINEAGE.png,RESEARCH_INTERPRETATION_OVERLAY_NOT_MASK_NOT_GT
LR002,GM_RM017,GM_RM017:PV002,NEAR_SIDE_LONGITUDINAL_BAND,CC_GM_RM017_PV002_S0334_NSB_0,CC_GM_RM017_PV002_S0339_NSB_0,334,339,78.540230,87.527571,8.987341,PERSIST_STRENGTHEN_AND_BROADEN,manual polygon extent comparison; see cards,near-side relation retained for NSB; role-specific otherwise,endpoint strength/balance may change; no head-tail identity assigned,radial/fan/road crossing retained as competing relation,manual raw-gray interpretation overlays in consecutive selected states,not pixel-identical; background crossings and intermittent hotspots remain,BOUNDED_MANUAL_COMPONENT_RELATION_NOT_TRACKED_SCATTERER,the response role persists/reorganizes across selected frames,"same physical scatterer, fixed mask, tracked atom, or runtime rule",D05_PV002_COMPONENT_LINEAGE.png,RESEARCH_INTERPRETATION_OVERLAY_NOT_MASK_NOT_GT
LR003,GM_RM017,GM_RM017:PV002,NEAR_SIDE_LONGITUDINAL_BAND,CC_GM_RM017_PV002_S0339_NSB_0,CC_GM_RM017_PV002_S0344_NSB_0,339,344,87.527571,89.553905,2.026334,PERSIST_EXPAND_WITH_BACKGROUND_CROSSING,manual polygon extent comparison; see cards,near-side relation retained for NSB; role-specific otherwise,endpoint strength/balance may change; no head-tail identity assigned,radial/fan/road crossing retained as competing relation,manual raw-gray interpretation overlays in consecutive selected states,not pixel-identical; background crossings and intermittent hotspots remain,BOUNDED_MANUAL_COMPONENT_RELATION_NOT_TRACKED_SCATTERER,the response role persists/reorganizes across selected frames,"same physical scatterer, fixed mask, tracked atom, or runtime rule",D05_PV002_COMPONENT_LINEAGE.png,RESEARCH_INTERPRETATION_OVERLAY_NOT_MASK_NOT_GT
LR004,GM_RM017,GM_RM017:PV002,NEAR_SIDE_LONGITUDINAL_BAND,CC_GM_RM017_PV002_S0344_NSB_0,CC_GM_RM017_PV002_S0350_NSB_0,344,350,89.553905,82.910613,-6.643292,PERSIST_CONTRACT_ALONG_U,manual polygon extent comparison; see cards,near-side relation retained for NSB; role-specific otherwise,endpoint strength/balance may change; no head-tail identity assigned,radial/fan/road crossing retained as competing relation,manual raw-gray interpretation overlays in consecutive selected states,not pixel-identical; background crossings and intermittent hotspots remain,BOUNDED_MANUAL_COMPONENT_RELATION_NOT_TRACKED_SCATTERER,the response role persists/reorganizes across selected frames,"same physical scatterer, fixed mask, tracked atom, or runtime rule",D05_PV002_COMPONENT_LINEAGE.png,RESEARCH_INTERPRETATION_OVERLAY_NOT_MASK_NOT_GT
LR005,GM_RM017,GM_RM017:PV002,OFFSET_HOTSPOT_OR_SHORT_SEGMENT,CC_GM_RM017_PV002_S0330_OHS_0,CC_GM_RM017_PV002_S0334_OHS_0,330,334,73.145406,78.540230,5.394824,PERSIST_WEAK_RELOCATE,manual polygon extent comparison; see cards,near-side relation retained for NSB; role-specific otherwise,endpoint strength/balance may change; no head-tail identity assigned,radial/fan/road crossing retained as competing relation,manual raw-gray interpretation overlays in consecutive selected states,not pixel-identical; background crossings and intermittent hotspots remain,BOUNDED_MANUAL_COMPONENT_RELATION_NOT_TRACKED_SCATTERER,the response role persists/reorganizes across selected frames,"same physical scatterer, fixed mask, tracked atom, or runtime rule",D05_PV002_COMPONENT_LINEAGE.png,RESEARCH_INTERPRETATION_OVERLAY_NOT_MASK_NOT_GT
LR006,GM_RM017,GM_RM017:PV002,OFFSET_HOTSPOT_OR_SHORT_SEGMENT,CC_GM_RM017_PV002_S0334_OHS_0,CC_GM_RM017_PV002_S0339_OHS_0,334,339,78.540230,87.527571,8.987341,PERSIST_STRENGTHEN,manual polygon extent comparison; see cards,near-side relation retained for NSB; role-specific otherwise,endpoint strength/balance may change; no head-tail identity assigned,radial/fan/road crossing retained as competing relation,manual raw-gray interpretation overlays in consecutive selected states,not pixel-identical; background crossings and intermittent hotspots remain,BOUNDED_MANUAL_COMPONENT_RELATION_NOT_TRACKED_SCATTERER,the response role persists/reorganizes across selected frames,"same physical scatterer, fixed mask, tracked atom, or runtime rule",D05_PV002_COMPONENT_LINEAGE.png,RESEARCH_INTERPRETATION_OVERLAY_NOT_MASK_NOT_GT
LR007,GM_RM017,GM_RM017:PV002,OFFSET_HOTSPOT_OR_SHORT_SEGMENT,CC_GM_RM017_PV002_S0339_OHS_0,CC_GM_RM017_PV002_S0344_OHS_0,339,344,87.527571,89.553905,2.026334,PERSIST_WITH_ENDPOINT_IMBALANCE,manual polygon extent comparison; see cards,near-side relation retained for NSB; role-specific otherwise,endpoint strength/balance may change; no head-tail identity assigned,radial/fan/road crossing retained as competing relation,manual raw-gray interpretation overlays in consecutive selected states,not pixel-identical; background crossings and intermittent hotspots remain,BOUNDED_MANUAL_COMPONENT_RELATION_NOT_TRACKED_SCATTERER,the response role persists/reorganizes across selected frames,"same physical scatterer, fixed mask, tracked atom, or runtime rule",D05_PV002_COMPONENT_LINEAGE.png,RESEARCH_INTERPRETATION_OVERLAY_NOT_MASK_NOT_GT
LR008,GM_RM017,GM_RM017:PV002,OFFSET_HOTSPOT_OR_SHORT_SEGMENT,CC_GM_RM017_PV002_S0344_OHS_0,CC_GM_RM017_PV002_S0350_OHS_0,344,350,89.553905,82.910613,-6.643292,WEAKEN,manual polygon extent comparison; see cards,near-side relation retained for NSB; role-specific otherwise,endpoint strength/balance may change; no head-tail identity assigned,radial/fan/road crossing retained as competing relation,manual raw-gray interpretation overlays in consecutive selected states,not pixel-identical; background crossings and intermittent hotspots remain,BOUNDED_MANUAL_COMPONENT_RELATION_NOT_TRACKED_SCATTERER,the response role persists/reorganizes across selected frames,"same physical scatterer, fixed mask, tracked atom, or runtime rule",D05_PV002_COMPONENT_LINEAGE.png,RESEARCH_INTERPRETATION_OVERLAY_NOT_MASK_NOT_GT
LR009,GM_RM017,GM_RM017:PV002,RADIAL_TANGENTIAL_BACKGROUND_CROSSING,CC_GM_RM017_PV002_S0330_RBC_0,CC_GM_RM017_PV002_S0334_RBC_0,330,334,73.145406,78.540230,5.394824,BACKGROUND_PERSIST,manual polygon extent comparison; see cards,near-side relation retained for NSB; role-specific otherwise,endpoint strength/balance may change; no head-tail identity assigned,radial/fan/road crossing retained as competing relation,manual raw-gray interpretation overlays in consecutive selected states,not pixel-identical; background crossings and intermittent hotspots remain,BOUNDED_MANUAL_COMPONENT_RELATION_NOT_TRACKED_SCATTERER,the response role persists/reorganizes across selected frames,"same physical scatterer, fixed mask, tracked atom, or runtime rule",D05_PV002_COMPONENT_LINEAGE.png,RESEARCH_INTERPRETATION_OVERLAY_NOT_MASK_NOT_GT
LR010,GM_RM017,GM_RM017:PV002,RADIAL_TANGENTIAL_BACKGROUND_CROSSING,CC_GM_RM017_PV002_S0334_RBC_0,CC_GM_RM017_PV002_S0339_RBC_0,334,339,78.540230,87.527571,8.987341,BACKGROUND_PERSIST_CROSS,manual polygon extent comparison; see cards,near-side relation retained for NSB; role-specific otherwise,endpoint strength/balance may change; no head-tail identity assigned,radial/fan/road crossing retained as competing relation,manual raw-gray interpretation overlays in consecutive selected states,not pixel-identical; background crossings and intermittent hotspots remain,BOUNDED_MANUAL_COMPONENT_RELATION_NOT_TRACKED_SCATTERER,the response role persists/reorganizes across selected frames,"same physical scatterer, fixed mask, tracked atom, or runtime rule",D05_PV002_COMPONENT_LINEAGE.png,RESEARCH_INTERPRETATION_OVERLAY_NOT_MASK_NOT_GT
LR011,GM_RM017,GM_RM017:PV002,RADIAL_TANGENTIAL_BACKGROUND_CROSSING,CC_GM_RM017_PV002_S0339_RBC_0,CC_GM_RM017_PV002_S0344_RBC_0,339,344,87.527571,89.553905,2.026334,BACKGROUND_PERSIST_CROSS,manual polygon extent comparison; see cards,near-side relation retained for NSB; role-specific otherwise,endpoint strength/balance may change; no head-tail identity assigned,radial/fan/road crossing retained as competing relation,manual raw-gray interpretation overlays in consecutive selected states,not pixel-identical; background crossings and intermittent hotspots remain,BOUNDED_MANUAL_COMPONENT_RELATION_NOT_TRACKED_SCATTERER,the response role persists/reorganizes across selected frames,"same physical scatterer, fixed mask, tracked atom, or runtime rule",D05_PV002_COMPONENT_LINEAGE.png,RESEARCH_INTERPRETATION_OVERLAY_NOT_MASK_NOT_GT
