research_unit_id,unit_type,counterfactual_semantic_class,temporal_direction_applicability,temporal_correspondence_applicability,scene,canonical_vehicle_id,research_role,anchor_variant,representation,axis_rule,normalization_path,pair_rule_id,source_pair_set_hash,pair_set_hash,frame_count,candidate_pair_count,eligible_pair_count,eligible_unique_frame_count,eligible_max_frame_pair_degree,eligible_pair_graph_component_count,pair_evidence_state,nonadjacent_field_ncc_median,nonadjacent_orientation_pair_agreement_median,nonadjacent_orientation_angle_diff_deg_median,nonadjacent_thin_edge_jaccard_median,nonadjacent_thin_edge_endpoint_count_absdiff_median,nonadjacent_thin_edge_branch_count_absdiff_median,nonadjacent_thin_edge_keypoint_relation_distance_absdiff_median,nonadjacent_thin_edge_centroid_distance_median,nonadjacent_thin_edge_adjacency_mean_degree_absdiff_median,nonadjacent_thin_edge_collinearity_proxy_absdiff_median,nonadjacent_thin_edge_parallel_representation_x_axis_fraction_absdiff_median,nonadjacent_thin_edge_parallel_representation_y_axis_fraction_absdiff_median,nonadjacent_common_valid_fraction_median,adjacent_field_ncc_median,adjacent_orientation_pair_agreement_median,adjacent_orientation_angle_diff_deg_median,adjacent_thin_edge_jaccard_median,adjacent_thin_edge_endpoint_count_absdiff_median,adjacent_thin_edge_branch_count_absdiff_median,adjacent_thin_edge_keypoint_relation_distance_absdiff_median,adjacent_thin_edge_centroid_distance_median,adjacent_thin_edge_adjacency_mean_degree_absdiff_median,adjacent_thin_edge_collinearity_proxy_absdiff_median,adjacent_thin_edge_parallel_representation_x_axis_fraction_absdiff_median,adjacent_thin_edge_parallel_representation_y_axis_fraction_absdiff_median,orientation_dominant_axial_direction_deg,orientation_anisotropy_median,orientation_coherence_median,orientation_temporal_axial_dispersion_deg,orientation_to_representation_x_axis_diff_median_deg,orientation_to_representation_y_axis_diff_median_deg,orientation_to_body_long_axis_diff_median_deg,orientation_to_body_short_axis_diff_median_deg,orientation_axis_relation_definition,topology_component_count_median,topology_endpoint_count_median,topology_endpoint_count_cv,topology_branch_count_median,topology_branch_count_cv,topology_thin_edge_fraction_median,topology_thin_edge_fraction_cv,topology_thin_edge_largest_component_fraction_median,topology_thin_edge_relative_centroid_x_median,topology_thin_edge_relative_centroid_y_median,topology_thin_edge_adjacency_mean_degree_median,topology_thin_edge_collinearity_proxy_median,topology_thin_edge_parallel_representation_x_fraction_median,topology_thin_edge_parallel_representation_y_fraction_median,topology_thin_edge_parallel_body_long_axis_fraction_median,topology_thin_edge_parallel_body_short_axis_fraction_median,topology_axis_relation_definition,topology_estimator_id,structure_boundary_guard_id,structure_valid_fraction_median,structure_valid_fraction_min,valid_fraction_mean,valid_fraction_min,normalization_status_counts,background_median_median,dynamic_range_high_median,saturation_high_fraction_median,evidence_validity_status,representation_attribution_scope,support_geometry,review_status,notes
S0MV-GM_RM017-PV002-SEG02,vehicle_thread,TRUE_VEHICLE_POSITIVE,NOT_A_TEMPORAL_DIRECTION_TEST,NOT_A_TEMPORAL_CORRESPONDENCE_TEST,GM_RM017,GM_RM017:PV002,mechanism_discovery_gt_proxy,raw_gt,WORLD_FIXED,REPRESENTATION_DEFINED_AXIS,FIXED_REFERENCE,SOURCE_POSITIVE_GT_CONDITIONED_VIEW_GAP10_DIFF5_RELIABILITY_AND_FINITE_COMMON_VALID_PROJECTED_NO_RESELECTION,369267f7470fa21a7f75d20a878c2056eb190faf3a9bb522937c013f7db00e6c,fe00de604990c155fd9239e7643555cbea5f31d71699c09b0b1408e1f8bbf821,65,8,8,11,3,3,PAIR_COUNT_GT4_SHARED_FRAME_REPEATED_EVIDENCE,0.207078,0.990725,3.903969,0.080828,48.500000,602.500000,0.040153,0.199623,0.064365,0.211437,0.017337,0.006435,1.000000,0.784892,0.998049,1.789692,0.143086,25.500000,179.500000,0.020694,0.034100,0.026656,0.046462,0.007635,0.007116,6.542210,0.212602,0.378649,2.607420,6.291657,83.708343,,,REPRESENTATION_X_Y_AXES_ONLY,140.000000,260.000000,0.323541,2814.000000,0.311800,0.140472,0.305041,0.101558,0.078926,-0.101255,2.788021,0.349066,0.186850,0.151036,,,REPRESENTATION_X_Y_AXES_ONLY,CANNY_THIN_EDGE_CONNECTIVITY_PROXY_NOT_MORPHOLOGICAL_SKELETON,TELEA_INPAINT_INVALID_PLUS_ERODE_VALID_6PX,1.000000,1.000000,1.000000,1.000000,PASS:65,44.000000,99.000000,0.012634,PASS,TRACKED_OR_FIXED_CENTER_WITH_GLOBAL_AXES_AND_EQUAL_WINDOW_DIMENSIONS,EQUAL_WINDOW_DIMENSIONS_GRID_DENSITY_MASK_GRAY;ROTATED_ANISOTROPIC_WINDOWS_SAMPLE_DIFFERENT_SOURCE_PIXELS,directly_reviewed_complete,metrics remain separate; no combined score or parameter selection; rotated-window deltas are not pure coordinate-axis attribution
S0MV-GM_RM017-PV002-SEG02,vehicle_thread,TRUE_VEHICLE_POSITIVE,NOT_A_TEMPORAL_DIRECTION_TEST,NOT_A_TEMPORAL_CORRESPONDENCE_TEST,GM_RM017,GM_RM017:PV002,mechanism_discovery_gt_proxy,raw_gt,CENTER_TRACKED_CARTESIAN,REPRESENTATION_DEFINED_AXIS,FIXED_REFERENCE,SOURCE_POSITIVE_GT_CONDITIONED_VIEW_GAP10_DIFF5_RELIABILITY_AND_FINITE_COMMON_VALID_PROJECTED_NO_RESELECTION,369267f7470fa21a7f75d20a878c2056eb190faf3a9bb522937c013f7db00e6c,fe00de604990c155fd9239e7643555cbea5f31d71699c09b0b1408e1f8bbf821,65,8,8,11,3,3,PAIR_COUNT_GT4_SHARED_FRAME_REPEATED_EVIDENCE,0.720209,0.912018,12.105294,0.119650,69.500000,367.500000,0.017663,0.085744,0.030783,0.119446,0.012159,0.008265,1.000000,0.768540,0.995202,2.807289,0.136390,28.000000,284.500000,0.019808,0.044754,0.025268,0.055019,0.006765,0.008588,7.673521,0.230110,0.371573,13.601225,15.354142,74.645858,,,REPRESENTATION_X_Y_AXES_ONLY,139.000000,230.000000,0.260676,2701.000000,0.209562,0.135529,0.215835,0.090977,0.135537,-0.016587,2.794795,0.334577,0.181598,0.147585,,,REPRESENTATION_X_Y_AXES_ONLY,CANNY_THIN_EDGE_CONNECTIVITY_PROXY_NOT_MORPHOLOGICAL_SKELETON,TELEA_INPAINT_INVALID_PLUS_ERODE_VALID_6PX,1.000000,1.000000,1.000000,1.000000,PASS:65,44.000000,89.000000,0.006805,PASS,TRACKED_OR_FIXED_CENTER_WITH_GLOBAL_AXES_AND_EQUAL_WINDOW_DIMENSIONS,EQUAL_WINDOW_DIMENSIONS_GRID_DENSITY_MASK_GRAY;ROTATED_ANISOTROPIC_WINDOWS_SAMPLE_DIFFERENT_SOURCE_PIXELS,directly_reviewed_complete,metrics remain separate; no combined score or parameter selection; rotated-window deltas are not pure coordinate-axis attribution
S0MV-GM_RM017-PV002-SEG02,vehicle_thread,TRUE_VEHICLE_POSITIVE,NOT_A_TEMPORAL_DIRECTION_TEST,NOT_A_TEMPORAL_CORRESPONDENCE_TEST,GM_RM017,GM_RM017:PV002,mechanism_discovery_gt_proxy,raw_gt,CENTER_TRACKED_RADIAL,REPRESENTATION_DEFINED_AXIS,FIXED_REFERENCE,SOURCE_POSITIVE_GT_CONDITIONED_VIEW_GAP10_DIFF5_RELIABILITY_AND_FINITE_COMMON_VALID_PROJECTED_NO_RESELECTION,369267f7470fa21a7f75d20a878c2056eb190faf3a9bb522937c013f7db00e6c,fe00de604990c155fd9239e7643555cbea5f31d71699c09b0b1408e1f8bbf821,65,8,8,11,3,3,PAIR_COUNT_GT4_SHARED_FRAME_REPEATED_EVIDENCE,0.252119,0.992753,3.373586,0.097357,54.000000,370.000000,0.021917,0.129106,0.020285,0.164316,0.014602,0.010932,1.000000,0.764762,0.996015,2.558370,0.131056,32.000000,241.500000,0.020307,0.045324,0.017509,0.048095,0.008469,0.006947,2.592006,0.217755,0.364779,8.208550,8.395107,81.604893,,,REPRESENTATION_X_Y_AXES_ONLY,131.000000,233.000000,0.262533,2595.000000,0.217948,0.125732,0.225821,0.105446,0.077168,-0.009926,2.802882,0.270395,0.180632,0.144525,,,REPRESENTATION_X_Y_AXES_ONLY,CANNY_THIN_EDGE_CONNECTIVITY_PROXY_NOT_MORPHOLOGICAL_SKELETON,TELEA_INPAINT_INVALID_PLUS_ERODE_VALID_6PX,1.000000,1.000000,1.000000,1.000000,PASS:65,44.000000,85.000000,0.004974,PASS,AXIS_ORIENTATION_PLUS_ROTATED_ANISOTROPIC_SUPPORT_FOOTPRINT,EQUAL_WINDOW_DIMENSIONS_GRID_DENSITY_MASK_GRAY;ROTATED_ANISOTROPIC_WINDOWS_SAMPLE_DIFFERENT_SOURCE_PIXELS,directly_reviewed_complete,metrics remain separate; no combined score or parameter selection; rotated-window deltas are not pure coordinate-axis attribution
S0MV-GM_RM017-PV002-SEG02,vehicle_thread,TRUE_VEHICLE_POSITIVE,NOT_A_TEMPORAL_DIRECTION_TEST,NOT_A_TEMPORAL_CORRESPONDENCE_TEST,GM_RM017,GM_RM017:PV002,mechanism_discovery_gt_proxy,raw_gt,CENTER_TRACKED_BODY,GT_DERIVED_UNSIGNED_BODY,FIXED_REFERENCE,SOURCE_POSITIVE_GT_CONDITIONED_VIEW_GAP10_DIFF5_RELIABILITY_AND_FINITE_COMMON_VALID_PROJECTED_NO_RESELECTION,369267f7470fa21a7f75d20a878c2056eb190faf3a9bb522937c013f7db00e6c,fe00de604990c155fd9239e7643555cbea5f31d71699c09b0b1408e1f8bbf821,65,8,8,11,3,3,PAIR_COUNT_GT4_SHARED_FRAME_REPEATED_EVIDENCE,0.343522,0.995350,2.760694,0.107136,64.000000,363.000000,0.024264,0.103908,0.014213,0.085308,0.009856,0.008893,1.000000,0.730938,0.991245,3.792637,0.131847,31.000000,256.000000,0.013319,0.051157,0.020948,0.044441,0.007649,0.007087,10.809285,0.234907,0.370731,12.966287,17.458854,72.541146,17.458854,72.541146,BODY_LONG_SHORT_AXES,134.000000,230.000000,0.260674,2696.000000,0.212920,0.131165,0.216312,0.088549,0.155788,-0.003884,2.805138,0.351067,0.181218,0.149266,0.181218,0.149266,BODY_LONG_SHORT_AXES,CANNY_THIN_EDGE_CONNECTIVITY_PROXY_NOT_MORPHOLOGICAL_SKELETON,TELEA_INPAINT_INVALID_PLUS_ERODE_VALID_6PX,1.000000,1.000000,1.000000,1.000000,PASS:65,44.000000,89.000000,0.006683,PASS,AXIS_ORIENTATION_PLUS_ROTATED_ANISOTROPIC_SUPPORT_FOOTPRINT,EQUAL_WINDOW_DIMENSIONS_GRID_DENSITY_MASK_GRAY;ROTATED_ANISOTROPIC_WINDOWS_SAMPLE_DIFFERENT_SOURCE_PIXELS,directly_reviewed_complete,metrics remain separate; no combined score or parameter selection; rotated-window deltas are not pure coordinate-axis attribution
S0MV-GM_RM017-PV002-SEG02,vehicle_thread,TRUE_VEHICLE_POSITIVE,NOT_A_TEMPORAL_DIRECTION_TEST,NOT_A_TEMPORAL_CORRESPONDENCE_TEST,GM_RM017,GM_RM017:PV002,mechanism_discovery_gt_proxy,raw_gt,WORLD_FIXED,REPRESENTATION_DEFINED_AXIS,CANDIDATE_LOCAL_REESTIMATED,SOURCE_POSITIVE_GT_CONDITIONED_VIEW_GAP10_DIFF5_RELIABILITY_AND_FINITE_COMMON_VALID_PROJECTED_NO_RESELECTION,369267f7470fa21a7f75d20a878c2056eb190faf3a9bb522937c013f7db00e6c,fe00de604990c155fd9239e7643555cbea5f31d71699c09b0b1408e1f8bbf821,65,8,8,11,3,3,PAIR_COUNT_GT4_SHARED_FRAME_REPEATED_EVIDENCE,0.201893,0.989489,4.072175,0.082672,40.000000,649.500000,0.043758,0.198207,0.049039,0.185473,0.020651,0.011823,1.000000,0.788279,0.997472,2.037296,0.143928,26.500000,189.000000,0.017960,0.036303,0.021475,0.034673,0.010146,0.007576,6.132645,0.222262,0.378028,2.896454,5.227263,84.772737,,,REPRESENTATION_X_Y_AXES_ONLY,150.000000,269.000000,0.161180,2793.000000,0.159418,0.139252,0.149460,0.107318,0.083021,-0.101229,2.782879,0.344052,0.185458,0.152895,,,REPRESENTATION_X_Y_AXES_ONLY,CANNY_THIN_EDGE_CONNECTIVITY_PROXY_NOT_MORPHOLOGICAL_SKELETON,TELEA_INPAINT_INVALID_PLUS_ERODE_VALID_6PX,1.000000,1.000000,1.000000,1.000000,PASS:65,45.000000,99.000000,0.010284,PASS,TRACKED_OR_FIXED_CENTER_WITH_GLOBAL_AXES_AND_EQUAL_WINDOW_DIMENSIONS,EQUAL_WINDOW_DIMENSIONS_GRID_DENSITY_MASK_GRAY;ROTATED_ANISOTROPIC_WINDOWS_SAMPLE_DIFFERENT_SOURCE_PIXELS,directly_reviewed_complete,metrics remain separate; no combined score or parameter selection; rotated-window deltas are not pure coordinate-axis attribution
S0MV-GM_RM017-PV002-SEG02,vehicle_thread,TRUE_VEHICLE_POSITIVE,NOT_A_TEMPORAL_DIRECTION_TEST,NOT_A_TEMPORAL_CORRESPONDENCE_TEST,GM_RM017,GM_RM017:PV002,mechanism_discovery_gt_proxy,raw_gt,CENTER_TRACKED_CARTESIAN,REPRESENTATION_DEFINED_AXIS,CANDIDATE_LOCAL_REESTIMATED,SOURCE_POSITIVE_GT_CONDITIONED_VIEW_GAP10_DIFF5_RELIABILITY_AND_FINITE_COMMON_VALID_PROJECTED_NO_RESELECTION,369267f7470fa21a7f75d20a878c2056eb190faf3a9bb522937c013f7db00e6c,fe00de604990c155fd9239e7643555cbea5f31d71699c09b0b1408e1f8bbf821,65,8,8,11,3,3,PAIR_COUNT_GT4_SHARED_FRAME_REPEATED_EVIDENCE,0.723920,0.907039,12.450363,0.119759,65.500000,523.500000,0.022222,0.070430,0.026494,0.100157,0.012404,0.009388,1.000000,0.774786,0.995403,2.746736,0.139199,28.000000,245.000000,0.018691,0.033380,0.019271,0.043556,0.007993,0.007175,7.631948,0.227289,0.374431,14.276776,15.447209,74.552791,,,REPRESENTATION_X_Y_AXES_ONLY,165.000000,289.000000,0.154396,3024.000000,0.168278,0.153961,0.159388,0.092673,0.134920,-0.025031,2.799554,0.256171,0.176053,0.154830,,,REPRESENTATION_X_Y_AXES_ONLY,CANNY_THIN_EDGE_CONNECTIVITY_PROXY_NOT_MORPHOLOGICAL_SKELETON,TELEA_INPAINT_INVALID_PLUS_ERODE_VALID_6PX,1.000000,1.000000,1.000000,1.000000,PASS:65,44.000000,89.000000,0.010406,PASS,TRACKED_OR_FIXED_CENTER_WITH_GLOBAL_AXES_AND_EQUAL_WINDOW_DIMENSIONS,EQUAL_WINDOW_DIMENSIONS_GRID_DENSITY_MASK_GRAY;ROTATED_ANISOTROPIC_WINDOWS_SAMPLE_DIFFERENT_SOURCE_PIXELS,directly_reviewed_complete,metrics remain separate; no combined score or parameter selection; rotated-window deltas are not pure coordinate-axis attribution
S0MV-GM_RM017-PV002-SEG02,vehicle_thread,TRUE_VEHICLE_POSITIVE,NOT_A_TEMPORAL_DIRECTION_TEST,NOT_A_TEMPORAL_CORRESPONDENCE_TEST,GM_RM017,GM_RM017:PV002,mechanism_discovery_gt_proxy,raw_gt,CENTER_TRACKED_RADIAL,REPRESENTATION_DEFINED_AXIS,CANDIDATE_LOCAL_REESTIMATED,SOURCE_POSITIVE_GT_CONDITIONED_VIEW_GAP10_DIFF5_RELIABILITY_AND_FINITE_COMMON_VALID_PROJECTED_NO_RESELECTION,369267f7470fa21a7f75d20a878c2056eb190faf3a9bb522937c013f7db00e6c,fe00de604990c155fd9239e7643555cbea5f31d71699c09b0b1408e1f8bbf821,65,8,8,11,3,3,PAIR_COUNT_GT4_SHARED_FRAME_REPEATED_EVIDENCE,0.259948,0.990519,3.895232,0.108747,38.000000,596.000000,0.023819,0.115307,0.030051,0.089913,0.018427,0.007080,1.000000,0.771874,0.994681,2.956206,0.133329,32.000000,374.500000,0.021893,0.044438,0.030027,0.031783,0.007552,0.006474,2.911012,0.210989,0.366610,8.001833,7.732550,82.267450,,,REPRESENTATION_X_Y_AXES_ONLY,172.000000,296.000000,0.153197,3169.000000,0.163838,0.159668,0.151821,0.088645,0.073005,0.006822,2.803911,0.209080,0.176846,0.150839,,,REPRESENTATION_X_Y_AXES_ONLY,CANNY_THIN_EDGE_CONNECTIVITY_PROXY_NOT_MORPHOLOGICAL_SKELETON,TELEA_INPAINT_INVALID_PLUS_ERODE_VALID_6PX,1.000000,1.000000,1.000000,1.000000,PASS:65,44.000000,85.000000,0.010376,PASS,AXIS_ORIENTATION_PLUS_ROTATED_ANISOTROPIC_SUPPORT_FOOTPRINT,EQUAL_WINDOW_DIMENSIONS_GRID_DENSITY_MASK_GRAY;ROTATED_ANISOTROPIC_WINDOWS_SAMPLE_DIFFERENT_SOURCE_PIXELS,directly_reviewed_complete,metrics remain separate; no combined score or parameter selection; rotated-window deltas are not pure coordinate-axis attribution
S0MV-GM_RM017-PV002-SEG02,vehicle_thread,TRUE_VEHICLE_POSITIVE,NOT_A_TEMPORAL_DIRECTION_TEST,NOT_A_TEMPORAL_CORRESPONDENCE_TEST,GM_RM017,GM_RM017:PV002,mechanism_discovery_gt_proxy,raw_gt,CENTER_TRACKED_BODY,GT_DERIVED_UNSIGNED_BODY,CANDIDATE_LOCAL_REESTIMATED,SOURCE_POSITIVE_GT_CONDITIONED_VIEW_GAP10_DIFF5_RELIABILITY_AND_FINITE_COMMON_VALID_PROJECTED_NO_RESELECTION,369267f7470fa21a7f75d20a878c2056eb190faf3a9bb522937c013f7db00e6c,fe00de604990c155fd9239e7643555cbea5f31d71699c09b0b1408e1f8bbf821,65,8,8,11,3,3,PAIR_COUNT_GT4_SHARED_FRAME_REPEATED_EVIDENCE,0.356709,0.996280,2.461999,0.113966,59.000000,1020.500000,0.015994,0.104421,0.013187,0.116876,0.005149,0.010042,1.000000,0.735626,0.989399,4.168391,0.136042,27.000000,293.500000,0.017482,0.033414,0.021031,0.042664,0.006397,0.005128,10.798708,0.229925,0.373193,12.571465,17.734474,72.265526,17.734474,72.265526,BODY_LONG_SHORT_AXES,164.000000,291.000000,0.167282,3087.000000,0.173987,0.153839,0.163747,0.091531,0.148129,-0.014885,2.806589,0.265545,0.176460,0.152732,0.176460,0.152732,BODY_LONG_SHORT_AXES,CANNY_THIN_EDGE_CONNECTIVITY_PROXY_NOT_MORPHOLOGICAL_SKELETON,TELEA_INPAINT_INVALID_PLUS_ERODE_VALID_6PX,1.000000,1.000000,1.000000,1.000000,PASS:65,44.000000,89.000000,0.010406,PASS,AXIS_ORIENTATION_PLUS_ROTATED_ANISOTROPIC_SUPPORT_FOOTPRINT,EQUAL_WINDOW_DIMENSIONS_GRID_DENSITY_MASK_GRAY;ROTATED_ANISOTROPIC_WINDOWS_SAMPLE_DIFFERENT_SOURCE_PIXELS,directly_reviewed_complete,metrics remain separate; no combined score or parameter selection; rotated-window deltas are not pure coordinate-axis attribution
S0MV-GM_RM017-PV002-SEG02,vehicle_thread,TRUE_VEHICLE_POSITIVE,NOT_A_TEMPORAL_DIRECTION_TEST,NOT_A_TEMPORAL_CORRESPONDENCE_TEST,GM_RM017,GM_RM017:PV002,mechanism_discovery_gt_proxy,smoothed_gt,WORLD_FIXED,REPRESENTATION_DEFINED_AXIS,FIXED_REFERENCE,SOURCE_POSITIVE_GT_CONDITIONED_VIEW_GAP10_DIFF5_RELIABILITY_AND_FINITE_COMMON_VALID_PROJECTED_NO_RESELECTION,7af9116724c7a8702700075845d02acd180c1bd14d4b238413ba2ed3adaafc86,ed546402acc4ce6014d9b55287c5bd2e9525b45c88e831b366822566c34e6b33,65,3,0,0,0,0,NO_ELIGIBLE_PAIRS,,,,,,,,,,,,,,0.784998,0.997932,1.842637,0.142278,27.500000,173.000000,0.016572,0.038229,0.021157,0.048646,0.008933,0.008375,6.585333,0.211892,0.378382,2.428468,6.296706,83.703294,,,REPRESENTATION_X_Y_AXES_ONLY,143.000000,268.000000,0.320267,2756.000000,0.318695,0.138397,0.311844,0.107046,0.088810,-0.096355,2.785467,0.343233,0.188328,0.152040,,,REPRESENTATION_X_Y_AXES_ONLY,CANNY_THIN_EDGE_CONNECTIVITY_PROXY_NOT_MORPHOLOGICAL_SKELETON,TELEA_INPAINT_INVALID_PLUS_ERODE_VALID_6PX,1.000000,1.000000,1.000000,1.000000,PASS:65,44.000000,99.000000,0.012726,PASS,TRACKED_OR_FIXED_CENTER_WITH_GLOBAL_AXES_AND_EQUAL_WINDOW_DIMENSIONS,EQUAL_WINDOW_DIMENSIONS_GRID_DENSITY_MASK_GRAY;ROTATED_ANISOTROPIC_WINDOWS_SAMPLE_DIFFERENT_SOURCE_PIXELS,directly_reviewed_complete,metrics remain separate; no combined score or parameter selection; rotated-window deltas are not pure coordinate-axis attribution
S0MV-GM_RM017-PV002-SEG02,vehicle_thread,TRUE_VEHICLE_POSITIVE,NOT_A_TEMPORAL_DIRECTION_TEST,NOT_A_TEMPORAL_CORRESPONDENCE_TEST,GM_RM017,GM_RM017:PV002,mechanism_discovery_gt_proxy,smoothed_gt,CENTER_TRACKED_CARTESIAN,REPRESENTATION_DEFINED_AXIS,FIXED_REFERENCE,SOURCE_POSITIVE_GT_CONDITIONED_VIEW_GAP10_DIFF5_RELIABILITY_AND_FINITE_COMMON_VALID_PROJECTED_NO_RESELECTION,7af9116724c7a8702700075845d02acd180c1bd14d4b238413ba2ed3adaafc86,ed546402acc4ce6014d9b55287c5bd2e9525b45c88e831b366822566c34e6b33,65,3,0,0,0,0,NO_ELIGIBLE_PAIRS,,,,,,,,,,,,,,0.826427,0.995994,2.565257,0.143217,27.500000,280.500000,0.021602,0.037705,0.028284,0.049421,0.008053,0.006566,7.636848,0.229319,0.373250,13.580713,15.591925,74.408075,,,REPRESENTATION_X_Y_AXES_ONLY,147.000000,231.000000,0.257491,2730.000000,0.210150,0.133728,0.216436,0.087454,0.138710,-0.016587,2.795708,0.331566,0.181598,0.150247,,,REPRESENTATION_X_Y_AXES_ONLY,CANNY_THIN_EDGE_CONNECTIVITY_PROXY_NOT_MORPHOLOGICAL_SKELETON,TELEA_INPAINT_INVALID_PLUS_ERODE_VALID_6PX,1.000000,1.000000,1.000000,1.000000,PASS:65,44.000000,89.000000,0.006714,PASS,TRACKED_OR_FIXED_CENTER_WITH_GLOBAL_AXES_AND_EQUAL_WINDOW_DIMENSIONS,EQUAL_WINDOW_DIMENSIONS_GRID_DENSITY_MASK_GRAY;ROTATED_ANISOTROPIC_WINDOWS_SAMPLE_DIFFERENT_SOURCE_PIXELS,directly_reviewed_complete,metrics remain separate; no combined score or parameter selection; rotated-window deltas are not pure coordinate-axis attribution
