atlas_version,role,path,sha256,git_tracked,freeze_status
OTY2-RSA0-response-atlas-v0-manual-review-seeded,config,D:\profile\research\optical-sar-visual-diagnosis-sar-foundation\configs\oty2\oty2_rsa0_response_atlas.json,a3fe5ca93697842c41a3ad080f218e905ab038d6a725b04835ae524e40848c3b,true,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,frames,D:\profile\research\optical-sar-visual-diagnosis-sar-foundation\manifests\oty2\oty2_rsa0_response_atlas_frames.csv,cd48e22f970367728eb995abf310d5d4d49c529758bf171f24420b07fc53a5ba,true,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,regions,D:\profile\research\optical-sar-visual-diagnosis-sar-foundation\manifests\oty2\oty2_rsa0_response_atlas_regions.csv,a5ff0d71237b3015cffce3024877ea9cbae408106a255b8e024449e52a8029bf,true,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,skeletons,D:\profile\research\optical-sar-visual-diagnosis-sar-foundation\manifests\oty2\oty2_rsa0_response_skeletons.csv,a78d66ccc98a932dd8f1e3eaf455d72e6f94d17caad937b2d58bb6a1205f662f,true,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,background_controls,D:\profile\research\optical-sar-visual-diagnosis-sar-foundation\manifests\oty2\oty2_rsa0_background_controls.csv,98e2fc891cd6beecee09239de4e30e4c45abf840f6595a2bf69ba447b8206b19,true,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,direct_visual_review_report,D:\profile\research\optical-sar-visual-diagnosis-sar-foundation\reports\oty2\oty2_rsa0_response_atlas_direct_visual_review_20260717.md,a3e6ece2a5c6f9820d399c98fcb7f04250e97f5f780a43de3075d96d5d028d0f,true,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,atlas_summary,D:\profile\research\optical-sar-visual-diagnosis-sar-foundation\reports\oty2\oty2_rsa0_response_atlas_summary_20260717.json,7a9fee19e85101abe9022560d90bf61a6df4e27638c05227bb6f26cd89f1f1c6,true,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,visual_review_pack_manifest,D:\profile\research\optical-sar-visual-diagnosis-sar-foundation\manifests\oty2\oty2_rsa0_visual_review_pack_manifest.csv,c0751de49438331e141b68cfa0aaddbc79d836762f2cb14431b9b1ca4b4ea8e9,true,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,visual_review_pack_summary,D:\profile\research\optical-sar-visual-diagnosis-sar-foundation\reports\oty2\oty2_rsa0_visual_review_pack_summary_20260717.json,2f579a807f0dcd53f1cb1e201ccca08d815fddf4fc22533318c0bac88b99278b,true,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,short_window_inventory,D:\profile\research\optical-sar-visual-diagnosis-sar-foundation\manifests\oty2\oty2_rsa0_short_window_inventory.csv,9fb9af4bd7991c5c83d8e68eaad9dfc6ae638209d4658cd99bfeec6d6de3059f,true,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,overlay_PV002_330_350_330,D:\profile\research\workspace\output\oty2_rsa0_20260717\response_atlas_review\PV002_330_350\pv002_330_350_330_atlas_overlay.png,3e7b369403217e7f07013cc5baa39fd5cc813beb7ea7ac15cde9c026ae98eef3,false,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,overlay_PV002_330_350_334,D:\profile\research\workspace\output\oty2_rsa0_20260717\response_atlas_review\PV002_330_350\pv002_330_350_334_atlas_overlay.png,e18d40ce74e7f4e53447d1b43fa0c4b7ecada305a5d75c219fd9521944636f19,false,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,overlay_PV002_330_350_339,D:\profile\research\workspace\output\oty2_rsa0_20260717\response_atlas_review\PV002_330_350\pv002_330_350_339_atlas_overlay.png,3c91914686ac49f3110b94eb88e8366261b5143abc3aa79fef84d6225738aeef,false,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,overlay_PV002_330_350_344,D:\profile\research\workspace\output\oty2_rsa0_20260717\response_atlas_review\PV002_330_350\pv002_330_350_344_atlas_overlay.png,e0d8d5084b416db10e25cc94e6e4baa628ad61e8a97237f424a0b7e46ca7453c,false,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,overlay_PV002_330_350_350,D:\profile\research\workspace\output\oty2_rsa0_20260717\response_atlas_review\PV002_330_350\pv002_330_350_350_atlas_overlay.png,41b3f960510737edd89efedad5a363c11f8a7aca325a6515b13f6d8c6fb4125a,false,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,overlay_PV003_360_384_360,D:\profile\research\workspace\output\oty2_rsa0_20260717\response_atlas_review\PV003_360_384\pv003_360_384_360_atlas_overlay.png,be7a6e99cff6f7145aa84099849653012aae48d2cff3502225f6f85c754a4528,false,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,overlay_PV003_360_384_364,D:\profile\research\workspace\output\oty2_rsa0_20260717\response_atlas_review\PV003_360_384\pv003_360_384_364_atlas_overlay.png,670d18a86625bc4c7d496a88c86209a04346e746cd30b31a5b9f7cec17e1c2e2,false,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,overlay_PV003_360_384_372,D:\profile\research\workspace\output\oty2_rsa0_20260717\response_atlas_review\PV003_360_384\pv003_360_384_372_atlas_overlay.png,ec97d5afc4cef3122593a1a356fcb267c2f9f024ab6853618003f98fc3a22e83,false,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,overlay_PV003_360_384_378,D:\profile\research\workspace\output\oty2_rsa0_20260717\response_atlas_review\PV003_360_384\pv003_360_384_378_atlas_overlay.png,632a864f1f59f1dbce604865ca2110f7a7ed5c7ff741ec68bb42412a7e0fbcbf,false,frozen_before_representation_scoring
OTY2-RSA0-response-atlas-v0-manual-review-seeded,overlay_PV003_360_384_384,D:\profile\research\workspace\output\oty2_rsa0_20260717\response_atlas_review\PV003_360_384\pv003_360_384_384_atlas_overlay.png,2ebaae723c014524718ef17bb9d06a18c28a05c244f447c13339ddf382af0f06,false,frozen_before_representation_scoring
