window_id,window_role,scene,canonical_vehicle_id,sar_frame_index,reference_row_count,reference_available,optical_shell_area_px,optical_shell_target_coverage,optical_shell_precision,optical_shell_other_vehicle_overlap_px,independent_support_area_px,independent_target_intersection_px,independent_target_coverage,independent_precision,independent_other_vehicle_overlap_px,joint_support_area_px,joint_target_intersection_px,joint_target_coverage,joint_precision,joint_other_vehicle_overlap_px,joint_shell_contraction_fraction,joint_background_area_reduction_px,weak_maintained_area_px,weak_maintained_target_intersection_px,background_excluded_area_px,mixed_or_unresolved_area_px,per_frame_response_state,sar_only_support_area_px,sar_only_target_coverage,sar_only_precision,target_reference_used_for_inference,evaluation_only
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,330,1,true,38324,0.601121056,0.173494416,687,302,63,0.005695688,0.208609272,0,792,453,0.040954706,0.571969697,0,0.979334099,31336,448,359,0,0,TEMPORALLY_MAINTAINED_WEAK_RESPONSE,1285,0.028207215,0.242801556,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,331,1,true,38073,0.611050626,0.176897014,386,873,272,0.024677917,0.311569301,0,1262,615,0.055797496,0.487321712,0,0.966853151,30691,334,298,0,0,PERSISTENT_VISIBLE_RESPONSE,1302,0.028397750,0.240399386,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,332,1,true,37837,0.608744186,0.172952401,142,943,521,0.048465116,0.552492047,0,1198,722,0.067162791,0.602671119,0,0.968337870,30817,269,207,0,0,PERSISTENT_VISIBLE_RESPONSE,1422,0.033488372,0.253164557,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,333,1,true,37606,0.618236748,0.179572409,451,943,442,0.040465074,0.468716861,0,1297,753,0.068937105,0.580570547,0,0.965510823,30309,360,303,0,0,PERSISTENT_VISIBLE_RESPONSE,1471,0.033690378,0.250169952,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,334,1,true,37225,0.594547731,0.165802552,29,1322,687,0.066178596,0.519667171,0,1604,911,0.087756478,0.567955112,0,0.956910678,30360,271,215,0,0,PERSISTENT_VISIBLE_RESPONSE,1492,0.035931028,0.250000000,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,335,1,true,36760,0.619927474,0.195321001,403,993,615,0.053099637,0.619335347,0,1361,874,0.075461924,0.642174871,0,0.962976061,29093,358,261,0,0,PERSISTENT_VISIBLE_RESPONSE,1500,0.032464169,0.250666667,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,336,1,true,37431,0.565301205,0.188025968,68,1082,737,0.059196787,0.681146026,0,1369,957,0.076867470,0.699050402,0,0.963426037,29981,302,216,0,0,PERSISTENT_VISIBLE_RESPONSE,1500,0.030200803,0.250666667,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,337,1,true,38950,0.613840055,0.182875481,14,1392,884,0.076180627,0.635057471,0,1600,1037,0.089365736,0.648125000,0,0.958921694,31264,214,145,0,0,PERSISTENT_VISIBLE_RESPONSE,1491,0.032402620,0.252179745,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,338,1,true,39482,0.619037679,0.150220354,0,1197,838,0.087464774,0.700083542,0,1482,1016,0.106043211,0.685560054,0,0.962463908,33085,275,174,0,0,PERSISTENT_VISIBLE_RESPONSE,1497,0.039244338,0.251169005,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,339,1,true,39007,0.579550809,0.189196811,0,1826,1087,0.085362023,0.595290252,0,2074,1271,0.099811528,0.612825458,0,0.946830056,30824,235,176,0,0,PERSISTENT_VISIBLE_RESPONSE,1496,0.029527250,0.251336898,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,340,1,true,38835,0.626647446,0.156714304,0,2201,1224,0.126029654,0.556110859,0,2325,1299,0.133752059,0.558709677,0,0.940131325,31723,133,85,0,0,PERSISTENT_VISIBLE_RESPONSE,1489,0.038714992,0.252518469,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,341,1,true,39088,0.534014745,0.163067949,0,2147,1254,0.105060322,0.584070796,0,2258,1321,0.110673592,0.585031001,0,0.942232910,31777,107,66,0,0,PERSISTENT_VISIBLE_RESPONSE,1494,0.031501340,0.251673360,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,342,1,true,39162,0.606181645,0.162759818,0,2524,1455,0.138373752,0.576465927,0,2620,1497,0.142368046,0.571374046,0,0.933098412,31665,88,42,0,0,PERSISTENT_VISIBLE_RESPONSE,1497,0.035758440,0.251169005,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,343,1,true,38900,0.551179860,0.179537275,0,3727,1875,0.147975693,0.503085592,0,3761,1899,0.149869781,0.504918905,0,0.903316195,30054,35,24,0,0,PERSISTENT_VISIBLE_RESPONSE,1497,0.029674059,0.251169005,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,344,1,true,38663,0.559033183,0.176473631,0,2695,1744,0.142892257,0.647124304,0,2786,1778,0.145678001,0.638190955,0,0.927941443,30832,84,36,0,0,PERSISTENT_VISIBLE_RESPONSE,1496,0.030807046,0.251336898,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,345,1,true,38544,0.550430350,0.170895600,0,2796,1821,0.152168463,0.651287554,0,2880,1881,0.157182251,0.653125000,0,0.925280199,30958,89,61,0,0,PERSISTENT_VISIBLE_RESPONSE,1489,0.031419738,0.252518469,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,346,1,true,38227,0.569056298,0.183770633,0,2486,1858,0.150506278,0.747385358,0,2602,1922,0.155690563,0.738662567,0,0.931932927,30522,115,63,0,0,PERSISTENT_VISIBLE_RESPONSE,1497,0.030457675,0.251169005,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,347,1,true,36834,0.575256811,0.174838464,0,3032,1928,0.172219741,0.635883905,0,3081,1957,0.174810183,0.635183382,0,0.916354455,29270,49,29,0,0,PERSISTENT_VISIBLE_RESPONSE,1486,0.033318446,0.251009421,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,348,1,true,35605,0.647047987,0.197303749,0,1892,1437,0.132357005,0.759513742,0,2072,1555,0.143225569,0.750482625,0,0.941805926,28063,172,109,0,0,PERSISTENT_VISIBLE_RESPONSE,1487,0.034355715,0.250840619,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,349,1,true,35939,0.540781459,0.202565458,0,1651,1165,0.086539890,0.705632950,0,2008,1462,0.108601991,0.728087649,0,0.944127549,28113,359,297,0,0,PERSISTENT_VISIBLE_RESPONSE,1484,0.027559055,0.250000000,false,true
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,350,1,true,36300,0.594365552,0.214462810,0,2031,1227,0.093678424,0.604135894,0,2237,1449,0.110627577,0.647742512,0,0.938374656,27727,212,201,0,0,PERSISTENT_VISIBLE_RESPONSE,1436,0.026492594,0.241643454,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,338,1,true,47743,0.863453815,0.202647509,2951,821,818,0.073003124,0.996345920,0,1145,1142,0.101918786,0.997379913,0,0.976017427,38065,315,315,0,0,PERSISTENT_VISIBLE_RESPONSE,359,0.015796519,0.493036212,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,339,1,true,47061,0.846538252,0.197977094,3103,967,962,0.087406869,0.994829369,0,1270,1265,0.114937307,0.996062992,0,0.973013748,37739,290,290,0,0,PERSISTENT_VISIBLE_RESPONSE,388,0.017263311,0.489690722,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,340,1,true,46676,0.796829306,0.221827063,1701,1127,1109,0.085347083,0.984028394,0,1375,1357,0.104432815,0.986909091,0,0.970541606,36304,240,240,0,0,PERSISTENT_VISIBLE_RESPONSE,400,0.014853009,0.482500000,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,341,1,true,46717,0.794672755,0.223516065,1459,1089,1054,0.080213090,0.967860422,0,1354,1319,0.100380518,0.974150665,0,0.971016975,36240,259,259,0,0,PERSISTENT_VISIBLE_RESPONSE,417,0.015296804,0.482014388,false,true
