scene,canonical_vehicle_id,benchmark_role,optical_frame_index,sar_frame_index,sar_gt_id,optical_pose_group,pose_source,optical_bbox_center_x_px,optical_bbox_proxy_residual_px,sar_gt_center_residual_deg,distance_to_gt_azimuth_interval_deg,gt_azimuth_width_deg,center_bias_direction,heldout_reproduction_scope,mapping_anchor_eligibility,notes
GM_RM017,GM_RM017:PV002,development,154,321,GM_RM017|000321|gm_rm017_00025,left_side_dominant,direct_complete_optical_vehicle_review_not_sar_gt,154.305000,-8.383830,-0.733714203,0.000000000,26.534297810,lower_azimuth,development,calibration_usable,proxy residual is descriptive and cannot by itself identify whether optical or SAR center caused the offset
GM_RM017,GM_RM017:PV002,development,155,323,GM_RM017|000323|gm_rm017_00027,left_side_dominant,direct_complete_optical_vehicle_review_not_sar_gt,176.777500,-13.624109,-1.192319377,0.000000000,26.782108942,lower_azimuth,development,calibration_usable,proxy residual is descriptive and cannot by itself identify whether optical or SAR center caused the offset
GM_RM017,GM_RM017:PV002,development,156,325,GM_RM017|000325|gm_rm017_00029,left_side_dominant,direct_complete_optical_vehicle_review_not_sar_gt,199.480000,-7.267944,-0.636057008,0.000000000,26.124327595,lower_azimuth,development,calibration_usable,proxy residual is descriptive and cannot by itself identify whether optical or SAR center caused the offset
GM_RM017,GM_RM017:PV002,development,157,327,GM_RM017|000327|gm_rm017_00031,left_side_dominant,direct_complete_optical_vehicle_review_not_sar_gt,222.742500,-1.979915,-0.173273016,0.000000000,26.902003729,lower_azimuth,development,calibration_usable,proxy residual is descriptive and cannot by itself identify whether optical or SAR center caused the offset
GM_RM017,GM_RM017:PV002,development,158,329,GM_RM017|000329|gm_rm017_00033,left_side_dominant,direct_complete_optical_vehicle_review_not_sar_gt,244.703000,-7.441434,-0.651240074,0.000000000,26.184531622,lower_azimuth,development,calibration_usable,proxy residual is descriptive and cannot by itself identify whether optical or SAR center caused the offset
GM_RM017,GM_RM017:PV002,development,159,331,GM_RM017|000331|gm_rm017_00036,left_side_dominant,direct_complete_optical_vehicle_review_not_sar_gt,266.762000,-9.720162,-0.850663865,0.000000000,28.727696776,lower_azimuth,development,calibration_usable,proxy residual is descriptive and cannot by itself identify whether optical or SAR center caused the offset
GM_RM017,GM_RM017:PV002,development,160,333,GM_RM017|000333|gm_rm017_00038,left_side_dominant,direct_complete_optical_vehicle_review_not_sar_gt,289.649000,-10.793551,-0.944601905,0.000000000,28.419499073,lower_azimuth,development,calibration_usable,proxy residual is descriptive and cannot by itself identify whether optical or SAR center caused the offset
GM_RM017,GM_RM017:PV002,development,161,335,GM_RM017|000335|gm_rm017_00039,left_side_dominant,direct_complete_optical_vehicle_review_not_sar_gt,312.384000,-11.763670,-1.029502286,0.000000000,28.513110373,lower_azimuth,development,calibration_usable,proxy residual is descriptive and cannot by itself identify whether optical or SAR center caused the offset
GM_RM017,GM_RM017:PV002,development,162,337,GM_RM017|000337|gm17supp_000162_000337_det2,left_side_dominant,direct_complete_optical_vehicle_review_not_sar_gt,335.702000,-9.891118,-0.865625189,0.000000000,28.830919867,lower_azimuth,development,calibration_usable,proxy residual is descriptive and cannot by itself identify whether optical or SAR center caused the offset
GM_RM017,GM_RM017:PV003,heldout_validation,162,338,GM_RM017|000338|gm_rm017_00042,left_side_dominant,direct_complete_optical_vehicle_review_not_sar_gt,130.205500,-2.528385,-0.221272585,0.000000000,21.431661393,lower_azimuth,heldout,heldout_usable,proxy residual is descriptive and cannot by itself identify whether optical or SAR center caused the offset
