frame,selected_transport_dx_px,selected_transport_dy_px,valid_fraction,interpolation_affected_fraction,interpolation_abs_difference_mean,selected_model,selected_observation
330,0.0,0.0,1.0,0.0,0.0,GLOBAL_TRANSLATION,PHASE_CORRELATION
331,6.433902915487238,-0.01629883470968707,0.9974003466204506,0.4532260516189046,1.0026539727529806,GLOBAL_TRANSLATION,PHASE_CORRELATION
332,12.564700984315152,0.07652937523909031,0.994367417677643,0.4672591130777765,1.0939311390056605,GLOBAL_TRANSLATION,PHASE_CORRELATION
333,18.637520025371714,-0.11511404136081183,0.9917677642980935,0.4783040672038331,1.0084001249702803,GLOBAL_TRANSLATION,PHASE_CORRELATION
334,24.8537290341406,-0.1632783055111986,0.9891681109185442,0.44151884196549906,0.7440192518720928,GLOBAL_TRANSLATION,PHASE_CORRELATION
335,31.28785238673322,-0.12727655905450774,0.9865684575389948,0.43721336905204244,0.8139283454451958,GLOBAL_TRANSLATION,PHASE_CORRELATION
336,37.263906286910526,-0.3083016770485756,0.9839688041594454,0.5042408388526707,1.305028463311277,GLOBAL_TRANSLATION,PHASE_CORRELATION
337,43.80071023282164,-0.5259176638872418,0.980200540977345,0.526135545745325,1.6794614952324654,GLOBAL_TRANSLATION,PHASE_CORRELATION
338,49.95147199809037,-0.4773596361499699,0.9783362218370883,0.5300574366196451,1.885514505811753,GLOBAL_TRANSLATION,PHASE_CORRELATION
339,56.01762292994863,-0.3237375494494472,0.975736568457539,0.4995800410020293,1.332991363998285,GLOBAL_TRANSLATION,PHASE_CORRELATION
340,62.44794815718092,-0.3454573920347457,0.9731369150779896,0.5515075001494054,2.3806350386694453,GLOBAL_TRANSLATION,PHASE_CORRELATION
341,68.487843518271,-0.3577555398843515,0.9705372616984402,0.5483232170743051,2.24616419468837,GLOBAL_TRANSLATION,PHASE_CORRELATION
342,74.71415089122786,-0.5008861377461358,0.9667790671388742,0.554552121686124,2.563571255554596,GLOBAL_TRANSLATION,PHASE_CORRELATION
343,80.92328352472725,-0.5510053412623392,0.9641813625249767,0.5286380856365578,1.9313630607921402,GLOBAL_TRANSLATION,PHASE_CORRELATION
344,86.9897993650427,-0.6057645707778647,0.9615836579110791,0.5130596530157798,1.8536110839956725,GLOBAL_TRANSLATION,PHASE_CORRELATION
345,93.17768204925471,-0.5203725474700605,0.9589859532971816,0.5445981515308204,2.2216216582362294,GLOBAL_TRANSLATION,PHASE_CORRELATION
346,99.38056058994562,-0.6679708883979742,0.956388248683284,0.5456966057699053,2.2211912190360854,GLOBAL_TRANSLATION,PHASE_CORRELATION
347,105.50098532818333,-0.8748744566260029,0.9533575933004035,0.526363876120865,1.8576725243981296,GLOBAL_TRANSLATION,PHASE_CORRELATION
348,111.55135483198887,-1.042694115731365,0.950759888686506,0.5110452789203319,1.7002853855540387,GLOBAL_TRANSLATION,PHASE_CORRELATION
349,117.59814268583409,-0.982910384321201,0.9481621840726084,0.50595412865491,1.602104635747978,GLOBAL_TRANSLATION,PHASE_CORRELATION
350,124.09636879382776,-0.9869235835675454,0.9455644794587108,0.2662851849638439,0.32029916819864307,GLOBAL_TRANSLATION,PHASE_CORRELATION
