atlas_version,window_id,case_id,scene,canonical_vehicle_id,sar_frame,coordinate_system,source_role,review_status,label,subtype,geometry_type,points,confidence,notes
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,330,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,DEFINITE_TARGET_RESPONSE,thin_main_band,polygon,"949.984,1020.790;1146.984,1020.790;1146.984,1036.790;949.984,1036.790",1.0,thin conservative polygon around main skeleton
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,330,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,PROBABLE_TARGET_RESPONSE,upper_or_intermediate_component,polygon,"920.984,965.790;992.984,965.790;992.984,992.790;920.984,992.790",0.5,possible local component; excluded from hard positive
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,330,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,RESPONSE_SUPPORT_REGION,local_context_container,polygon,"890.984,940.790;1210.984,940.790;1210.984,1100.790;890.984,1100.790",0.25,context container only; not positive mask
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,330,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,UNRESOLVED,right_mixed_neighbourhood,polygon,"1100.984,955.790;1225.984,955.790;1225.984,1115.790;1100.984,1115.790",0.25,target/background ownership ambiguous
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,330,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,MIXED_STRUCTURE,right_side_target_background_mix,polygon,"1125.984,975.790;1215.984,975.790;1215.984,1085.790;1125.984,1085.790",0.25,mixed target-like and background-like structure
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,334,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,DEFINITE_TARGET_RESPONSE,thin_main_band,polygon,"976.382,1022.473;1173.382,1022.473;1173.382,1038.473;976.382,1038.473",1.0,thin conservative polygon around main skeleton
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,334,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,PROBABLE_TARGET_RESPONSE,upper_or_intermediate_component,polygon,"947.382,965.473;1019.382,965.473;1019.382,992.473;947.382,992.473",0.5,possible local component; excluded from hard positive
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,334,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,RESPONSE_SUPPORT_REGION,local_context_container,polygon,"917.382,940.473;1237.382,940.473;1237.382,1100.473;917.382,1100.473",0.25,context container only; not positive mask
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,334,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,UNRESOLVED,right_mixed_neighbourhood,polygon,"1127.382,955.473;1252.382,955.473;1252.382,1115.473;1127.382,1115.473",0.25,target/background ownership ambiguous
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,334,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,MIXED_STRUCTURE,right_side_target_background_mix,polygon,"1152.382,975.473;1242.382,975.473;1242.382,1085.473;1152.382,1085.473",0.25,mixed target-like and background-like structure
