case_id,frame,coordinate_family,reference_frame,matrix,inverse_matrix,shift_x_px,shift_y_px,interpolation,border_mode,border_value,gt_x_transformed,gt_y_transformed,proxy_x_transformed,proxy_y_transformed,point_roundtrip_max_error_px,mask_roundtrip_iou,image_roundtrip_mae,transformed_valid_fraction,interpolation_affected_fraction,border_fill_fraction,evidence_card,background_point,background_patch_ncc_median_excluding_reference
PV002_337_341,337,RAW_SAR_DISPLAY,337,"[[1.0,0.0,0.0],[0.0,1.0,0.0]]","[[1.0,0.0,-0.0],[0.0,1.0,-0.0]]",0.0,0.0,cv2.INTER_LINEAR,cv2.BORDER_CONSTANT,0,1095.721,1005.685,1098.339588418,1037.614064926,0.0,1.0,0.0,0.8536931707456497,0.0,0.14630682925435035,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\coordinate_stacks\PV002_337_341\pv002_337_341_raw_sar_display_input_operation_output.png,,
PV002_337_341,338,RAW_SAR_DISPLAY,337,"[[1.0,0.0,0.0],[0.0,1.0,0.0]]","[[1.0,0.0,-0.0],[0.0,1.0,-0.0]]",0.0,0.0,cv2.INTER_LINEAR,cv2.BORDER_CONSTANT,0,1103.718,1009.292,1103.517767559,1035.37509126,0.0,1.0,0.0,0.8536931707456497,0.0,0.14630682925435035,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\coordinate_stacks\PV002_337_341\pv002_337_341_raw_sar_display_input_operation_output.png,,
PV002_337_341,339,RAW_SAR_DISPLAY,337,"[[1.0,0.0,0.0],[0.0,1.0,0.0]]","[[1.0,0.0,-0.0],[0.0,1.0,-0.0]]",0.0,0.0,cv2.INTER_LINEAR,cv2.BORDER_CONSTANT,0,1111.398,1005.798,1109.120919899,1036.047605662,0.0,1.0,0.0,0.8536931707456497,0.0,0.14630682925435035,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\coordinate_stacks\PV002_337_341\pv002_337_341_raw_sar_display_input_operation_output.png,,
PV002_337_341,340,RAW_SAR_DISPLAY,337,"[[1.0,0.0,0.0],[0.0,1.0,0.0]]","[[1.0,0.0,-0.0],[0.0,1.0,-0.0]]",0.0,0.0,cv2.INTER_LINEAR,cv2.BORDER_CONSTANT,0,1115.084,1010.773,1114.737014665,1036.735352807,0.0,1.0,0.0,0.8536931707456497,0.0,0.14630682925435035,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\coordinate_stacks\PV002_337_341\pv002_337_341_raw_sar_display_input_operation_output.png,,
PV002_337_341,341,RAW_SAR_DISPLAY,337,"[[1.0,0.0,0.0],[0.0,1.0,0.0]]","[[1.0,0.0,-0.0],[0.0,1.0,-0.0]]",0.0,0.0,cv2.INTER_LINEAR,cv2.BORDER_CONSTANT,0,1129.371,1008.903,1120.390245786,1037.404466134,0.0,1.0,0.0,0.8536931707456497,0.0,0.14630682925435035,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\coordinate_stacks\PV002_337_341\pv002_337_341_raw_sar_display_input_operation_output.png,,
PV002_337_341,337,WORLD_STABILIZED_IMAGE_STACK,337,"[[1.0,0.0,-0.0],[0.0,1.0,-0.0]]","[[1.0,0.0,0.0],[0.0,1.0,0.0]]",-0.0,-0.0,cv2.INTER_LINEAR,cv2.BORDER_CONSTANT,0,1095.721,1005.685,1098.339588418,1037.614064926,0.0,1.0,0.0,0.8536931707456497,0.0,0.14630682925435035,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\coordinate_stacks\PV002_337_341\pv002_337_341_world_stabilized_image_stack_input_operation_output.png,,
PV002_337_341,338,WORLD_STABILIZED_IMAGE_STACK,337,"[[1.0,0.0,-6.12778902053833],[0.0,1.0,0.05374041944742203]]","[[1.0,0.0,6.12778902053833],[0.0,1.0,-0.05374041944742203]]",-6.12778902053833,0.05374041944742203,cv2.INTER_LINEAR,cv2.BORDER_CONSTANT,0,1097.5902109794617,1009.3457404194475,1097.3899785384617,1035.4288316794475,0.0,0.9984686571207254,0.8929266333580017,0.8523858737875429,0.44240655055828276,0.14761412621245706,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\coordinate_stacks\PV002_337_341\pv002_337_341_world_stabilized_image_stack_input_operation_output.png,,
PV002_337_341,339,WORLD_STABILIZED_IMAGE_STACK,337,"[[1.0,0.0,-12.03251838684082],[0.0,1.0,-0.02816404402256012]]","[[1.0,0.0,12.03251838684082],[0.0,1.0,0.02816404402256012]]",-12.03251838684082,-0.02816404402256012,cv2.INTER_LINEAR,cv2.BORDER_CONSTANT,0,1099.365481613159,1005.7698359559774,1097.0884015121592,1036.0194416179775,0.0,0.9969141063121002,0.2776177227497101,0.8510587643786426,0.14994269742292965,0.14894123562135742,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\coordinate_stacks\PV002_337_341\pv002_337_341_world_stabilized_image_stack_input_operation_output.png,,
PV002_337_341,340,WORLD_STABILIZED_IMAGE_STACK,337,"[[1.0,0.0,-18.06360626220703],[0.0,1.0,0.33871352672576904]]","[[1.0,0.0,18.06360626220703],[0.0,1.0,-0.33871352672576904]]",-18.06360626220703,0.33871352672576904,cv2.INTER_LINEAR,cv2.BORDER_CONSTANT,0,1097.020393737793,1011.1117135267258,1096.673408402793,1037.0740663337258,0.0,0.9953367280319828,2.12424373626709,0.8497121673132239,0.620269058981597,0.15028783268677615,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\coordinate_stacks\PV002_337_341\pv002_337_341_world_stabilized_image_stack_input_operation_output.png,,
PV002_337_341,341,WORLD_STABILIZED_IMAGE_STACK,337,"[[1.0,0.0,-23.640336990356445],[0.0,1.0,0.6593349575996399]]","[[1.0,0.0,23.640336990356445],[0.0,1.0,-0.6593349575996399]]",-23.640336990356445,0.6593349575996399,cv2.INTER_LINEAR,cv2.BORDER_CONSTANT,0,1105.7306630096436,1009.5623349575997,1096.7499087956435,1038.0638010915995,0.0,0.9937369027382313,2.2987253665924072,0.848346407385562,0.6327858496525585,0.151653592614438,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\coordinate_stacks\PV002_337_341\pv002_337_341_world_stabilized_image_stack_input_operation_output.png,,
