audit_id,scene,canonical_vehicle_id,segment_id,temporal_event_id,sar_frame_from,sar_frame_to,audit_type,raw_gt_result,smoothed_gt_result,global_coordinate_result,threshold_result,background_result,decision,artifact_label,evidence_values,notes
S1L-AUD-00000001,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000001,0,1,gt_jitter_counterfactual,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=5.359968;raw_local=2.308516;smoothed_local=3.549992;threshold_support=3,counterfactual audit is event-level and does not assign a physical vehicle part
S1L-AUD-00000002,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000001,0,1,crop_motion_counterfactual,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=5.359968;raw_local=2.308516;smoothed_local=3.549992;threshold_support=3,counterfactual audit is event-level and does not assign a physical vehicle part
S1L-AUD-00000003,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000001,0,1,threshold_counterfactual,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=5.359968;raw_local=2.308516;smoothed_local=3.549992;threshold_support=3,counterfactual audit is event-level and does not assign a physical vehicle part
S1L-AUD-00000004,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000001,0,1,background_counterfactual_link,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=5.359968;raw_local=2.308516;smoothed_local=3.549992;threshold_support=3,counterfactual audit is event-level and does not assign a physical vehicle part
S1L-AUD-00000005,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000002,0,1,gt_jitter_counterfactual,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=1.718935;raw_local=2.878725;smoothed_local=1.684064;threshold_support=3,counterfactual audit is event-level and does not assign a physical vehicle part
S1L-AUD-00000006,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000002,0,1,crop_motion_counterfactual,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=1.718935;raw_local=2.878725;smoothed_local=1.684064;threshold_support=3,counterfactual audit is event-level and does not assign a physical vehicle part
S1L-AUD-00000007,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000002,0,1,threshold_counterfactual,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=1.718935;raw_local=2.878725;smoothed_local=1.684064;threshold_support=3,counterfactual audit is event-level and does not assign a physical vehicle part
S1L-AUD-00000008,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000002,0,1,background_counterfactual_link,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=1.718935;raw_local=2.878725;smoothed_local=1.684064;threshold_support=3,counterfactual audit is event-level and does not assign a physical vehicle part
S1L-AUD-00000009,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000003,1,3,gt_jitter_counterfactual,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=16.409045;raw_local=12.097571;smoothed_local=14.072622;threshold_support=2,counterfactual audit is event-level and does not assign a physical vehicle part
S1L-AUD-00000010,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000003,1,3,crop_motion_counterfactual,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=16.409045;raw_local=12.097571;smoothed_local=14.072622;threshold_support=2,counterfactual audit is event-level and does not assign a physical vehicle part
S1L-AUD-00000011,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000003,1,3,threshold_counterfactual,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=16.409045;raw_local=12.097571;smoothed_local=14.072622;threshold_support=2,counterfactual audit is event-level and does not assign a physical vehicle part
S1L-AUD-00000012,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000003,1,3,background_counterfactual_link,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=16.409045;raw_local=12.097571;smoothed_local=14.072622;threshold_support=2,counterfactual audit is event-level and does not assign a physical vehicle part
S1L-AUD-00000013,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000004,1,3,gt_jitter_counterfactual,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=6.337184;raw_local=4.384493;smoothed_local=4.924370;threshold_support=3,counterfactual audit is event-level and does not assign a physical vehicle part
S1L-AUD-00000014,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000004,1,3,crop_motion_counterfactual,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=6.337184;raw_local=4.384493;smoothed_local=4.924370;threshold_support=3,counterfactual audit is event-level and does not assign a physical vehicle part
S1L-AUD-00000015,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000004,1,3,threshold_counterfactual,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=6.337184;raw_local=4.384493;smoothed_local=4.924370;threshold_support=3,counterfactual audit is event-level and does not assign a physical vehicle part
S1L-AUD-00000016,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000004,1,3,background_counterfactual_link,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=6.337184;raw_local=4.384493;smoothed_local=4.924370;threshold_support=3,counterfactual audit is event-level and does not assign a physical vehicle part
S1L-AUD-00000017,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000005,3,4,gt_jitter_counterfactual,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=13.025814;raw_local=11.946214;smoothed_local=11.778999;threshold_support=2,counterfactual audit is event-level and does not assign a physical vehicle part
S1L-AUD-00000018,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000005,3,4,crop_motion_counterfactual,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=13.025814;raw_local=11.946214;smoothed_local=11.778999;threshold_support=2,counterfactual audit is event-level and does not assign a physical vehicle part
S1L-AUD-00000019,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,S1L-EVT-0000005,3,4,threshold_counterfactual,event_not_explained_by_raw_gt_only,event_survives,event_survives,multi_threshold_supported,not_background_connected,not_artifact_for_this_counterfactual,,global=13.025814;raw_local=11.946214;smoothed_local=11.778999;threshold_support=2,counterfactual audit is event-level and does not assign a physical vehicle part
