frame,source_gt_ids,source_family,source_family_switch_from_previous,raw_center_x_px,raw_center_y_px,smoothed_center_x_px,smoothed_center_y_px,common_transport_cumulative_x_px,common_transport_cumulative_y_px,raw_cumulative_x_px,raw_cumulative_y_px,smoothed_cumulative_x_px,smoothed_cumulative_y_px,raw_stabilized_x_px,raw_stabilized_y_px,smoothed_stabilized_x_px,smoothed_stabilized_y_px,raw_dx_px,raw_dy_px,smoothed_dx_px,smoothed_dy_px,common_transport_dx_px,common_transport_dy_px,raw_relative_transport_dx_px,raw_relative_transport_dy_px,smoothed_relative_transport_dx_px,smoothed_relative_transport_dy_px,raw_speed_px_per_frame,smoothed_speed_px_per_frame,common_transport_speed_px_per_frame,raw_acceleration_px_per_frame2,smoothed_acceleration_px_per_frame2,gt_neighborhood_position_reference,gt_full_window_trajectory_reference,gt_adjacent_physical_displacement_truth
330,GM_RM017|000330|gm17supp_000158_000330_det1,GM17_SUPPLEMENT,false,1050.984,1010.79,1050.984,1009.621,0.0,0.0,0.0,0.0,0.0,0.0,1050.984,1010.79,1050.984,1009.621,,,,,,,,,,,,,,,,ALLOWED_DISCOVERY_AND_POSTHOC,ALLOWED_WITH_RAW_SMOOTHED_TRANSPORT_DEBT,NOT_ESTABLISHED
331,GM_RM017|000331|gm_rm017_00036,GM_RM017_ORIGINAL,true,1060.746,1009.975,1060.746,1009.621,6.433902915487238,-0.01629883470968707,9.762000000000171,-0.8149999999999409,9.762000000000171,0.0,1054.312097084513,1009.9912988347097,1054.312097084513,1009.6372988347097,9.762000000000171,-0.8149999999999409,9.762000000000171,0.0,6.433902915487238,-0.01629883470968707,3.328097084512933,-0.7987011652902538,3.328097084512933,0.01629883470968707,9.795961872118697,9.762000000000171,6.433923560155814,,,ALLOWED_DISCOVERY_AND_POSTHOC,ALLOWED_WITH_RAW_SMOOTHED_TRANSPORT_DEBT,NOT_ESTABLISHED
332,GM_RM017|000332|gm17supp_000159_000332_det3,GM17_SUPPLEMENT,true,1062.413,1009.621,1062.413,1009.975,12.564700984315152,0.07652937523909031,11.429000000000087,-1.1689999999999827,11.429000000000087,0.35400000000004184,1049.848299015685,1009.5444706247608,1049.848299015685,1009.8984706247609,1.6669999999999163,-0.35400000000004184,1.6669999999999163,0.35400000000004184,6.1307980688279144,0.09282820994877738,-4.463798068827998,-0.4468282099488192,-4.463798068827998,0.26117179005126445,1.7041728198747188,1.7041728198747188,6.131500798116753,8.10811605738374,8.102736636470677,ALLOWED_DISCOVERY_AND_POSTHOC,ALLOWED_WITH_RAW_SMOOTHED_TRANSPORT_DEBT,NOT_ESTABLISHED
333,GM_RM017|000333|gm_rm017_00038,GM_RM017_ORIGINAL,true,1073.125,1009.103,1073.125,1009.621,18.637520025371714,-0.11511404136081183,22.141000000000076,-1.6870000000000118,22.141000000000076,0.0,1054.4874799746283,1009.2181140413608,1054.4874799746283,1009.7361140413608,10.711999999999989,-0.5180000000000291,10.711999999999989,-0.35400000000004184,6.072819041056562,-0.19164341659990214,4.639180958943427,-0.32635658340012696,4.639180958943427,-0.1623565834001397,10.724517145307747,10.717847731704337,6.075842188910539,9.046486666104212,9.072667138168436,ALLOWED_DISCOVERY_AND_POSTHOC,ALLOWED_WITH_RAW_SMOOTHED_TRANSPORT_DEBT,NOT_ESTABLISHED
334,GM_RM017|000334|gm17supp_000160_000334_det3,GM17_SUPPLEMENT,true,1077.382,1010.473,1077.382,1009.621,24.8537290341406,-0.1632783055111986,26.39800000000014,-0.3170000000000073,26.39800000000014,0.0,1052.5282709658595,1010.6362783055112,1052.5282709658595,1009.7842783055112,4.257000000000062,1.3700000000000045,4.257000000000062,0.0,6.216209008768885,-0.04816426415038677,-1.9592090087688234,1.4181642641503913,-1.9592090087688234,0.04816426415038677,4.472018448083655,4.257000000000062,6.21639559849923,6.725441918565588,6.46469960632349,ALLOWED_DISCOVERY_AND_POSTHOC,ALLOWED_WITH_RAW_SMOOTHED_TRANSPORT_DEBT,NOT_ESTABLISHED
335,GM_RM017|000335|gm_rm017_00039,GM_RM017_ORIGINAL,true,1084.338,1004.145,1084.338,1009.103,31.28785238673322,-0.12727655905450774,33.35400000000004,-6.644999999999982,33.35400000000004,-0.5180000000000291,1053.0501476132667,1004.2722765590545,1053.0501476132667,1009.2302765590545,6.955999999999904,-6.3279999999999745,6.955999999999904,-0.5180000000000291,6.434123352592621,0.03600174645669085,0.5218766474072822,-6.364001746456665,0.5218766474072822,-0.55400174645672,9.403697145272083,6.975260568609512,6.434224074597157,8.157438629864084,2.748258539511735,ALLOWED_DISCOVERY_AND_POSTHOC,ALLOWED_WITH_RAW_SMOOTHED_TRANSPORT_DEBT,NOT_ESTABLISHED
336,GM_RM017|000336|gm17supp_000161_000336_det2,GM17_SUPPLEMENT,true,1095.41,1010.403,1095.41,1009.292,37.263906286910526,-0.3083016770485756,44.42600000000016,-0.3869999999999436,44.42600000000016,-0.3289999999999509,1058.1460937130896,1010.7113016770486,1058.1460937130896,1009.6003016770486,11.072000000000116,6.258000000000038,11.072000000000116,0.18900000000007822,5.976053900177305,-0.18102511799406784,5.095946099822811,6.439025117994106,5.095946099822811,0.37002511799414606,12.71816606276247,11.073613005699748,5.978795055123495,13.241935357039093,4.176278846054451,ALLOWED_DISCOVERY_AND_POSTHOC,ALLOWED_WITH_RAW_SMOOTHED_TRANSPORT_DEBT,NOT_ESTABLISHED
337,GM_RM017|000337|gm17supp_000162_000337_det2,GM17_SUPPLEMENT,false,1095.721,1005.685,1095.721,1005.798,43.80071023282164,-0.5259176638872418,44.73700000000008,-5.105000000000018,44.73700000000008,-3.822999999999979,1051.9202897671785,1006.2109176638871,1051.9202897671785,1006.3239176638872,0.3109999999999218,-4.718000000000075,0.3109999999999218,-3.494000000000028,6.536803945911117,-0.21761598683866623,-6.225803945911196,-4.500384013161408,-6.225803945911196,-3.276384013161362,4.728239101399236,3.5078137065699693,6.540425257199024,15.371131936198019,11.373812465484253,ALLOWED_DISCOVERY_AND_POSTHOC,ALLOWED_WITH_RAW_SMOOTHED_TRANSPORT_DEBT,NOT_ESTABLISHED
338,GM_RM017|000338|gm_rm017_00043,GM_RM017_ORIGINAL,true,1103.718,1009.292,1103.718,1009.292,49.95147199809037,-0.4773596361499699,52.73400000000015,-1.4979999999999336,52.73400000000015,-0.3289999999999509,1053.7665280019096,1009.76935963615,1053.7665280019096,1009.76935963615,7.997000000000071,3.6070000000000846,7.997000000000071,3.494000000000028,6.150761765268726,0.048558027737271914,1.846238234731345,3.5584419722628127,1.846238234731345,3.4454419722627563,8.77282497260727,8.72697226992279,6.150953436268998,11.330499591809929,10.38781690250666,ALLOWED_DISCOVERY_AND_POSTHOC,ALLOWED_WITH_RAW_SMOOTHED_TRANSPORT_DEBT,NOT_ESTABLISHED
339,GM_RM017|000339|gm17supp_000163_000339_det3,GM17_SUPPLEMENT,true,1111.398,1005.798,1111.398,1008.903,56.01762292994863,-0.3237375494494472,60.41399999999999,-4.991999999999962,60.41399999999999,-0.7179999999999609,1055.3803770700513,1006.1217375494494,1055.3803770700513,1009.2267375494495,7.679999999999836,-3.494000000000028,7.679999999999836,-0.38900000000001,6.06615093185826,0.1536220867005227,1.613849068141576,-3.647622086700551,1.613849068141576,-0.5426220867005327,8.437442503507663,7.689845317039706,6.068095819415434,7.108072171834058,3.895918120289548,ALLOWED_DISCOVERY_AND_POSTHOC,ALLOWED_WITH_RAW_SMOOTHED_TRANSPORT_DEBT,NOT_ESTABLISHED
