case_id,frame,coordinate_family,propagation_mode,expansion_step,source_primitive,destination_primitive,spatial_connected,distance,orientation_difference,ridge_relation,contrast_relation,intensity_relation,width_relation,temporal_support,world_background_recurrence,crosses_confirmed_background,enters_ambiguity_zone,first_failed_gate,state_before,state_after,decision_reason,evidence_card,evidence_sha256
PV002_337_341,337,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,1,PV002_337_341_337_GT_SEED,PV002_337_341_337_GT_LEFT01,true,0.000000,64.454271,1.392167,0.811551,1.000000,1.333333,-0.021730,0.391788,true,false,CONFIRMED_VERTICAL_BACKGROUND,CONFIRMED_SEED,BACKGROUND_BLOCKED,candidate segment touches or crosses the frozen vertical-background barrier,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\337\PV002_337_341_337_GT_LEFT01.png,9e799c6c28f5d9cbe764ac32cb451d62ace1df7509fdae8888d35865b18c2a9a
PV002_337_341,337,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,2,PV002_337_341_337_GT_SEED,PV002_337_341_337_GT_RIGHT01,true,0.000000,2.829035,1.465425,1.068433,1.073171,0.666667,0.214282,0.615143,false,false,,CONFIRMED_SEED,SUPPORTED_EXTENSION,connected local structure passes independent structure and temporal/background gates,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\337\PV002_337_341_337_GT_RIGHT01.png,c11e51797f07c2809046af5d94f0355243910948753f4e1f7f4a7f62e4c3c159
PV002_337_341,337,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,3,PV002_337_341_337_GT_RIGHT01,PV002_337_341_337_GT_RIGHT02,true,0.000000,83.183621,1.255814,1.089014,1.048780,1.333333,0.082970,0.398347,false,false,LOCAL_STRUCTURE_OR_TEMPORAL_SUPPORT,SUPPORTED_EXTENSION,TEMPORALLY_UNSUPPORTED,candidate lacks the frozen combination of structural continuity and temporal support,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\337\PV002_337_341_337_GT_RIGHT02.png,d294c8d8ebcc2d8d50cb71b4df5b51e36ee2ec6cb0cb13e1ec9069f75e6baa86
PV002_337_341,338,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,1,PV002_337_341_338_GT_SEED,PV002_337_341_338_GT_LEFT01,true,0.000000,82.719115,0.936712,0.879562,0.977778,2.666667,-0.021730,0.390880,true,false,CONFIRMED_VERTICAL_BACKGROUND,CONFIRMED_SEED,BACKGROUND_BLOCKED,candidate segment touches or crosses the frozen vertical-background barrier,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\338\PV002_337_341_338_GT_LEFT01.png,018255ab4c13311f6ff90b63906a40b8f9138cf4e9d82578f3cdd8ae2db79fb7
PV002_337_341,338,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,2,PV002_337_341_338_GT_SEED,PV002_337_341_338_GT_RIGHT01,true,0.000000,63.354161,0.936326,0.956465,1.044444,1.000000,0.214282,0.624742,false,false,WORLD_BACKGROUND_COUNTERFACTUAL,CONFIRMED_SEED,BACKGROUND_SUSPECT_WORLD_STABLE,world-stable recurrence exceeds target-aligned recurrence by the frozen margin,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\338\PV002_337_341_338_GT_RIGHT01.png,c5bf0265207c604e7748cb14f8b49127b6bd1d5b859e6910ef9c7b3644beaa8a
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,1,PV002_337_341_339_GT_SEED,PV002_337_341_339_GT_LEFT01,true,0.000000,14.663984,1.015862,0.967746,0.943396,0.500000,-0.021730,0.328266,true,false,CONFIRMED_VERTICAL_BACKGROUND,CONFIRMED_SEED,BACKGROUND_BLOCKED,candidate segment touches or crosses the frozen vertical-background barrier,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\339\PV002_337_341_339_GT_LEFT01.png,26afa07fc64a7bdd38c9c941cd8d0472b3a94ae032efc910344630a1963406e6
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,2,PV002_337_341_339_GT_SEED,PV002_337_341_339_GT_RIGHT01,true,0.000000,1.222796,1.395728,1.304811,1.000000,0.500000,0.214282,0.610609,false,false,,CONFIRMED_SEED,SUPPORTED_EXTENSION,connected local structure passes independent structure and temporal/background gates,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\339\PV002_337_341_339_GT_RIGHT01.png,562c9e9cc2329286b1557af7eb050d1cef20e3befbd712399c7dea32a14ac742
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,3,PV002_337_341_339_GT_RIGHT01,PV002_337_341_339_GT_RIGHT02,true,0.000000,15.517332,1.025825,0.990537,0.943396,1.500000,0.082970,0.400498,false,false,,SUPPORTED_EXTENSION,SUPPORTED_EXTENSION,connected local structure passes independent structure and temporal/background gates,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\339\PV002_337_341_339_GT_RIGHT02.png,68d2ec0c0c5cfc3828e039df20d8cc2e683a61620849650fe9460c93bed5bdd8
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,4,PV002_337_341_339_GT_RIGHT02,PV002_337_341_339_GT_RIGHT03,true,0.000000,22.009379,0.849511,0.965747,0.943396,1.500000,0.021426,0.326395,false,false,TEMPORAL_OR_STRUCTURE_SUPPORT_INCOMPLETE,SUPPORTED_EXTENSION,PROBABLE_EXTENSION,connected structure is plausible but does not satisfy both independent support families,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\339\PV002_337_341_339_GT_RIGHT03.png,99ffdbac84700c1d1639c6e383289e8c31812935442fd1be1095f1820cd9d9f2
PV002_337_341,340,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,1,PV002_337_341_340_GT_SEED,PV002_337_341_340_GT_LEFT01,true,0.000000,10.877501,0.828839,0.860772,0.945455,1.000000,-0.021730,0.336319,true,false,CONFIRMED_VERTICAL_BACKGROUND,CONFIRMED_SEED,BACKGROUND_BLOCKED,candidate segment touches or crosses the frozen vertical-background barrier,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\340\PV002_337_341_340_GT_LEFT01.png,346be5af3a0b5c5b1e4ae44288078991533926126ca33644a7ef6844e4c631d1
PV002_337_341,340,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,2,PV002_337_341_340_GT_SEED,PV002_337_341_340_GT_RIGHT01,true,0.000000,14.145198,1.363285,1.041491,1.000000,2.000000,0.214282,0.543989,false,false,,CONFIRMED_SEED,SUPPORTED_EXTENSION,connected local structure passes independent structure and temporal/background gates,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\340\PV002_337_341_340_GT_RIGHT01.png,132e828fa1e2f29a580cb4d1d0bae7bfce94b9364031f7e2c870383520cbf6be
PV002_337_341,340,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,3,PV002_337_341_340_GT_RIGHT01,PV002_337_341_340_GT_RIGHT02,true,0.000000,4.247272,0.850936,0.952462,0.945455,1.500000,0.082970,0.357065,false,false,,SUPPORTED_EXTENSION,SUPPORTED_EXTENSION,connected local structure passes independent structure and temporal/background gates,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\340\PV002_337_341_340_GT_RIGHT02.png,6870ce50ff7a40d5e7de2fe6acfbdcbf97bec86b64254200900bf8590e29f552
PV002_337_341,340,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,4,PV002_337_341_340_GT_RIGHT02,PV002_337_341_340_GT_RIGHT03,true,0.000000,1.262293,0.667953,0.833192,0.927273,1.500000,0.021426,0.287588,false,false,TEMPORAL_OR_STRUCTURE_SUPPORT_INCOMPLETE,SUPPORTED_EXTENSION,PROBABLE_EXTENSION,connected structure is plausible but does not satisfy both independent support families,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\340\PV002_337_341_340_GT_RIGHT03.png,dd9edcbc549a72b594792607bff20cdd78fb49a6cbca306614b34fadcc21117f
PV002_337_341,341,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,1,PV002_337_341_341_GT_SEED,PV002_337_341_341_GT_LEFT01,true,0.000000,21.750445,0.616593,0.830813,0.947368,1.500000,-0.021730,0.447698,true,false,CONFIRMED_VERTICAL_BACKGROUND,CONFIRMED_SEED,BACKGROUND_BLOCKED,candidate segment touches or crosses the frozen vertical-background barrier,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\341\PV002_337_341_341_GT_LEFT01.png,242b3ffc82c4a08203d6458ad46ff151827a1c5e008c8e6944e7bee10c2dcc43
PV002_337_341,341,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,2,PV002_337_341_341_GT_SEED,PV002_337_341_341_GT_RIGHT01,true,0.000000,51.628196,1.053119,0.892954,0.894737,0.500000,0.214282,0.460792,false,false,LOCAL_STRUCTURE_OR_TEMPORAL_SUPPORT,CONFIRMED_SEED,TEMPORALLY_UNSUPPORTED,candidate lacks the frozen combination of structural continuity and temporal support,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\341\PV002_337_341_341_GT_RIGHT01.png,e1ee2bc9343c60ce286a9657f6d8ee76e9ddc0d01019b0f96ec7286aeb08a69b
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,FORWARD_CAUSAL_MICROPILOT,1,PV002_337_341_339_GT_SEED,PV002_337_341_339_GT_LEFT01,true,0.000000,14.663984,1.015862,0.967746,0.943396,0.500000,,0.328266,true,false,CONFIRMED_VERTICAL_BACKGROUND,CONFIRMED_SEED,BACKGROUND_BLOCKED,candidate segment touches or crosses the frozen vertical-background barrier,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\339\PV002_337_341_339_GT_LEFT01.png,26afa07fc64a7bdd38c9c941cd8d0472b3a94ae032efc910344630a1963406e6
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,FORWARD_CAUSAL_MICROPILOT,2,PV002_337_341_339_GT_SEED,PV002_337_341_339_GT_RIGHT01,true,0.000000,1.222796,1.395728,1.304811,1.000000,0.500000,,0.610609,false,false,CROSS_FRAME_TEMPORAL_SUPPORT,CONFIRMED_SEED,PROBABLE_EXTENSION,current-frame structure is plausible but no allowed temporal neighbor passes,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\339\PV002_337_341_339_GT_RIGHT01.png,562c9e9cc2329286b1557af7eb050d1cef20e3befbd712399c7dea32a14ac742
PV002_337_341,340,GT_ALIGNED_RESEARCH_STACK,FORWARD_CAUSAL_MICROPILOT,1,PV002_337_341_340_GT_SEED,PV002_337_341_340_GT_LEFT01,true,0.000000,10.877501,0.828839,0.860772,0.945455,1.000000,,0.336319,true,false,CONFIRMED_VERTICAL_BACKGROUND,CONFIRMED_SEED,BACKGROUND_BLOCKED,candidate segment touches or crosses the frozen vertical-background barrier,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\340\PV002_337_341_340_GT_LEFT01.png,346be5af3a0b5c5b1e4ae44288078991533926126ca33644a7ef6844e4c631d1
PV002_337_341,340,GT_ALIGNED_RESEARCH_STACK,FORWARD_CAUSAL_MICROPILOT,2,PV002_337_341_339_GT_RIGHT01,PV002_337_341_340_GT_RIGHT01,true,0.000000,14.145198,1.363285,1.041491,1.000000,2.000000,0.163378,0.543989,false,false,,CONFIRMED_SEED,SUPPORTED_EXTENSION,current-frame structure passes and a frozen cross-frame relation supplies temporal support,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\340\PV002_337_341_340_GT_RIGHT01.png,132e828fa1e2f29a580cb4d1d0bae7bfce94b9364031f7e2c870383520cbf6be
PV002_337_341,340,GT_ALIGNED_RESEARCH_STACK,FORWARD_CAUSAL_MICROPILOT,3,PV002_337_341_339_GT_RIGHT02,PV002_337_341_340_GT_RIGHT02,true,0.000000,4.247272,0.850936,0.952462,0.945455,1.500000,0.124953,0.357065,false,false,,SUPPORTED_EXTENSION,SUPPORTED_EXTENSION,current-frame structure passes and a frozen cross-frame relation supplies temporal support,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\340\PV002_337_341_340_GT_RIGHT02.png,6870ce50ff7a40d5e7de2fe6acfbdcbf97bec86b64254200900bf8590e29f552
PV002_337_341,340,GT_ALIGNED_RESEARCH_STACK,FORWARD_CAUSAL_MICROPILOT,4,PV002_337_341_339_GT_RIGHT03,PV002_337_341_340_GT_RIGHT03,true,0.000000,1.262293,0.667953,0.833192,0.927273,1.500000,0.128136,0.287588,false,false,,SUPPORTED_EXTENSION,SUPPORTED_EXTENSION,current-frame structure passes and a frozen cross-frame relation supplies temporal support,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\340\PV002_337_341_340_GT_RIGHT03.png,dd9edcbc549a72b594792607bff20cdd78fb49a6cbca306614b34fadcc21117f
PV002_337_341,341,GT_ALIGNED_RESEARCH_STACK,FORWARD_CAUSAL_MICROPILOT,1,PV002_337_341_341_GT_SEED,PV002_337_341_341_GT_LEFT01,true,0.000000,21.750445,0.616593,0.830813,0.947368,1.500000,,0.447698,true,false,CONFIRMED_VERTICAL_BACKGROUND,CONFIRMED_SEED,BACKGROUND_BLOCKED,candidate segment touches or crosses the frozen vertical-background barrier,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\development\pv002_temporal\evidence_cards\PV002_337_341\341\PV002_337_341_341_GT_LEFT01.png,242b3ffc82c4a08203d6458ad46ff151827a1c5e008c8e6944e7bee10c2dcc43
