node_id,case_id,state_mode,sar_frame_index,component_label,component_area_px,target_shell_intersection_px,shell_outside_fraction,other_identity_shell_overlap_px,centroid_x_roi,centroid_y_roi,axis_deg,length_px,width_px,mean_robust_z,max_robust_z,axis_compatibility,length_compatibility,width_compatibility,shell_membership,temporal_continuity,background_connectivity,identity_overlap_status,response_class,weighted_score,ranking,optical_lifecycle_state
S1D0-CAUSAL-S1D0-DISCOVERY-GM_RM017-PV002-000295-0395,S1D0-DISCOVERY-GM_RM017-PV002,causal,295,395,16,16,0.0,0,549.4375,681.6875,0.0,6.0,3.0,3.482058525085449,4.721435070037842,DIRECTION_UNRESOLVED,SCALE_UNRESOLVED,SCALE_UNRESOLVED,TARGET_SHELL_INTERSECTING,ISOLATED_OR_BIRTH_DEATH,NOT_SHELL_CROSSING,NO_OTHER_ACTIVE_SHELL_OVERLAP,UNRESOLVED_RESPONSE,NOT_COMPUTED,NOT_COMPUTED,ABSENT
S1D0-CAUSAL-S1D0-DISCOVERY-GM_RM017-PV002-000295-0405,S1D0-DISCOVERY-GM_RM017-PV002,causal,295,405,37,37,0.0,0,459.97297297297297,688.2702702702703,98.1301040649414,8.061017990112305,6.363961219787598,3.5984995365142822,5.261027812957764,DIRECTION_UNRESOLVED,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,TARGET_SHELL_INTERSECTING,ISOLATED_OR_BIRTH_DEATH,NOT_SHELL_CROSSING,NO_OTHER_ACTIVE_SHELL_OVERLAP,UNRESOLVED_RESPONSE,NOT_COMPUTED,NOT_COMPUTED,ABSENT
S1D0-CAUSAL-S1D0-DISCOVERY-GM_RM017-PV002-000295-0420,S1D0-DISCOVERY-GM_RM017-PV002,causal,295,420,70,70,0.0,0,482.0,696.8142857142857,26.565052032470703,15.2052640914917,8.497058868408203,4.095122337341309,7.554296493530273,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,TARGET_SHELL_INTERSECTING,ISOLATED_OR_BIRTH_DEATH,NOT_SHELL_CROSSING,NO_OTHER_ACTIVE_SHELL_OVERLAP,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,NOT_COMPUTED,NOT_COMPUTED,ABSENT
S1D0-CAUSAL-S1D0-DISCOVERY-GM_RM017-PV002-000295-0427,S1D0-DISCOVERY-GM_RM017-PV002,causal,295,427,20,20,0.0,0,460.05,695.4,0.0,5.0,4.0,3.4803719520568848,4.721435070037842,DIRECTION_UNRESOLVED,SCALE_UNRESOLVED,SCALE_UNRESOLVED,TARGET_SHELL_INTERSECTING,ISOLATED_OR_BIRTH_DEATH,NOT_SHELL_CROSSING,NO_OTHER_ACTIVE_SHELL_OVERLAP,UNRESOLVED_RESPONSE,NOT_COMPUTED,NOT_COMPUTED,ABSENT
S1D0-CAUSAL-S1D0-DISCOVERY-GM_RM017-PV002-000295-0474,S1D0-DISCOVERY-GM_RM017-PV002,causal,295,474,234,234,0.0,0,503.79487179487177,718.1196581196581,165.06858253479004,23.769380569458008,21.708078384399414,3.8872575759887695,10.656953811645508,DIRECTION_UNRESOLVED,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,TARGET_SHELL_INTERSECTING,ISOLATED_OR_BIRTH_DEATH,NOT_SHELL_CROSSING,NO_OTHER_ACTIVE_SHELL_OVERLAP,UNRESOLVED_RESPONSE,NOT_COMPUTED,NOT_COMPUTED,ABSENT
S1D0-CAUSAL-S1D0-DISCOVERY-GM_RM017-PV002-000295-0478,S1D0-DISCOVERY-GM_RM017-PV002,causal,295,478,19,19,0.0,0,562.578947368421,707.7894736842105,135.0,8.485280990600586,2.8284268379211426,3.3085546493530273,4.721435070037842,DIRECTION_UNRESOLVED,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,TARGET_SHELL_INTERSECTING,ISOLATED_OR_BIRTH_DEATH,NOT_SHELL_CROSSING,NO_OTHER_ACTIVE_SHELL_OVERLAP,UNRESOLVED_RESPONSE,NOT_COMPUTED,NOT_COMPUTED,ABSENT
S1D0-CAUSAL-S1D0-DISCOVERY-GM_RM017-PV002-000295-0480,S1D0-DISCOVERY-GM_RM017-PV002,causal,295,480,164,164,0.0,0,446.8719512195122,715.810975609756,150.94539642333984,29.235702514648438,13.015229225158691,4.460686683654785,12.005935668945312,DIRECTION_COMPATIBLE,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,TARGET_SHELL_INTERSECTING,ISOLATED_OR_BIRTH_DEATH,NOT_SHELL_CROSSING,NO_OTHER_ACTIVE_SHELL_OVERLAP,CURRENT_STRONG_RESPONSE,NOT_COMPUTED,NOT_COMPUTED,ABSENT
S1D0-CAUSAL-S1D0-DISCOVERY-GM_RM017-PV002-000295-0496,S1D0-DISCOVERY-GM_RM017-PV002,causal,295,496,21,21,0.0,0,493.3809523809524,712.8571428571429,90.0,6.0,5.0,3.2439792156219482,4.721435070037842,DIRECTION_UNRESOLVED,SCALE_UNRESOLVED,SCALE_UNRESOLVED,TARGET_SHELL_INTERSECTING,ISOLATED_OR_BIRTH_DEATH,NOT_SHELL_CROSSING,NO_OTHER_ACTIVE_SHELL_OVERLAP,UNRESOLVED_RESPONSE,NOT_COMPUTED,NOT_COMPUTED,ABSENT
S1D0-CAUSAL-S1D0-DISCOVERY-GM_RM017-PV002-000295-0504,S1D0-DISCOVERY-GM_RM017-PV002,causal,295,504,103,103,0.0,0,424.31067961165047,717.5922330097087,175.6012945175171,16.949928283691406,12.961709022521973,3.4693710803985596,5.665722370147705,DIRECTION_UNRESOLVED,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,TARGET_SHELL_INTERSECTING,ISOLATED_OR_BIRTH_DEATH,NOT_SHELL_CROSSING,NO_OTHER_ACTIVE_SHELL_OVERLAP,UNRESOLVED_RESPONSE,NOT_COMPUTED,NOT_COMPUTED,ABSENT
S1D0-CAUSAL-S1D0-DISCOVERY-GM_RM017-PV002-000295-0509,S1D0-DISCOVERY-GM_RM017-PV002,causal,295,509,42,42,0.0,0,563.6904761904761,713.4285714285714,159.44395446777344,12.640443801879883,5.9690985679626465,3.590860605239868,5.935518741607666,DIRECTION_COMPATIBLE,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,TARGET_SHELL_INTERSECTING,ISOLATED_OR_BIRTH_DEATH,NOT_SHELL_CROSSING,NO_OTHER_ACTIVE_SHELL_OVERLAP,CURRENT_STRONG_RESPONSE,NOT_COMPUTED,NOT_COMPUTED,ABSENT
S1D0-CAUSAL-S1D0-DISCOVERY-GM_RM017-PV002-000295-0519,S1D0-DISCOVERY-GM_RM017-PV002,causal,295,519,48,48,0.0,0,548.3125,722.8333333333334,116.5650520324707,12.07476806640625,9.838700294494629,3.1054677963256836,5.530824184417725,DIRECTION_UNRESOLVED,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,TARGET_SHELL_INTERSECTING,ISOLATED_OR_BIRTH_DEATH,NOT_SHELL_CROSSING,NO_OTHER_ACTIVE_SHELL_OVERLAP,UNRESOLVED_RESPONSE,NOT_COMPUTED,NOT_COMPUTED,ABSENT
S1D0-CAUSAL-S1D0-DISCOVERY-GM_RM017-PV002-000295-0532,S1D0-DISCOVERY-GM_RM017-PV002,causal,295,532,182,182,0.0,0,559.0439560439561,729.065934065934,139.3987045288086,26.790912628173828,15.835923194885254,3.6029670238494873,7.014703750610352,DIRECTION_COMPATIBLE,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,CLEARLY_INCOMPATIBLE_BACKGROUND_STRUCTURE,TARGET_SHELL_INTERSECTING,ISOLATED_OR_BIRTH_DEATH,NOT_SHELL_CROSSING,NO_OTHER_ACTIVE_SHELL_OVERLAP,CURRENT_STRONG_RESPONSE,NOT_COMPUTED,NOT_COMPUTED,ABSENT
