scene,frame_index,runtime_local_subject_id,recovered_observation_id,bbox,recovery_method,forward_seed_frame,backward_seed_frame,propagation_length,forward_bbox,backward_bbox,bidirectional_consistency,image_support_evidence,motion_consistency,scale_consistency,conflict_with_other_subject,runtime_recovery_confidence,acceptance_status,notes
GM_RM011,3,GM_RM011:RS0003,GM_RM011:RR00001,"[211.222,223.466,765.607,600.0]",backward_lk_affine_template,,4,1,,"[211.222,223.466,765.607,600.0]",0.550000,"{""mean_ncc"":0.822159,""forward_mean_points"":null,""backward_mean_points"":99.0}",0.151515,false,0.600816,0.671619,rejected_evidence_or_conflict,optical_flow_and_image_support_only;no_linear_final_interpolation;no_benchmark_input=true
GM_RM011,4,GM_RM011:RS0004,GM_RM011:RR00002,"[739.542,271.686,781.458,360.763]",backward_lk_affine_template,,5,1,,"[739.542,271.686,781.458,360.763]",0.550000,"{""mean_ncc"":0.736908,""forward_mean_points"":null,""backward_mean_points"":29.0}",0.517241,true,1.000000,0.711939,rejected_evidence_or_conflict,optical_flow_and_image_support_only;no_linear_final_interpolation;no_benchmark_input=true
GM_RM011,5,GM_RM011:RS0003,GM_RM011:RR00003,"[308.792,231.877,800.0,600.0]",forward_lk_affine_template,4,,1,"[308.792,231.877,800.0,600.0]",,0.550000,"{""mean_ncc"":0.715771,""forward_mean_points"":98.0,""backward_mean_points"":null}",0.346939,false,1.000000,0.692316,rejected_evidence_or_conflict,optical_flow_and_image_support_only;no_linear_final_interpolation;no_benchmark_input=true
GM_RM011,16,GM_RM011:RS0005,GM_RM011:RR00004,"[176.722,285.444,764.172,594.343]",backward_lk_affine_template,,17,1,,"[176.722,285.444,764.172,594.343]",0.550000,"{""mean_ncc"":0.856549,""forward_mean_points"":null,""backward_mean_points"":120.0}",0.466667,true,0.937235,0.771635,rejected_evidence_or_conflict,optical_flow_and_image_support_only;no_linear_final_interpolation;no_benchmark_input=true
GM_RM011,17,GM_RM011:RS0001,GM_RM011:RR00005,"[239.371,299.031,785.608,600.0]",bidirectional_lk_affine_template,16,18,1,"[261.142,291.765,800.0,600.0]","[221.426,305.02,773.745,600.0]",0.850390,"{""mean_ncc"":0.803381,""forward_mean_points"":118.0,""backward_mean_points"":116.0}",0.440459,false,0.986194,0.822961,rejected_evidence_or_conflict,optical_flow_and_image_support_only;no_linear_final_interpolation;no_benchmark_input=true
GM_RM011,18,GM_RM011:RS0005,GM_RM011:RR00006,"[223.188,292.093,800.0,597.637]",forward_lk_affine_template,17,,1,"[223.188,292.093,800.0,597.637]",,0.550000,"{""mean_ncc"":0.816318,""forward_mean_points"":109.0,""backward_mean_points"":null}",0.495413,true,1.000000,0.778534,rejected_evidence_or_conflict,optical_flow_and_image_support_only;no_linear_final_interpolation;no_benchmark_input=true
GM_RM011,37,GM_RM011:RS0008,GM_RM011:RR00007,"[0.0,340.148,26.208,530.317]",backward_lk_affine_template,,38,1,,"[0.0,340.148,26.208,530.317]",0.550000,"{""mean_ncc"":0.754503,""forward_mean_points"":null,""backward_mean_points"":65.0}",0.461538,true,1.000000,0.713890,rejected_evidence_or_conflict,optical_flow_and_image_support_only;no_linear_final_interpolation;no_benchmark_input=true
GM_RM011,38,GM_RM011:RS0007,GM_RM011:RR00008,"[22.269,348.816,49.707,493.576]",forward_lk_affine_template,37,,1,"[22.269,348.816,49.707,493.576]",,0.550000,"{""mean_ncc"":0.941115,""forward_mean_points"":50.0,""backward_mean_points"":null}",0.980000,true,0.932155,0.853200,rejected_evidence_or_conflict,optical_flow_and_image_support_only;no_linear_final_interpolation;no_benchmark_input=true
GM_RM011,39,GM_RM011:RS0008,GM_RM011:RR00009,"[25.235,323.733,75.053,520.163]",forward_lk_affine_template,38,,1,"[25.235,323.733,75.053,520.163]",,0.550000,"{""mean_ncc"":0.973476,""forward_mean_points"":120.0,""backward_mean_points"":null}",0.808333,true,0.973369,0.811275,rejected_evidence_or_conflict,optical_flow_and_image_support_only;no_linear_final_interpolation;no_benchmark_input=true
GM_RM011,59,GM_RM011:RS0009,GM_RM011:RR00010,"[67.838,213.303,647.401,594.15]",forward_lk_affine_template,58,,1,"[67.838,213.303,647.401,594.15]",,0.550000,"{""mean_ncc"":0.955175,""forward_mean_points"":120.0,""backward_mean_points"":null}",0.525000,true,0.383111,0.775862,accepted,optical_flow_and_image_support_only;no_linear_final_interpolation;no_benchmark_input=true
