structure_observation_id,parent_observation_id,response_field_id,scene,canonical_vehicle_id,benchmark_role,input_tier,segment_id,sar_frame_index,structure_type,global_centroid_x_px,global_centroid_y_px,r_px,theta_deg,raw_local_radial_px,raw_local_tangential_px,smoothed_local_radial_px,smoothed_local_tangential_px,gt_normalized_radial,gt_normalized_tangential,radar_side_class,azimuth_side_class,area_px,perimeter_px,major_axis_angle_deg,elongation,extent_length_px,relative_intensity,raw_mean_intensity,raw_max_intensity,shape_class,gt_boundary_relation,background_relation,threshold_persistence_count,threshold_child_count_mid,threshold_child_count_high,normalization_persistence_count,multi_threshold_stable,cross_normalization_stable,major_temporal_eligible,touches_raw_crop_boundary,touches_smoothed_crop_boundary,extraction_lineage,notes
S1L-OBS-0000004,,S1L-FIELD-GM_RM011-GM_RM011_PV001-000000,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,0,extended_response_ridge,1129.815850,1227.490944,105.907273,-13.200073,18.186074,-7.786895,18.115007,-15.343720,0.475926,-0.111589,farther_from_radar,negative_azimuth_side,292,96.911687,168.166260,2.676188,35.234885,0.539639,100.726027,152.000000,ridge_like,inside_gt_anchor_context,not_boundary_connected,3,2,2,3,true,true,true,false,false,raw grayscale -> fixed Gaussian sigma 1.0 -> thread robust score -> fixed 0.35/0.50/0.65 levels; local-background and log-display cross-check,"response observation only; not a vehicle part, candidate box, or scattering-center truth"
S1L-OBS-0000006,,S1L-FIELD-GM_RM011-GM_RM011_PV001-000000,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,0,compact_response_island,1149.656020,1268.460906,62.290747,-3.998891,-25.379381,5.412394,-24.391331,0.946810,-0.664174,0.077561,nearer_to_radar,positive_azimuth_side,444,105.639609,174.364501,1.898882,34.424866,0.596176,106.040541,244.000000,compact_or_island,inside_gt_anchor_context,not_boundary_connected,3,2,2,3,true,true,true,false,false,raw grayscale -> fixed Gaussian sigma 1.0 -> thread robust score -> fixed 0.35/0.50/0.65 levels; local-background and log-display cross-check,"response observation only; not a vehicle part, candidate box, or scattering-center truth"
S1L-OBS-0000014,,S1L-FIELD-GM_RM011-GM_RM011_PV001-000001,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,1,extended_response_ridge,1135.038846,1226.286961,106.022335,-10.302266,18.432545,-10.082216,20.049992,-12.367434,0.442841,-0.136361,farther_from_radar,negative_azimuth_side,498,147.781744,174.856897,3.253284,54.957852,0.553982,102.074297,154.000000,ridge_like,inside_gt_anchor_context,not_boundary_connected,3,1,2,3,true,true,true,false,false,raw grayscale -> fixed Gaussian sigma 1.0 -> thread robust score -> fixed 0.35/0.50/0.65 levels; local-background and log-display cross-check,"response observation only; not a vehicle part, candidate box, or scattering-center truth"
S1L-OBS-0000019,,S1L-FIELD-GM_RM011-GM_RM011_PV001-000001,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,1,extended_response_ridge,1151.343672,1268.134458,62.521996,-2.435018,-24.642641,2.629541,-22.739551,1.274978,-0.592038,0.035564,nearer_to_radar,positive_azimuth_side,838,179.965510,175.677564,2.714520,61.504820,0.612895,107.612172,241.000000,ridge_like,inside_gt_anchor_context,not_boundary_connected,3,1,3,3,true,true,true,false,false,raw grayscale -> fixed Gaussian sigma 1.0 -> thread robust score -> fixed 0.35/0.50/0.65 levels; local-background and log-display cross-check,"response observation only; not a vehicle part, candidate box, or scattering-center truth"
S1L-OBS-0000023,,S1L-FIELD-GM_RM011-GM_RM011_PV001-000003,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,3,extended_response_ridge,1151.419302,1225.318755,105.312869,-1.404177,21.434893,1.636877,21.434893,1.636877,0.605929,0.023991,farther_from_radar,positive_azimuth_side,199,91.355338,171.197896,4.076063,34.211662,0.503796,97.356784,151.000000,ridge_like,inside_gt_anchor_context,not_boundary_connected,2,2,0,3,true,true,true,false,false,raw grayscale -> fixed Gaussian sigma 1.0 -> thread robust score -> fixed 0.35/0.50/0.65 levels; local-background and log-display cross-check,"response observation only; not a vehicle part, candidate box, or scattering-center truth"
S1L-OBS-0000025,,S1L-FIELD-GM_RM011-GM_RM011_PV001-000003,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,3,extended_response_ridge,1157.666298,1268.563768,62.144476,3.382206,-22.025572,6.147314,-22.025572,6.147314,-0.622626,0.090100,nearer_to_radar,positive_azimuth_side,407,147.095452,0.308325,3.123447,46.015478,0.614590,107.771499,249.000000,ridge_like,inside_gt_anchor_context,not_boundary_connected,3,2,2,3,true,true,true,false,false,raw grayscale -> fixed Gaussian sigma 1.0 -> thread robust score -> fixed 0.35/0.50/0.65 levels; local-background and log-display cross-check,"response observation only; not a vehicle part, candidate box, or scattering-center truth"
S1L-OBS-0000026,,S1L-FIELD-GM_RM011-GM_RM011_PV001-000004,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,4,background_connected_response_structure,1091.206428,1185.938813,157.701908,-23.464382,63.558559,-58.649995,62.539034,-58.699702,1.671685,-0.845170,farther_from_radar,negative_azimuth_side,32,20.727922,154.969999,2.192056,8.517969,0.533245,100.125000,131.000000,compact_or_island,outside_gt_anchor_context,connected_to_crop_or_context_boundary,2,1,0,3,true,true,false,true,true,raw grayscale -> fixed Gaussian sigma 1.0 -> thread robust score -> fixed 0.35/0.50/0.65 levels; local-background and log-display cross-check,"response observation only; not a vehicle part, candidate box, or scattering-center truth"
S1L-OBS-0000029,,S1L-FIELD-GM_RM011-GM_RM011_PV001-000004,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,4,stable_local_peak,1164.370917,1223.930409,107.172560,5.553111,23.499557,13.403320,22.504503,13.367212,0.618074,0.193147,farther_from_radar,positive_azimuth_side,127,61.455844,5.885770,5.200390,26.273118,0.519099,98.795276,136.000000,ridge_like,inside_gt_anchor_context,not_boundary_connected,2,2,0,3,true,true,true,false,false,raw grayscale -> fixed Gaussian sigma 1.0 -> thread robust score -> fixed 0.35/0.50/0.65 levels; local-background and log-display cross-check,"response observation only; not a vehicle part, candidate box, or scattering-center truth"
S1L-OBS-0000031,,S1L-FIELD-GM_RM011-GM_RM011_PV001-000004,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,4,stable_local_peak,1142.370413,1229.499421,101.767256,-6.561886,18.559100,-8.746802,17.556524,-8.781232,0.488132,-0.126045,farther_from_radar,negative_azimuth_side,53,27.556349,92.213881,1.598941,9.070542,0.496788,96.698113,130.000000,compact_or_island,inside_gt_anchor_context,not_boundary_connected,2,1,0,3,true,true,true,false,false,raw grayscale -> fixed Gaussian sigma 1.0 -> thread robust score -> fixed 0.35/0.50/0.65 levels; local-background and log-display cross-check,"response observation only; not a vehicle part, candidate box, or scattering-center truth"
S1L-OBS-0000033,,S1L-FIELD-GM_RM011-GM_RM011_PV001-000004,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,4,extended_response_ridge,1159.320868,1268.398291,62.428873,4.889302,-20.806541,7.089433,-21.803737,7.068370,-0.547243,0.102162,nearer_to_radar,positive_azimuth_side,463,143.580733,179.900102,3.143766,49.005156,0.635334,109.721382,255.000000,ridge_like,inside_gt_anchor_context,not_boundary_connected,3,4,2,3,true,true,true,false,false,raw grayscale -> fixed Gaussian sigma 1.0 -> thread robust score -> fixed 0.35/0.50/0.65 levels; local-background and log-display cross-check,"response observation only; not a vehicle part, candidate box, or scattering-center truth"
