scene,optical_frame_num,det_id,oty1_tracklet_id,observation_cluster_id,reason_not_attached,candidate_object_hypothesis_ids,nearest_main_track_id,nearest_main_track_distance_px,nearest_main_track_iou,cluster_role,cluster_risk_status,recommended_action,runtime_source_policy
GM_RM019,163,GM_RM019_000163_001,oty1_tracklet_0038,GM_RM019_000163_oc_001,no_nearby_main_track,oty1t_obj_GM_RM019_bytetrack_bt_0098,,,0.0,ambiguous_multi_vehicle_cluster,review_multi_vehicle_ambiguity,attach_as_secondary_after_visual_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,164,GM_RM019_000164_001,oty1_tracklet_0040,GM_RM019_000164_oc_001,no_nearby_main_track,oty1t_obj_GM_RM019_bytetrack_bt_0098,,,0.0,partial_full_observation_cluster,review_duplicate_or_partial,attach_as_secondary_after_visual_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,164,GM_RM019_000164_003,oty1_tracklet_0038,GM_RM019_000164_oc_001,no_nearby_main_track,oty1t_obj_GM_RM019_bytetrack_bt_0098,,,0.0,partial_full_observation_cluster,review_duplicate_or_partial,attach_as_secondary_after_visual_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,165,GM_RM019_000165_001,oty1_tracklet_0040,GM_RM019_000165_oc_001,no_nearby_main_track,oty1t_obj_GM_RM019_bytetrack_bt_0098,,,0.0,partial_full_observation_cluster,review_duplicate_or_partial,attach_as_secondary_after_visual_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,166,GM_RM019_000166_001,oty1_tracklet_0041,GM_RM019_000166_oc_001,ambiguous_between_multiple_objects,oty1t_obj_GM_RM019_bytetrack_bt_0098;oty1t_obj_GM_RM019_bytetrack_bt_0111,,,0.0,partial_full_observation_cluster,review_duplicate_or_partial,needs_cross_tracker_comparison,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,167,GM_RM019_000167_002,oty1_tracklet_0041,GM_RM019_000167_oc_001,no_nearby_main_track,oty1t_obj_GM_RM019_bytetrack_bt_0098,,,0.0,partial_full_observation_cluster,review_duplicate_or_partial,attach_as_secondary_after_visual_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,167,GM_RM019_000167_003,oty1_tracklet_0043,GM_RM019_000167_oc_001,no_nearby_main_track,oty1t_obj_GM_RM019_bytetrack_bt_0098,,,0.0,partial_full_observation_cluster,review_duplicate_or_partial,attach_as_secondary_after_visual_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,170,GM_RM019_000170_001,oty1_tracklet_0044,GM_RM019_000170_oc_001,no_nearby_main_track,,,,0.0,stable_single_box,low_risk_single_observation,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,171,GM_RM019_000171_001,oty1_tracklet_0045,GM_RM019_000171_oc_001,low_confidence_noise,,,,0.0,edge_truncation_cluster,review_boundary_truncation,ignore_as_noise_candidate,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,173,GM_RM019_000173_002,oty1_tracklet_0041,GM_RM019_000173_oc_002,low_confidence_noise,,bt_0098,403.748286,0.0,stable_single_box,low_risk_single_observation,ignore_as_noise_candidate,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,174,GM_RM019_000174_002,oty1_tracklet_0044,GM_RM019_000174_oc_002,low_confidence_noise,,bt_0098,162.531169,0.052488,stable_single_box,low_risk_single_observation,ignore_as_noise_candidate,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,117,GM_RM017_000117_001,oty1_tracklet_0001,,missing_required_context,,,,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,120,GM_RM017_000120_002,oty1_tracklet_0002,,missing_required_context,,bt_0001,252.397252,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,125,GM_RM017_000125_003,oty1_tracklet_0002,,missing_required_context,,bt_0002,5.916869,0.913776,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,127,GM_RM017_000127_003,oty1_tracklet_0002,,missing_required_context,,bt_0002,5.666147,0.88026,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,128,GM_RM017_000128_003,oty1_tracklet_0002,,missing_required_context,,bt_0002,1.667116,0.940257,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,130,GM_RM017_000130_002,oty1_tracklet_0002,,missing_required_context,,bt_0001,602.402758,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,356,GM_RM017_000356_001,oty1_tracklet_0009,,missing_required_context,,,,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,367,GM_RM017_000367_001,oty1_tracklet_0010,,missing_required_context,,,,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,3,GM_RM019_000003_002,oty1_tracklet_0004,,missing_required_context,,bt_0001,509.679382,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,4,GM_RM019_000004_002,oty1_tracklet_0004,,missing_required_context,,bt_0001,513.248918,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,4,GM_RM019_000004_003,oty1_tracklet_0005,,missing_required_context,,bt_0001,513.292174,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,4,GM_RM019_000004_004,oty1_tracklet_0006,,missing_required_context,,bt_0001,237.757497,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,4,GM_RM019_000004_005,oty1_tracklet_0007,,missing_required_context,,bt_0001,444.649604,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,34,GM_RM019_000034_002,oty1_tracklet_0010,,missing_required_context,,bt_0005,339.701748,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,41,GM_RM019_000041_002,oty1_tracklet_0012,,missing_required_context,,bt_0005,625.007351,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,42,GM_RM019_000042_001,oty1_tracklet_0004,,missing_required_context,,bt_0024,637.770514,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,43,GM_RM019_000043_001,oty1_tracklet_0004,,missing_required_context,,,,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,50,GM_RM019_000050_003,oty1_tracklet_0015,,missing_required_context,,,,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,59,GM_RM019_000059_002,oty1_tracklet_0015,,missing_required_context,,,,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,62,GM_RM019_000062_002,oty1_tracklet_0015,,missing_required_context,,bt_0042,8.392269,0.571472,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,70,GM_RM019_000070_002,oty1_tracklet_0021,,missing_required_context,,bt_0053,66.007318,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,72,GM_RM019_000072_003,oty1_tracklet_0021,,missing_required_context,,bt_0053,72.213846,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,97,GM_RM019_000097_003,oty1_tracklet_0033,,missing_required_context,,bt_0069,155.823966,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,105,GM_RM019_000105_002,oty1_tracklet_0034,,missing_required_context,,bt_0080,482.861575,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,106,GM_RM019_000106_002,oty1_tracklet_0034,,missing_required_context,,bt_0080,474.953404,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,137,GM_RM019_000137_002,oty1_tracklet_0036,,missing_required_context,,bt_0080,142.510731,0.01343,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,147,GM_RM019_000147_001,oty1_tracklet_0038,,missing_required_context,,,,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,148,GM_RM019_000148_001,oty1_tracklet_0038,,missing_required_context,,,,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,181,GM_RM019_000181_002,oty1_tracklet_0046,GM_RM019_000181_oc_002,no_nearby_main_track,,bt_0098,212.653786,0.0,stable_single_box,low_risk_single_observation,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,183,GM_RM019_000183_001,oty1_tracklet_0045,GM_RM019_000183_oc_001,no_nearby_main_track,,,,0.0,edge_truncation_cluster,review_boundary_truncation,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,220,GM_RM019_000220_001,oty1_tracklet_0047,,missing_required_context,,,,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,255,GM_RM019_000255_001,oty1_tracklet_0048,,missing_required_context,,,,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,257,GM_RM019_000257_001,oty1_tracklet_0049,,missing_required_context,,,,0.0,,,leave_orphan_for_review,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
