edge_id,edge_kind,from_det_id,to_det_id,scene,from_optical_frame_num,to_optical_frame_num,optical_frame_gap,from_class_name,to_class_name,class_consistent,center_distance_px,center_distance_limit_px,bbox_iou,size_consistency,area_change_ratio,aspect_change_ratio,confidence_pair_min,neighbor_ambiguity_from,neighbor_ambiguity_to,edge_audit_score_not_selector,edge_within_audit_limits,edge_status,source_within_candidate_count,target_within_candidate_count,candidate_rank_for_source_detection,edge_selected_for_component,edge_policy
GM_RM019_000000_001__GM_RM019_000001_001,tracklet_candidate_edge,GM_RM019_000000_001,GM_RM019_000001_001,GM_RM019,0,1,1,car,car,True,25.70473729243525,260.0,0.8970214837525825,0.9095978022364912,0.08295836724588107,0.11632176242957361,0.3642021119594574,True,True,0.8367660653871841,True,ambiguous_multiple_candidates,8,2,1,True,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000000_001__GM_RM019_000001_003,tracklet_candidate_edge,GM_RM019_000000_001,GM_RM019_000001_003,GM_RM019,0,1,1,car,car,True,54.949811721073665,260.0,0.6219484993503849,0.6943608938876269,-0.222351087662948,0.636466025894044,0.30715277791023254,True,True,0.7654084053737598,True,ambiguous_multiple_candidates,8,2,2,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000000_001__GM_RM019_000001_002,tracklet_candidate_edge,GM_RM019_000000_001,GM_RM019_000001_002,GM_RM019,0,1,1,car,car,True,65.97166762817741,260.0,0.47553941206222355,0.5104853054716226,-0.42768800426114745,1.2288661492534496,0.3642021119594574,True,True,0.7344605499488949,True,ambiguous_multiple_candidates,8,2,3,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000000_001__GM_RM019_000002_001,tracklet_candidate_edge,GM_RM019_000000_001,GM_RM019_000002_001,GM_RM019,0,2,2,car,car,True,14.738659600405073,367.6955262170047,0.8817046765140528,0.9223353858031129,-0.1112771989528146,0.046082036677370444,0.3642021119594574,True,True,0.749599684641092,True,ambiguous_multiple_candidates,8,5,4,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000000_001__GM_RM019_000002_002,tracklet_candidate_edge,GM_RM019_000000_001,GM_RM019_000002_002,GM_RM019,0,2,2,car,car,True,45.80152356768359,367.6955262170047,0.5285143110789022,0.5616202037321604,-0.40837474233846677,0.8810600118731919,0.3642021119594574,True,True,0.6630112102473862,True,ambiguous_multiple_candidates,8,5,5,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000000_002__GM_RM019_000001_002,tracklet_candidate_edge,GM_RM019_000000_002,GM_RM019_000001_002,GM_RM019,0,1,1,car,car,True,33.66788203202492,260.0,0.8321467512016285,0.9534620907822502,-0.019860144386254146,-0.07321567404924556,0.31109893321990967,True,True,0.8299829816255576,True,ambiguous_multiple_candidates,7,2,1,True,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000000_002__GM_RM019_000001_003,tracklet_candidate_edge,GM_RM019_000000_002,GM_RM019_000001_003,GM_RM019,0,1,1,car,car,True,36.512328454299045,260.0,0.6450889912125692,0.7156612377746028,0.331799260423017,-0.3195414344385292,0.30715277791023254,True,True,0.7799349378170759,True,ambiguous_multiple_candidates,7,2,2,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000000_002__GM_RM019_000001_001,tracklet_candidate_edge,GM_RM019_000000_002,GM_RM019_000001_001,GM_RM019,0,1,1,car,car,True,75.50650637414677,260.0,0.455068713496069,0.5016782920429905,0.8546713429232725,-0.5358225021794232,0.31109893321990967,True,True,0.7175449877650876,True,ambiguous_multiple_candidates,7,2,3,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000000_002__GM_RM019_000002_002,tracklet_candidate_edge,GM_RM019_000000_002,GM_RM019_000002_002,GM_RM019,0,2,2,car,car,True,46.74472982289881,367.6955262170047,0.6151396689849121,0.8845599099598033,0.013215691684399176,-0.21783686482890038,0.31109893321990967,True,True,0.7165737621963374,True,ambiguous_multiple_candidates,7,5,4,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000000_002__GM_RM019_000002_001,tracklet_candidate_edge,GM_RM019_000000_002,GM_RM019_000002_001,GM_RM019,0,2,2,car,car,True,105.35188055012102,367.6955262170047,0.37463712736121974,0.5459954813057509,0.5220240784477718,-0.5650288665490492,0.31109893321990967,True,True,0.6268770974337304,True,ambiguous_multiple_candidates,7,5,5,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000001_001__GM_RM019_000002_002,tracklet_candidate_edge,GM_RM019_000001_001,GM_RM019_000002_002,GM_RM019,1,2,1,car,car,True,38.596831210411395,260.0,0.5463047108321637,0.5698791358971366,-0.45369528916783625,0.6850518149706537,0.3818845748901367,True,True,0.7645006049770615,True,ambiguous_multiple_candidates,6,5,1,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000001_001__GM_RM019_000002_001,tracklet_candidate_edge,GM_RM019_000001_001,GM_RM019_000002_001,GM_RM019,1,2,1,car,car,True,38.76809141708268,260.0,0.8206435518914132,0.878861435335965,-0.17935644810858672,-0.06292068121948348,0.5436673760414124,True,True,0.8585537998465546,True,ambiguous_multiple_candidates,6,5,2,True,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000001_001__GM_RM019_000003_001,tracklet_candidate_edge,GM_RM019_000001_001,GM_RM019_000003_001,GM_RM019,1,3,2,car,car,True,39.63987879153321,367.6955262170047,0.7937001182132954,0.8738971028134433,-0.20422597110989923,-0.04797982326321405,0.5436673760414124,True,False,0.7640498791492256,True,ambiguous_multiple_candidates,6,7,3,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000001_001__GM_RM019_000004_001,tracklet_candidate_edge,GM_RM019_000001_001,GM_RM019_000004_001,GM_RM019,1,4,3,car,car,True,59.13863034935323,450.3332099679081,0.7199197977992329,0.8278609926287541,-0.2767253798668858,-0.06755263487560588,0.5436673760414124,True,False,0.7177566783485928,True,ambiguous_multiple_candidates,6,8,4,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000001_001__GM_RM019_000004_005,tracklet_candidate_edge,GM_RM019_000001_001,GM_RM019_000004_005,GM_RM019,1,4,3,car,car,True,388.25748312853676,450.3332099679081,0.0,0.42916636141488623,-0.9964472412314744,-0.14522003593875313,0.27703097462654114,True,True,0.31530852068300985,True,ambiguous_multiple_candidates,6,2,5,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000001_002__GM_RM019_000002_002,tracklet_candidate_edge,GM_RM019_000001_002,GM_RM019_000002_002,GM_RM019,1,2,1,car,car,True,20.93478512429801,260.0,0.7010026661937155,0.9056546812649038,0.03374603724275841,-0.15604621995661525,0.3818845748901367,True,True,0.8426041894327472,True,ambiguous_multiple_candidates,6,5,1,True,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000001_002__GM_RM019_000002_001,tracklet_candidate_edge,GM_RM019_000001_002,GM_RM019_000002_001,GM_RM019,1,2,1,car,car,True,79.2045933354957,260.0,0.4315294941757171,0.5566525192273251,0.5528641853816951,-0.5306662820341402,0.3951973021030426,True,True,0.7436697751226105,True,ambiguous_multiple_candidates,6,5,2,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000001_002__GM_RM019_000003_001,tracklet_candidate_edge,GM_RM019_000001_002,GM_RM019_000003_001,GM_RM019,1,3,2,car,car,True,82.75531337121791,367.6955262170047,0.401280533344186,0.5704567570210533,0.5058047873187289,-0.5231831925307445,0.3951973021030426,True,False,0.6563874844300391,True,ambiguous_multiple_candidates,6,7,3,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000001_002__GM_RM019_000004_001,tracklet_candidate_edge,GM_RM019_000001_002,GM_RM019_000004_001,GM_RM019,1,4,3,car,car,True,97.0593965233295,450.3332099679081,0.36236909011602225,0.5988390357606468,0.36861765526779783,-0.5329861838688137,0.3951973021030426,True,False,0.6300114908770522,True,ambiguous_multiple_candidates,6,8,4,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000001_002__GM_RM019_000004_004,tracklet_candidate_edge,GM_RM019_000001_002,GM_RM019_000004_004,GM_RM019,1,4,3,car,car,True,256.21227230204903,450.3332099679081,0.0,0.362364181371666,-0.9949468823347822,-0.2803247549218858,0.29709500074386597,True,False,0.32603315865507315,True,ambiguous_multiple_candidates,6,3,5,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000001_003__GM_RM019_000002_002,tracklet_candidate_edge,GM_RM019_000001_003,GM_RM019_000002_002,GM_RM019,1,2,1,car,car,True,16.827036456939332,260.0,0.7607870959190751,0.8153786137109548,-0.23921290408092485,0.14946475032716908,0.30715277791023254,True,True,0.8123492024314306,True,ambiguous_multiple_candidates,6,5,1,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000001_003__GM_RM019_000002_001,tracklet_candidate_edge,GM_RM019_000001_003,GM_RM019_000002_001,GM_RM019,1,2,1,car,car,True,69.60701847422668,260.0,0.5724973952216683,0.7571254403279849,0.1428329506387727,-0.36076764190330896,0.30715277791023254,True,True,0.7706192745336347,True,ambiguous_multiple_candidates,6,5,2,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000001_003__GM_RM019_000003_001,tracklet_candidate_edge,GM_RM019_000001_003,GM_RM019_000003_001,GM_RM019,1,3,2,car,car,True,72.22958239487818,367.6955262170047,0.5450656055777395,0.7758944585709573,0.10819950925357849,-0.35057567664277717,0.30715277791023254,True,False,0.6837722297876544,True,ambiguous_multiple_candidates,6,7,3,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000001_003__GM_RM019_000004_001,tracklet_candidate_edge,GM_RM019_000001_003,GM_RM019_000004_001,GM_RM019,1,4,3,car,car,True,89.68930560632701,450.3332099679081,0.492018051939467,0.8144441141221141,0.007236413841020355,-0.3639273473827244,0.30715277791023254,True,False,0.6577691687319873,True,ambiguous_multiple_candidates,6,8,4,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000001_003__GM_RM019_000004_004,tracklet_candidate_edge,GM_RM019_000001_003,GM_RM019_000004_004,GM_RM019,1,4,3,car,car,True,274.1795000526349,450.3332099679081,0.0,0.4919581399277049,-0.9962811497453358,-0.019802570399254444,0.29709500074386597,True,False,0.34879069986329897,True,ambiguous_multiple_candidates,6,3,5,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000002_001__GM_RM019_000003_001,tracklet_candidate_edge,GM_RM019_000002_001,GM_RM019_000003_001,GM_RM019,2,3,1,car,car,True,4.331270207829325,260.0,0.9561556306160756,0.9770006256893327,-0.030304902712016,0.015944069682076595,0.6312296390533447,True,False,0.9183688998486211,True,ambiguous_multiple_candidates,4,7,1,True,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000002_001__GM_RM019_000004_001,tracklet_candidate_edge,GM_RM019_000002_001,GM_RM019_000004_001,GM_RM019,2,4,2,car,car,True,20.660974883602034,367.6955262170047,0.8697417655062823,0.9382037750494396,-0.11864948129292412,-0.004942968608196665,0.6312296390533447,True,False,0.8032464721764458,True,ambiguous_multiple_candidates,4,8,2,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000002_001__GM_RM019_000005_001,tracklet_candidate_edge,GM_RM019_000002_001,GM_RM019_000005_001,GM_RM019,2,5,3,car,car,True,45.611421966103464,450.3332099679081,0.7425338146181492,0.8537737658338316,-0.2453512178268826,-0.04710125050545433,0.6312296390533447,True,False,0.7452735919588213,True,ambiguous_multiple_candidates,4,7,3,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM019_000002_001__GM_RM019_000006_001,tracklet_candidate_edge,GM_RM019_000002_001,GM_RM019_000006_001,GM_RM019,2,6,4,car,car,True,66.80877776371133,520.0,0.6851938890035224,0.7686617810749118,-0.30478301996050905,-0.15789341788966743,0.6312296390533447,True,False,0.7072080800698363,True,ambiguous_multiple_candidates,4,5,4,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
